"Name","Team","Age","AB","R","HR","RBI","SB","AVG","BB%","K%","LD%","GB%","FB%","IFFB%","IFH%","BUH%","Spd","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","EV","LA","Barrel%","maxEV","HardHit%","CStr%","CSW%","playerid"
"Travis Demeritte","DET","25","29","5","0","4","0",".172","9.1%","42.4%","33.3%","40.0%","26.7%","0.0%","0.0%","0.0%","2.6","25.8%","52.8%","35.3%","48.0%","57.1%","52.8%","35.3%","63.6%","16.7%","33.3%","46.7%","20.0%","20.0%","33.3%","46.7%","51.5%","92.1","13.5","6.7%","109.2","53.3%","20.7%","37.3%","15958"
"Christin Stewart","DET","26","90","6","3","9","0",".167","5.1%","30.3%","26.2%","27.9%","45.9%","10.7%","0.0%","0.0%","0.6","36.6%","72.9%","51.2%","58.8%","76.1%","68.7%","40.1%","54.5%","16.0%","41.0%","31.1%","27.9%","16.4%","60.7%","23.0%","38.4%","85.7","24.5","11.3%","105.5","29.0%","13.7%","29.7%","17714"
"Danny Santana","TEX","29","55","6","1","7","2",".145","11.1%","38.1%","15.6%","46.9%","37.5%","0.0%","0.0%","0.0%","5.4","30.8%","74.0%","48.1%","54.2%","68.8%","63.2%","40.0%","66.7%","17.7%","50.0%","31.3%","18.8%","6.3%","43.8%","50.0%","50.8%","90.9","14.7","9.4%","107.6","43.8%","15.0%","32.7%","10322"
"Rob Refsnyder","TEX","29","30","4","0","1","0",".200","5.9%","32.4%","20.0%","45.0%","35.0%","0.0%","11.1%","0.0%","2.6","30.3%","74.0%","51.7%","69.6%","75.9%","74.0%","49.0%","67.6%","13.4%","45.0%","40.0%","15.0%","5.0%","55.0%","40.0%","38.2%","93.0","14.9","0.0%","104.7","45.0%","18.1%","31.5%","13770"
"Ildemaro Vargas","- - -","28","51","6","1","3","0",".196","3.7%","18.5%","11.9%","59.5%","28.6%","8.3%","12.0%","0.0%","4.9","33.6%","53.9%","42.4%","73.3%","89.1%","82.0%","43.2%","46.3%","7.6%","47.6%","28.6%","23.8%","31.0%","40.5%","28.6%","24.1%","85.3","2.1","2.4%","103.4","28.6%","23.3%","30.9%","13324"
"Andrew Knizner","STL","25","16","1","0","4","0",".250","0.0%","29.4%","25.0%","66.7%","8.3%","0.0%","0.0%","0.0%","1.1","45.0%","80.0%","58.5%","55.6%","85.0%","71.1%","38.5%","64.7%","16.9%","58.3%","25.0%","16.7%","25.0%","33.3%","41.7%","29.4%","94.3","-3.8","8.3%","109.5","50.0%","13.8%","30.8%","19514"
"Eddy Alvarez","MIA","30","37","6","0","2","2",".189","7.3%","39.0%","9.5%","76.2%","14.3%","0.0%","18.8%","0.0%","6.6","34.7%","69.4%","49.7%","48.5%","82.0%","68.7%","43.1%","58.5%","15.6%","42.9%","28.6%","28.6%","9.5%","66.7%","23.8%","46.3%","82.7","2.9","0.0%","101.5","14.3%","16.2%","31.7%","16959"
"Roberto Perez","CLE","31","97","6","1","5","0",".165","10.0%","34.5%","20.3%","62.7%","16.9%","10.0%","8.1%","0.0%","0.7","21.1%","52.9%","35.6%","62.5%","76.9%","72.3%","45.5%","52.7%","9.9%","33.9%","39.0%","27.1%","27.1%","47.5%","25.4%","45.5%","86.0","-2.5","3.4%","109.0","30.5%","23.3%","33.1%","2900"
"Scott Kingery","PHI","26","113","12","3","6","0",".159","7.3%","28.2%","17.9%","38.5%","43.6%","14.7%","13.3%","0.0%","1.9","35.7%","72.2%","51.7%","61.7%","73.0%","68.6%","43.8%","60.5%","16.2%","34.2%","38.0%","27.8%","19.0%","48.1%","32.9%","37.9%","85.3","16.9","10.1%","105.8","30.4%","14.3%","30.6%","17975"
"Luis Rengifo","LAA","23","90","12","1","3","3",".156","13.2%","24.5%","14.1%","59.4%","26.6%","23.5%","10.5%","0.0%","4.7","28.3%","60.9%","42.0%","62.5%","89.3%","78.8%","42.0%","63.2%","8.9%","50.0%","28.8%","21.2%","18.2%","54.5%","27.3%","38.7%","87.6","3.8","1.5%","108.0","33.3%","19.2%","28.1%","19858"
"Dee Strange-Gordon","SEA","32","75","12","0","3","3",".200","6.1%","15.9%","25.0%","45.0%","30.0%","22.2%","11.1%","100.0%","5.2","42.3%","63.9%","51.2%","71.8%","92.1%","82.3%","41.5%","75.6%","9.1%","22.6%","46.8%","30.6%","30.6%","61.3%","8.1%","22.0%","79.2","14.1","0.0%","96.0","4.8%","15.7%","24.7%","8203"
"Jordy Mercer","- - -","33","20","2","0","0","0",".200","9.1%","9.1%","11.1%","61.1%","27.8%","40.0%","9.1%","0.0%","1.6","23.8%","60.0%","36.7%","66.7%","90.5%","80.6%","35.7%","40.9%","7.1%","55.6%","22.2%","22.2%","38.9%","44.4%","16.7%","18.2%","80.7","10.8","0.0%","103.3","16.7%","20.4%","27.6%","6547"
"Harold Ramirez","MIA","25","10","2","0","1","0",".200","9.1%","18.2%","12.5%","50.0%","37.5%","33.3%","0.0%","0.0%","4.6","60.0%","46.2%","55.8%","72.2%","66.7%","70.8%","30.2%","81.8%","16.3%","12.5%","62.5%","25.0%","37.5%","37.5%","25.0%","27.3%","81.0","10.6","0.0%","94.2","0.0%","16.3%","32.6%","14387"
"Dawel Lugo","DET","25","10","3","0","1","0",".200","9.1%","9.1%","0.0%","66.7%","33.3%","33.3%","0.0%","0.0%","2.6","26.5%","75.0%","39.1%","55.6%","100.0%","77.8%","26.1%","54.5%","8.7%","33.3%","44.4%","22.2%","11.1%","44.4%","44.4%","18.2%","88.7","8.0","0.0%","106.6","55.6%","15.2%","23.9%","14713"
"Mike Ford","NYY","27","74","5","2","11","0",".135","8.3%","19.0%","18.6%","50.8%","30.5%","0.0%","3.3%","0.0%","0.8","23.5%","60.7%","37.6%","59.6%","87.8%","76.9%","37.9%","51.2%","8.7%","49.2%","39.0%","11.9%","6.8%","52.5%","40.7%","29.8%","89.7","8.4","6.8%","109.2","39.0%","19.4%","28.1%","15585"
"Myles Straw","HOU","25","82","8","0","8","6",".207","4.7%","25.6%","22.0%","35.6%","42.4%","4.0%","14.3%","0.0%","5.8","28.6%","62.1%","43.2%","73.7%","88.4%","82.9%","43.5%","66.3%","7.4%","31.7%","30.0%","38.3%","10.0%","63.3%","26.7%","30.2%","87.4","15.9","1.7%","102.6","21.7%","21.9%","29.3%","17620"
"Jonah Heim","OAK","25","38","5","0","5","0",".211","7.3%","7.3%","17.1%","42.9%","40.0%","21.4%","6.7%","0.0%","2.4","29.1%","63.1%","44.4%","82.6%","92.7%","89.1%","45.1%","63.4%","4.9%","34.3%","40.0%","25.7%","28.6%","42.9%","28.6%","14.6%","86.0","14.9","5.7%","103.1","37.1%","16.7%","21.5%","16930"
"Albert Almora Jr.","CHC","26","30","4","0","1","0",".167","8.8%","26.5%","9.5%","57.1%","33.3%","14.3%","8.3%","0.0%","2.6","39.5%","56.5%","45.5%","58.8%","84.6%","70.0%","34.8%","64.7%","13.6%","23.8%","47.6%","28.6%","28.6%","52.4%","19.0%","35.3%","85.3","11.6","0.0%","106.1","28.6%","18.9%","32.6%","14109"
"Josh VanMeter","- - -","25","70","9","2","6","1",".129","8.9%","30.4%","17.4%","43.5%","39.1%","5.6%","0.0%","0.0%","5.2","30.3%","56.3%","40.9%","52.5%","85.5%","71.1%","40.9%","58.2%","11.8%","46.8%","29.8%","23.4%","17.0%","48.9%","34.0%","41.8%","89.0","15.1","6.5%","108.5","37.0%","21.8%","33.6%","15170"
"Monte Harrison","MIA","24","47","8","1","3","6",".170","7.8%","51.0%","19.0%","57.1%","23.8%","20.0%","16.7%","0.0%","7.5","25.8%","62.4%","40.1%","50.0%","66.0%","59.8%","39.2%","54.9%","16.1%","38.1%","28.6%","33.3%","33.3%","38.1%","28.6%","60.8%","81.7","4.0","19.0%","112.6","28.6%","18.3%","34.4%","17216"
"Logan Morrison","MIL","32","25","3","1","2","0",".120","10.7%","28.6%","17.6%","47.1%","35.3%","0.0%","0.0%","0.0%","2.0","28.6%","67.9%","44.6%","50.0%","83.3%","70.7%","40.8%","50.0%","13.1%","41.2%","41.2%","17.6%","11.8%","47.1%","41.2%","42.9%","87.1","12.8","5.9%","104.3","41.2%","16.9%","30.0%","9205"
"Rene Rivera","NYM","36","4","0","0","0","0",".250","0.0%","75.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","33.3%","71.4%","47.4%","50.0%","100.0%","77.8%","36.8%","50.0%","10.5%","100.0%","0.0%","0.0%","0.0%","0.0%","100.0%","75.0%","103.9","12.0","0.0%","103.9","100.0%","21.1%","31.6%","3648"
"John Nogowski","STL","27","4","0","0","0","0",".250","0.0%","25.0%","0.0%","66.7%","33.3%","100.0%","0.0%","0.0%","0.1","22.2%","40.0%","28.6%","50.0%","100.0%","75.0%","35.7%","50.0%","7.1%","33.3%","66.7%","0.0%","33.3%","33.3%","33.3%","25.0%","95.9","22.5","0.0%","101.2","33.3%","35.7%","42.9%","16852"
"Cristian Pache","ATL","21","4","0","0","0","0",".250","0.0%","50.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","40.0%","40.0%","40.0%","75.0%","100.0%","83.3%","33.3%","50.0%","6.7%","50.0%","0.0%","50.0%","50.0%","50.0%","0.0%","50.0%","76.5","-5.9","0.0%","87.6","0.0%","26.7%","33.3%","19948"
"Grayson Greiner","DET","27","51","8","3","8","0",".118","5.5%","36.4%","16.1%","32.3%","51.6%","18.8%","0.0%","0.0%","2.6","32.5%","70.0%","48.1%","51.2%","79.4%","68.3%","41.7%","70.9%","15.3%","54.8%","32.3%","12.9%","19.4%","38.7%","41.9%","47.3%","90.4","25.7","9.7%","112.1","45.2%","19.0%","34.3%","17062"
"Max Schrock","STL","25","17","1","1","1","0",".176","0.0%","35.3%","18.2%","36.4%","45.5%","20.0%","0.0%","0.0%","0.1","40.0%","69.7%","54.4%","92.9%","87.0%","89.2%","48.5%","64.7%","5.9%","36.4%","45.5%","18.2%","45.5%","27.3%","27.3%","41.2%","81.4","24.6","9.1%","103.3","18.2%","17.6%","23.5%","17750"
"Mark Payton","CIN","28","18","0","0","0","1",".167","10.0%","25.0%","0.0%","46.2%","53.8%","14.3%","0.0%","0.0%","4.2","34.9%","72.5%","53.0%","53.3%","79.3%","70.5%","48.2%","60.0%","15.7%","46.2%","46.2%","7.7%","30.8%","23.1%","46.2%","35.0%","84.1","19.6","7.7%","99.6","15.4%","12.0%","27.7%","16042"
"Braden Bishop","SEA","26","30","2","0","4","1",".167","5.9%","29.4%","20.0%","50.0%","30.0%","16.7%","10.0%","0.0%","4.9","30.4%","79.2%","50.4%","38.1%","84.2%","67.8%","41.0%","67.6%","16.2%","38.1%","28.6%","33.3%","9.5%","66.7%","23.8%","35.3%","86.8","8.4","0.0%","107.3","23.8%","13.7%","29.9%","17806"
"Willie Calhoun","TEX","25","100","3","1","13","0",".190","4.6%","15.7%","12.9%","45.9%","41.2%","20.0%","10.3%","0.0%","1.6","25.2%","67.6%","43.9%","78.0%","90.4%","86.4%","44.2%","56.5%","6.0%","32.9%","44.7%","22.4%","20.0%","42.4%","37.6%","21.3%","89.3","14.4","1.2%","106.6","38.8%","17.9%","23.9%","17838"
"Michael Perez","TBR","27","84","7","1","13","0",".167","7.5%","29.0%","27.6%","32.8%","39.7%","8.7%","0.0%","0.0%","1.4","31.6%","67.5%","46.4%","60.3%","82.4%","73.5%","41.3%","54.8%","12.3%","46.6%","37.9%","15.5%","15.5%","50.0%","34.5%","37.6%","87.3","14.5","10.3%","106.5","32.8%","15.3%","27.6%","12977"
"Robinson Chirinos","- - -","36","74","4","1","7","0",".162","7.3%","25.6%","18.5%","48.1%","33.3%","16.7%","3.8%","0.0%","0.6","38.3%","63.8%","47.8%","61.3%","81.1%","71.1%","37.2%","63.4%","13.8%","37.0%","40.7%","22.2%","20.4%","59.3%","20.4%","34.1%","84.5","13.7","1.9%","105.4","24.1%","14.7%","28.5%","3142"
"Joe Hudson","SEA","29","17","0","0","0","0",".176","10.0%","25.0%","25.0%","16.7%","58.3%","14.3%","0.0%","0.0%","0.1","22.0%","52.8%","36.4%","66.7%","84.2%","78.6%","46.8%","55.0%","7.8%","30.8%","53.8%","15.4%","23.1%","46.2%","30.8%","35.0%","82.1","37.5","0.0%","97.9","7.7%","26.0%","33.8%","14412"
"Thairo Estrada","NYY","24","48","8","1","3","1",".167","1.9%","36.5%","20.7%","58.6%","20.7%","0.0%","0.0%","0.0%","5.7","44.3%","76.4%","58.3%","58.8%","85.3%","73.9%","43.6%","59.6%","15.2%","41.4%","34.5%","24.1%","34.5%","37.9%","27.6%","40.4%","83.5","2.9","3.4%","104.7","27.6%","12.3%","27.5%","16426"
"Jo Adell","LAA","21","124","9","3","7","0",".161","5.3%","41.7%","18.8%","43.5%","37.7%","7.7%","10.0%","0.0%","1.7","35.4%","71.7%","50.8%","52.3%","66.5%","60.8%","42.6%","65.9%","19.9%","37.7%","33.3%","29.0%","17.4%","50.7%","31.9%","49.2%","90.6","11.4","4.3%","115.5","36.2%","16.6%","36.6%","20220"
"Daz Cameron","DET","23","57","4","0","3","1",".193","3.4%","32.2%","21.1%","42.1%","36.8%","14.3%","12.5%","0.0%","6.8","39.0%","63.4%","49.4%","60.4%","87.5%","75.2%","42.6%","69.5%","12.2%","34.2%","34.2%","31.6%","18.4%","52.6%","28.9%","35.6%","87.1","9.3","2.6%","108.7","26.3%","20.7%","32.9%","18353"
"Josh Rojas","ARI","26","61","9","0","2","1",".180","10.0%","22.9%","19.6%","50.0%","30.4%","0.0%","8.7%","100.0%","4.1","29.0%","62.2%","43.8%","59.2%","85.7%","75.9%","44.4%","57.1%","10.5%","38.3%","40.4%","21.3%","21.3%","48.9%","29.8%","32.9%","86.0","5.4","0.0%","104.2","27.7%","21.4%","31.9%","19734"
"David Dahl","COL","26","93","9","0","9","1",".183","4.0%","28.3%","19.7%","39.4%","40.9%","7.4%","0.0%","0.0%","6.9","37.6%","75.6%","55.0%","56.3%","80.9%","71.8%","45.8%","66.7%","15.5%","36.4%","39.4%","24.2%","16.7%","54.5%","28.8%","32.3%","85.9","16.9","3.0%","103.6","22.7%","13.2%","28.8%","13744"
"Jack Mayfield","HOU","29","42","5","0","3","0",".190","4.3%","29.8%","20.7%","34.5%","44.8%","7.7%","0.0%","0.0%","2.6","39.3%","71.1%","52.1%","65.9%","77.8%","72.4%","40.4%","70.2%","14.4%","36.7%","33.3%","30.0%","20.0%","50.0%","30.0%","34.0%","87.4","24.4","0.0%","106.5","26.7%","14.9%","29.3%","15402"
"Eli White","TEX","26","48","5","0","3","1",".188","5.8%","30.8%","33.3%","42.4%","24.2%","12.5%","0.0%","0.0%","4.0","27.7%","71.3%","48.4%","64.5%","79.2%","74.8%","47.4%","59.6%","12.2%","33.3%","45.5%","21.2%","12.1%","57.6%","30.3%","36.5%","88.1","15.4","3.0%","103.5","33.3%","16.4%","28.6%","19346"
"Steven Duggar","SFG","26","34","3","0","3","1",".176","2.8%","30.6%","21.7%","52.2%","26.1%","0.0%","8.3%","0.0%","5.8","22.2%","57.1%","40.6%","64.3%","85.0%","79.6%","52.6%","61.1%","8.3%","34.8%","34.8%","30.4%","13.0%","69.6%","17.4%","33.3%","84.2","6.5","0.0%","103.7","26.1%","24.8%","33.1%","17719"
"Logan Forsythe","MIA","33","34","2","1","2","0",".118","10.5%","31.6%","13.6%","45.5%","40.9%","22.2%","20.0%","0.0%","0.4","16.1%","57.1%","33.3%","21.4%","83.3%","66.0%","42.0%","63.2%","11.3%","45.5%","36.4%","18.2%","9.1%","59.1%","31.8%","44.7%","89.6","13.9","13.6%","103.6","36.4%","26.7%","38.0%","7185"
"Bubba Starling","KCR","27","59","5","1","5","0",".169","6.3%","42.2%","24.2%","48.5%","27.3%","11.1%","12.5%","0.0%","1.4","42.4%","58.8%","48.8%","50.7%","81.7%","65.4%","39.2%","70.3%","16.9%","48.5%","39.4%","12.1%","18.2%","57.6%","24.2%","50.0%","84.2","8.1","3.0%","109.4","27.3%","18.8%","35.8%","13356"
"Lane Thomas","STL","24","36","5","1","2","0",".111","10.0%","32.5%","13.0%","39.1%","47.8%","18.2%","0.0%","0.0%","2.6","20.8%","58.7%","37.4%","65.0%","81.8%","76.6%","43.9%","65.0%","8.8%","47.8%","39.1%","13.0%","17.4%","56.5%","26.1%","45.0%","91.0","15.4","4.3%","108.4","39.1%","23.4%","32.2%","16939"
"Donovan Walton","SEA","26","13","0","0","3","0",".154","7.1%","35.7%","0.0%","62.5%","37.5%","0.0%","0.0%","0.0%","2.5","43.3%","75.0%","56.0%","30.8%","80.0%","57.1%","40.0%","78.6%","24.0%","37.5%","62.5%","0.0%","25.0%","50.0%","25.0%","42.9%","81.2","4.1","12.5%","101.7","12.5%","10.0%","34.0%","19314"
"Jon Jay","ARI","35","50","5","1","4","0",".160","5.3%","21.1%","24.4%","39.0%","36.6%","6.7%","0.0%","0.0%","2.0","36.2%","65.2%","49.0%","64.3%","90.0%","79.4%","44.2%","59.6%","10.1%","29.3%","43.9%","26.8%","7.3%","68.3%","24.4%","28.1%","84.8","12.4","4.9%","103.9","26.8%","19.2%","29.3%","5227"
"John Ryan Murphy","PIT","29","58","6","0","2","0",".172","6.3%","44.4%","30.0%","40.0%","30.0%","22.2%","8.3%","0.0%","2.2","35.6%","65.5%","49.0%","39.6%","69.4%","57.5%","44.9%","76.2%","20.8%","64.5%","32.3%","3.2%","22.6%","48.4%","29.0%","50.8%","83.0","7.3","9.7%","105.6","38.7%","18.4%","39.2%","10346"
"Scott Heineman","TEX","27","52","6","1","7","3",".154","3.7%","20.4%","14.6%","51.2%","34.1%","7.1%","4.8%","0.0%","7.5","38.3%","67.9%","51.3%","53.7%","93.0%","76.5%","44.0%","70.4%","12.0%","36.6%","34.1%","29.3%","9.8%","56.1%","34.1%","25.9%","87.0","8.3","4.9%","104.6","31.7%","17.8%","29.8%","14453"
"Jorge Mateo","SDP","25","26","4","0","2","1",".154","3.6%","39.3%","46.7%","13.3%","40.0%","16.7%","0.0%","0.0%","7.3","27.9%","76.9%","50.4%","41.2%","80.0%","68.4%","46.0%","85.7%","15.9%","37.5%","25.0%","37.5%","18.8%","37.5%","43.8%","42.9%","93.5","28.5","0.0%","108.8","43.8%","18.6%","34.5%","17273"
"Jarrod Dyson","- - -","35","61","9","0","5","6",".180","6.1%","16.7%","22.9%","50.0%","27.1%","15.4%","4.2%","33.3%","7.3","25.8%","66.1%","46.0%","65.6%","86.6%","80.7%","50.0%","62.1%","8.9%","47.1%","35.3%","17.6%","27.5%","51.0%","21.6%","22.7%","82.7","5.8","0.0%","103.3","17.6%","18.1%","27.0%","4866"
"Josh Phegley","CHC","32","16","4","1","2","0",".063","5.6%","16.7%","0.0%","53.8%","46.2%","16.7%","14.3%","0.0%","2.6","36.4%","53.8%","42.9%","62.5%","100.0%","80.0%","37.1%","72.2%","8.6%","53.8%","23.1%","23.1%","15.4%","69.2%","15.4%","27.8%","81.0","15.5","7.7%","101.0","7.7%","24.3%","32.9%","9308"
"Bryan Holaday","BAL","32","31","5","0","4","0",".161","6.1%","27.3%","13.6%","45.5%","40.9%","11.1%","10.0%","0.0%","2.6","25.0%","63.8%","43.4%","43.8%","89.2%","75.5%","47.5%","60.6%","10.7%","40.9%","40.9%","18.2%","9.1%","72.7%","18.2%","33.3%","86.1","21.4","0.0%","103.7","27.3%","20.5%","31.1%","11287"
"Nicky Delmonico","CHW","27","20","0","0","3","0",".150","9.1%","9.1%","16.7%","55.6%","27.8%","60.0%","0.0%","0.0%","0.1","34.0%","76.7%","53.1%","77.8%","100.0%","92.2%","44.8%","50.0%","4.2%","44.4%","27.8%","27.8%","22.2%","72.2%","5.6%","18.2%","76.7","15.3","5.6%","107.6","5.6%","13.5%","17.7%","13157"
"Lewin Diaz","MIA","23","39","2","0","3","0",".154","4.9%","29.3%","11.1%","40.7%","48.1%","23.1%","0.0%","0.0%","1.1","41.1%","53.4%","45.3%","63.0%","96.8%","76.6%","34.1%","43.9%","10.6%","33.3%","37.0%","29.6%","18.5%","55.6%","25.9%","34.1%","86.4","23.7","11.1%","107.9","37.0%","15.3%","25.9%","18365"
"Hunter Pence","SFG","37","52","4","2","6","0",".096","5.4%","26.8%","10.8%","59.5%","29.7%","18.2%","0.0%","0.0%","4.1","38.8%","75.3%","53.8%","60.0%","80.3%","71.7%","41.1%","58.9%","15.2%","45.9%","35.1%","18.9%","18.9%","54.1%","27.0%","35.7%","87.6","4.2","8.1%","108.0","45.9%","14.2%","29.4%","8252"
"Jose Barrero","CIN","22","67","4","0","2","1",".194","1.5%","38.2%","34.1%","39.0%","26.8%","9.1%","6.3%","0.0%","2.9","42.0%","66.1%","52.0%","52.9%","71.1%","62.5%","41.5%","70.6%","19.5%","53.7%","36.6%","9.8%","26.8%","61.0%","12.2%","39.7%","86.6","7.7","2.4%","107.8","36.6%","17.7%","37.2%","23378"
"Charlie Culberson","ATL","31","7","2","0","1","0",".143","0.0%","57.1%","33.3%","33.3%","33.3%","0.0%","0.0%","0.0%","2.6","42.9%","75.0%","60.0%","16.7%","75.0%","55.6%","53.3%","71.4%","26.7%","66.7%","33.3%","0.0%","0.0%","33.3%","66.7%","57.1%","99.5","12.0","33.3%","102.0","100.0%","13.3%","40.0%","3298"
"Ronald Torreyes","PHI","27","7","1","0","0","0",".143","0.0%","0.0%","14.3%","57.1%","28.6%","0.0%","0.0%","0.0%","2.6","42.9%","75.0%","60.0%","66.7%","100.0%","88.9%","53.3%","71.4%","6.7%","28.6%","71.4%","0.0%","0.0%","42.9%","57.1%","0.0%","92.1","6.2","0.0%","99.1","28.6%","13.3%","20.0%","11400"
"Drew Butera","COL","36","39","4","0","4","0",".154","4.7%","25.6%","13.8%","41.4%","44.8%","30.8%","16.7%","0.0%","2.6","33.3%","71.3%","49.7%","65.7%","82.5%","76.1%","43.2%","67.4%","11.9%","43.3%","33.3%","23.3%","26.7%","36.7%","36.7%","30.2%","85.9","22.4","0.0%","99.4","16.7%","15.7%","27.6%","3411"
"Eric Haase","DET","27","17","1","0","2","0",".176","5.3%","31.6%","16.7%","41.7%","41.7%","0.0%","20.0%","0.0%","1.1","29.2%","64.9%","44.7%","35.7%","79.2%","63.2%","43.5%","63.2%","16.5%","25.0%","41.7%","33.3%","33.3%","41.7%","25.0%","36.8%","83.6","18.7","8.3%","109.4","41.7%","20.0%","36.5%","14111"
"Abraham Almonte","SDP","31","11","0","0","0","1",".091","15.4%","30.8%","0.0%","57.1%","42.9%","0.0%","0.0%","0.0%","3.0","22.2%","77.3%","52.5%","75.0%","76.5%","76.2%","55.0%","69.2%","12.5%","14.3%","71.4%","14.3%","14.3%","85.7%","0.0%","46.2%","81.9","3.6","0.0%","100.6","14.3%","12.5%","25.0%","5486"
"JT Riddle","PIT","28","67","8","1","1","1",".149","2.9%","18.8%","5.6%","61.1%","33.3%","5.6%","3.0%","0.0%","5.4","36.5%","80.4%","55.7%","66.0%","80.2%","75.0%","43.9%","62.3%","13.9%","50.0%","31.5%","18.5%","16.7%","53.7%","29.6%","23.2%","88.8","6.8","3.7%","106.5","27.8%","10.2%","24.2%","17642"
"Billy Hamilton","- - -","29","32","10","1","2","6",".125","5.6%","19.4%","26.9%","19.2%","53.8%","14.3%","0.0%","0.0%","6.7","39.1%","86.8%","60.7%","80.0%","84.8%","83.1%","45.3%","66.7%","10.3%","25.9%","37.0%","37.0%","29.6%","55.6%","14.8%","27.8%","82.2","24.6","3.7%","100.3","7.4%","8.5%","18.8%","10199"
"Joseph Odom","SEA","28","39","2","0","2","0",".128","9.1%","45.5%","26.3%","47.4%","26.3%","20.0%","22.2%","0.0%","0.9","27.7%","59.0%","41.0%","51.6%","69.4%","62.5%","42.6%","52.3%","15.4%","40.0%","30.0%","30.0%","10.0%","60.0%","30.0%","54.5%","85.6","14.6","0.0%","105.4","25.0%","20.5%","35.9%","15535"
"Wilmer Difo","WSN","28","14","1","0","1","0",".071","16.7%","22.2%","36.4%","27.3%","36.4%","25.0%","0.0%","0.0%","1.1","25.0%","74.4%","50.6%","90.0%","78.1%","81.0%","51.8%","61.1%","9.6%","54.5%","9.1%","36.4%","27.3%","54.5%","18.2%","38.9%","88.0","20.8","0.0%","101.2","27.3%","12.0%","21.7%","14320"
"Jared Oliva","PIT","24","16","0","0","0","1",".188","0.0%","37.5%","20.0%","50.0%","30.0%","33.3%","20.0%","0.0%","4.6","37.5%","60.0%","47.4%","25.0%","93.3%","63.0%","43.9%","62.5%","17.5%","30.0%","40.0%","30.0%","20.0%","40.0%","40.0%","37.5%","93.2","12.8","0.0%","110.0","40.0%","21.1%","38.6%","19968"
"Kyle Garlick","PHI","28","22","0","0","3","0",".136","0.0%","30.4%","20.0%","46.7%","33.3%","20.0%","0.0%","0.0%","0.1","28.3%","58.1%","40.3%","69.2%","72.2%","71.0%","40.3%","60.9%","11.7%","53.3%","33.3%","13.3%","6.7%","53.3%","40.0%","30.4%","89.2","17.5","0.0%","107.5","40.0%","28.6%","40.3%","18063"
"Brandon Drury","TOR","27","46","3","0","1","0",".152","4.1%","18.4%","26.3%","34.2%","39.5%","0.0%","0.0%","0.0%","1.6","39.0%","68.7%","52.1%","70.7%","89.5%","81.6%","44.1%","65.3%","9.6%","36.8%","34.2%","28.9%","31.6%","47.4%","21.1%","22.4%","82.1","19.2","5.3%","108.8","26.3%","17.6%","27.1%","11615"
"Isan Diaz","MIA","24","22","3","0","1","0",".182","0.0%","31.8%","33.3%","46.7%","20.0%","33.3%","0.0%","0.0%","2.6","24.5%","47.7%","35.1%","61.5%","76.2%","70.6%","45.4%","54.5%","10.3%","20.0%","40.0%","40.0%","33.3%","26.7%","40.0%","31.8%","85.9","9.6","0.0%","107.3","33.3%","24.7%","35.1%","17922"
"Tzu-Wei Lin","BOS","26","52","2","0","3","0",".154","3.5%","29.8%","19.4%","41.7%","38.9%","0.0%","6.7%","0.0%","0.8","37.5%","65.6%","49.3%","58.3%","85.2%","73.4%","42.1%","57.9%","13.1%","28.9%","42.1%","28.9%","15.8%","57.9%","26.3%","33.3%","85.5","13.6","2.6%","102.2","13.2%","17.6%","30.8%","14678"
"Oscar Mercado","CLE","25","86","6","1","6","3",".128","5.4%","29.0%","13.3%","43.3%","43.3%","19.2%","11.5%","0.0%","5.4","30.8%","72.2%","48.6%","51.6%","85.1%","73.0%","43.2%","69.9%","13.1%","39.3%","42.6%","18.0%","21.3%","54.1%","24.6%","35.5%","88.2","14.5","1.6%","110.8","32.8%","14.5%","27.6%","16375"
"Ali Sanchez","NYM","23","9","0","0","0","0",".111","10.0%","30.0%","0.0%","50.0%","50.0%","33.3%","0.0%","0.0%","0.1","40.0%","81.3%","56.1%","60.0%","61.5%","60.9%","39.0%","70.0%","22.0%","33.3%","50.0%","16.7%","16.7%","83.3%","0.0%","40.0%","87.1","16.0","0.0%","94.3","0.0%","12.2%","34.1%","18551"
"Mallex Smith","SEA","27","45","2","0","3","2",".133","4.3%","27.7%","6.3%","71.9%","21.9%","0.0%","4.3%","0.0%","5.4","34.1%","72.9%","52.8%","61.3%","80.6%","74.2%","48.3%","61.7%","13.6%","53.1%","28.1%","18.8%","15.6%","68.8%","15.6%","31.9%","83.7","2.1","0.0%","100.1","18.8%","14.8%","28.4%","13608"
"Christian Colon","CIN","31","23","3","0","2","1",".130","4.2%","12.5%","5.0%","55.0%","40.0%","12.5%","9.1%","0.0%","6.9","35.9%","62.8%","50.0%","100.0%","96.3%","97.6%","52.4%","83.3%","1.2%","75.0%","15.0%","10.0%","35.0%","45.0%","20.0%","16.7%","76.0","6.0","0.0%","103.3","15.0%","23.2%","24.4%","11145"
