"Name","Team","Age","AB","R","HR","RBI","SB","AVG","BB%","K%","LD%","GB%","FB%","IFFB%","IFH%","BUH%","Spd","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","EV","LA","Barrel%","maxEV","HardHit%","CStr%","CSW%","playerid"
"Hyun-Jin Ryu","LAD","32","51","3","1","3","0",".157","6.0%","34.3%","10.7%","64.3%","25.0%","0.0%","0.0%","0.0%","0.7","18.0%","48.9%","33.7%","69.6%","81.5%","78.4%","51.0%","68.7%","7.3%","32.5%","32.5%","35.0%","27.5%","47.5%","25.0%","41.8%","86.9","4.0","5.0%","107.5","15.0%","29.9%","37.2%","14444"
"Kaleb Cowart","LAA","27","25","1","0","1","1",".160","3.8%","26.9%","27.8%","33.3%","38.9%","14.3%","0.0%","0.0%","5.5","33.9%","76.9%","51.6%","57.9%","83.3%","73.5%","41.1%","61.5%","13.7%","33.3%","27.8%","38.9%","22.2%","50.0%","27.8%","30.8%","83.0","20.8","0.0%","99.8","11.1%","13.7%","27.4%","11494"
"Chris Owings","- - -","27","180","13","3","14","5",".139","7.1%","39.8%","14.9%","57.4%","27.7%","7.1%","5.2%","0.0%","5.3","33.5%","59.0%","44.6%","48.6%","80.5%","67.1%","43.7%","65.8%","14.7%","42.2%","31.4%","26.5%","14.7%","46.1%","39.2%","48.5%","86.9","8.5","6.9%","106.9","31.4%","20.6%","35.4%","10030"
"Chad Bettis","COL","30","5","0","0","0","0",".000","20.0%","20.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","23.1%","52.9%","40.0%","100.0%","77.8%","83.3%","56.7%","90.0%","6.7%","33.3%","33.3%","33.3%","50.0%","50.0%","0.0%","40.0%","75.2","-25.7","0.0%","88.7","0.0%","30.0%","36.7%","10587"
"Ronald Torreyes","MIN","26","16","3","0","1","1",".188","0.0%","17.6%","15.4%","38.5%","46.2%","16.7%","0.0%","0.0%","7.1","44.4%","68.2%","55.1%","66.7%","86.7%","77.8%","44.9%","82.4%","12.2%","38.5%","30.8%","30.8%","30.8%","61.5%","7.7%","17.6%","80.2","24.2","0.0%","94.9","0.0%","16.3%","28.6%","11400"
"Jack Flaherty","STL","23","54","4","0","4","1",".185","3.0%","25.8%","30.3%","42.4%","27.3%","0.0%","7.1%","14.3%","3.5","27.0%","53.7%","40.4%","48.5%","89.4%","75.8%","50.2%","65.2%","9.8%","23.4%","36.2%","40.4%","19.1%","57.4%","23.4%","28.8%","86.5","6.6","0.0%","107.0","19.1%","23.2%","32.9%","17479"
"Luke Maile","TOR","28","119","9","2","9","1",".151","6.2%","25.6%","24.4%","41.9%","33.7%","13.8%","2.8%","0.0%","4.8","30.3%","66.0%","45.7%","67.4%","86.6%","79.4%","43.1%","63.6%","9.4%","27.3%","37.5%","35.2%","23.9%","47.7%","28.4%","33.3%","84.7","13.2","3.4%","105.2","28.4%","17.6%","27.0%","13355"
"Juan Graterol","CIN","30","18","1","0","1","0",".222","0.0%","22.2%","21.4%","57.1%","21.4%","33.3%","0.0%","0.0%","1.1","48.3%","72.0%","59.3%","64.3%","88.9%","78.1%","46.3%","61.1%","13.0%","57.1%","28.6%","14.3%","28.6%","50.0%","21.4%","22.2%","82.1","8.6","0.0%","99.2","14.3%","18.5%","31.5%","5398"
"Alex Wood","CIN","28","9","0","0","0","0",".222","0.0%","41.7%","33.3%","33.3%","33.3%","0.0%","0.0%","0.0%","0.1","16.7%","47.6%","33.3%","100.0%","90.0%","92.3%","53.8%","83.3%","2.6%","0.0%","42.9%","57.1%","14.3%","71.4%","14.3%","41.7%","92.4","10.7","0.0%","97.1","14.3%","33.3%","35.9%","13781"
"Bryse Wilson","ATL","21","9","0","0","0","0",".222","0.0%","66.7%","33.3%","66.7%","0.0%","0.0%","0.0%","0.0%","0.1","25.0%","42.1%","34.3%","50.0%","75.0%","66.7%","54.3%","66.7%","11.4%","33.3%","66.7%","0.0%","33.3%","66.7%","0.0%","66.7%","89.9","-8.0","0.0%","99.3","33.3%","40.0%","51.4%","19990"
"Nick Williams","PHI","25","106","9","2","5","0",".151","3.6%","38.4%","28.6%","39.7%","31.7%","5.0%","4.0%","0.0%","1.9","40.7%","69.8%","53.0%","58.9%","84.3%","73.0%","42.2%","56.3%","14.3%","44.4%","30.2%","25.4%","20.6%","47.6%","31.7%","43.8%","86.7","10.9","6.3%","109.9","30.2%","15.4%","29.7%","14330"
"Rich Hill","LAD","39","18","0","0","1","0",".167","5.0%","45.0%","37.5%","62.5%","0.0%","0.0%","0.0%","0.0%","0.1","34.4%","54.8%","45.9%","72.7%","69.6%","70.6%","56.8%","80.0%","13.5%","0.0%","60.0%","40.0%","40.0%","40.0%","20.0%","50.0%","69.8","0.5","0.0%","87.3","0.0%","27.0%","40.5%","4806"
"Jeff Mathis","TEX","36","228","17","2","12","1",".158","6.1%","35.7%","21.6%","39.6%","38.8%","18.5%","5.5%","33.3%","2.7","37.5%","69.2%","51.8%","53.9%","76.7%","67.6%","45.0%","71.7%","16.8%","38.0%","37.3%","24.6%","23.2%","44.4%","32.4%","42.6%","86.1","16.9","0.7%","105.5","26.1%","15.5%","32.2%","3448"
"Trevor Bauer","- - -","28","19","1","0","0","0",".158","9.1%","54.5%","14.3%","85.7%","0.0%","0.0%","0.0%","0.0%","0.8","22.9%","45.0%","33.0%","18.2%","88.9%","62.1%","45.5%","72.7%","12.5%","12.5%","25.0%","62.5%","12.5%","75.0%","12.5%","63.6%","87.1","-12.7","0.0%","93.9","0.0%","33.0%","45.5%","12703"
"Corban Joseph","- - -","30","64","5","1","7","0",".156","4.4%","17.6%","15.1%","47.2%","37.7%","5.0%","0.0%","0.0%","1.6","30.8%","62.4%","46.1%","65.9%","96.2%","85.7%","48.4%","66.2%","6.6%","34.0%","39.6%","26.4%","13.2%","50.9%","35.8%","23.5%","87.3","9.2","1.9%","106.4","26.4%","20.9%","27.5%","5503"
"Tyler Saladino","MIL","29","65","7","2","8","2",".123","7.0%","36.6%","18.4%","52.6%","28.9%","9.1%","10.0%","0.0%","5.9","21.9%","60.6%","39.7%","41.2%","77.5%","66.7%","46.0%","60.6%","13.2%","64.1%","20.5%","15.4%","28.2%","30.8%","41.0%","46.5%","88.2","4.7","2.6%","109.4","41.0%","23.7%","36.9%","10807"
"Stephen Strasburg","WSN","30","72","4","1","10","0",".167","3.8%","31.3%","19.6%","67.4%","13.0%","0.0%","0.0%","0.0%","0.9","29.4%","60.7%","43.7%","63.5%","81.3%","74.8%","45.9%","66.3%","11.0%","21.2%","50.0%","28.8%","21.2%","53.8%","25.0%","36.3%","88.0","-3.8","1.9%","104.7","28.8%","20.2%","31.2%","10131"
"A.J. Reed","CHW","26","44","1","1","4","0",".136","8.2%","42.9%","12.5%","37.5%","50.0%","25.0%","0.0%","0.0%","0.1","34.5%","62.5%","46.4%","39.0%","81.8%","63.5%","42.5%","71.4%","16.9%","37.5%","33.3%","29.2%","20.8%","58.3%","20.8%","53.1%","88.3","20.5","8.3%","106.7","33.3%","16.4%","33.3%","16246"
"Max Moroff","CLE","26","32","3","1","4","1",".125","5.7%","45.7%","26.7%","26.7%","46.7%","28.6%","0.0%","0.0%","5.8","37.2%","63.9%","48.9%","37.9%","76.9%","60.3%","43.9%","54.3%","19.4%","41.2%","29.4%","29.4%","17.6%","52.9%","29.4%","54.3%","90.4","27.7","5.9%","106.8","35.3%","18.0%","37.4%","14556"
"Joe Musgrove","PIT","26","51","8","0","3","0",".157","3.3%","31.1%","26.7%","36.7%","36.7%","0.0%","0.0%","10.0%","5.1","45.7%","72.1%","57.6%","56.3%","74.2%","66.4%","45.0%","85.2%","19.4%","32.5%","37.5%","30.0%","20.0%","47.5%","32.5%","34.4%","86.8","11.4","2.5%","105.8","27.5%","15.2%","34.6%","12970"
"David Freitas","- - -","30","15","2","0","1","0",".067","20.0%","25.0%","9.1%","45.5%","45.5%","0.0%","0.0%","0.0%","2.0","23.6%","66.7%","39.8%","53.8%","86.4%","74.3%","37.5%","50.0%","10.2%","18.2%","45.5%","36.4%","18.2%","63.6%","18.2%","45.0%","85.5","5.5","0.0%","102.0","45.5%","15.9%","26.1%","10619"
"Ross Stripling","LAD","29","20","1","0","1","0",".150","8.3%","29.2%","0.0%","83.3%","16.7%","0.0%","10.0%","0.0%","0.8","26.3%","52.3%","40.2%","70.0%","69.6%","69.7%","53.7%","79.2%","12.2%","26.7%","60.0%","13.3%","40.0%","53.3%","6.7%","37.5%","79.5","-8.6","0.0%","93.1","0.0%","28.0%","40.2%","13273"
"Max Stassi","- - -","28","132","7","1","5","0",".136","8.2%","33.3%","21.2%","45.9%","32.9%","10.7%","5.1%","0.0%","0.8","27.9%","63.5%","45.4%","43.0%","81.6%","69.6%","49.2%","61.9%","13.8%","48.2%","32.9%","18.8%","17.6%","36.5%","45.9%","42.2%","89.3","12.3","3.5%","106.4","40.0%","18.7%","32.5%","10059"
"Adam Wainwright","STL","37","50","6","0","2","0",".160","3.4%","33.9%","25.8%","32.3%","41.9%","15.4%","10.0%","0.0%","2.6","43.6%","72.7%","57.4%","50.0%","77.8%","66.7%","47.4%","74.6%","19.0%","37.8%","43.2%","18.9%","21.6%","56.8%","21.6%","37.3%","87.9","14.5","0.0%","107.6","21.6%","16.2%","35.2%","2233"
"Jhoulys Chacin","- - -","31","24","2","1","1","0",".125","4.0%","40.0%","7.1%","42.9%","50.0%","28.6%","0.0%","0.0%","1.6","21.3%","58.2%","38.8%","61.5%","78.1%","73.3%","47.4%","64.0%","10.3%","42.9%","28.6%","28.6%","28.6%","42.9%","28.6%","48.0%","88.2","22.1","0.0%","107.4","28.6%","25.0%","35.3%","2608"
"Tanner Roark","- - -","32","33","2","1","2","0",".152","0.0%","38.2%","25.0%","45.0%","30.0%","0.0%","11.1%","0.0%","1.1","43.1%","68.6%","54.3%","46.4%","82.9%","66.7%","44.0%","67.6%","18.1%","47.6%","28.6%","23.8%","14.3%","57.1%","28.6%","41.2%","85.3","7.4","4.8%","100.6","14.3%","18.1%","36.2%","8753"
"Daniel Palka","CHW","27","84","4","2","4","0",".107","8.6%","37.6%","14.3%","46.9%","38.8%","26.3%","0.0%","0.0%","1.1","40.3%","71.7%","52.2%","54.2%","76.0%","65.5%","37.9%","64.5%","18.0%","40.8%","40.8%","18.4%","28.6%","51.0%","20.4%","48.4%","87.4","15.0","6.1%","115.2","34.7%","13.3%","31.3%","14897"
"Alen Hanson","TOR","26","43","5","0","4","1",".163","6.3%","35.4%","16.7%","50.0%","33.3%","12.5%","8.3%","0.0%","5.6","37.9%","82.4%","60.7%","36.4%","85.3%","70.4%","51.1%","81.3%","18.0%","51.9%","29.6%","18.5%","22.2%","55.6%","22.2%","41.7%","82.0","8.2","0.0%","99.5","22.2%","9.0%","27.0%","12926"
"Jesus Tinoco","COL","24","5","1","0","0","0",".200","0.0%","66.7%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","2.6","25.0%","78.9%","63.0%","50.0%","73.3%","70.6%","70.4%","83.3%","18.5%","0.0%","0.0%","100.0%","0.0%","100.0%","0.0%","66.7%","106.0","-17.0","0.0%","106.0","50.0%","14.8%","33.3%","16300"
"Nick Margevicius","SDP","23","15","1","0","0","0",".200","0.0%","41.2%","25.0%","62.5%","12.5%","100.0%","0.0%","0.0%","1.6","26.3%","50.0%","37.5%","50.0%","82.4%","70.4%","47.2%","58.8%","11.1%","40.0%","20.0%","40.0%","20.0%","50.0%","30.0%","41.2%","86.7","-1.6","0.0%","103.3","20.0%","27.8%","38.9%","20395"
"Ian Miller","MIN","27","17","2","0","1","0",".176","0.0%","17.6%","35.7%","42.9%","21.4%","0.0%","0.0%","0.0%","2.6","37.2%","80.6%","55.4%","62.5%","80.0%","73.2%","41.9%","88.2%","14.9%","35.7%","21.4%","42.9%","14.3%","50.0%","35.7%","17.6%","87.4","11.5","0.0%","99.0","28.6%","12.2%","27.0%","15156"
"Wilkin Castillo","MIA","35","7","0","0","2","0",".143","0.0%","42.9%","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.1","62.5%","77.8%","70.6%","60.0%","71.4%","66.7%","52.9%","85.7%","23.5%","75.0%","25.0%","0.0%","0.0%","75.0%","25.0%","42.9%","88.4","39.0","0.0%","97.5","25.0%","17.6%","41.2%","5124"
"Trevor Williams","PIT","27","36","2","0","4","0",".167","4.5%","38.6%","25.0%","75.0%","0.0%","0.0%","0.0%","11.1%","1.1","18.4%","50.0%","33.7%","56.3%","82.9%","75.4%","48.5%","75.0%","8.3%","20.0%","40.0%","40.0%","32.0%","60.0%","8.0%","43.2%","84.4","-0.9","0.0%","95.1","4.0%","26.0%","34.3%","16977"
"Skye Bolt","OAK","25","10","1","0","0","0",".100","9.1%","27.3%","28.6%","28.6%","42.9%","33.3%","0.0%","0.0%","2.6","28.6%","64.3%","40.5%","87.5%","66.7%","76.5%","33.3%","63.6%","9.5%","28.6%","28.6%","42.9%","14.3%","42.9%","42.9%","36.4%","85.0","21.0","14.3%","104.4","14.3%","26.2%","35.7%","17723"
"Brad Keller","KCR","23","8","0","0","1","0",".125","10.0%","50.0%","33.3%","66.7%","0.0%","0.0%","0.0%","0.0%","0.1","26.7%","47.1%","37.5%","75.0%","87.5%","83.3%","53.1%","70.0%","6.3%","0.0%","75.0%","25.0%","25.0%","75.0%","0.0%","60.0%","81.8","-17.3","0.0%","90.0","0.0%","31.3%","37.5%","15734"
"Nick Kingham","- - -","27","6","0","0","0","0",".000","25.0%","50.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","23.5%","43.8%","33.3%","75.0%","57.1%","63.6%","48.5%","62.5%","12.1%","0.0%","50.0%","50.0%","50.0%","50.0%","0.0%","75.0%","72.6","-11.5","0.0%","84.4","0.0%","30.3%","42.4%","11694"
"Drew Jackson","BAL","25","3","0","0","0","0",".000","25.0%","25.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","18.2%","83.3%","41.2%","50.0%","40.0%","42.9%","35.3%","50.0%","23.5%","100.0%","0.0%","0.0%","50.0%","50.0%","0.0%","50.0%","75.4","-31.0","0.0%","82.9","0.0%","5.9%","29.4%","17807"
"Sonny Gray","CIN","29","46","3","0","3","0",".152","3.3%","31.7%","3.8%","92.3%","3.8%","0.0%","8.3%","0.0%","4.1","30.4%","61.3%","46.2%","45.2%","89.2%","75.0%","51.0%","68.3%","11.5%","17.9%","35.9%","46.2%","20.5%","48.7%","30.8%","35.0%","84.8","-12.4","0.0%","101.5","12.8%","20.2%","31.7%","12768"
"Pablo Lopez","MIA","23","35","1","0","3","0",".171","0.0%","52.8%","14.3%","57.1%","28.6%","0.0%","12.5%","0.0%","0.6","56.3%","50.0%","53.3%","37.5%","53.1%","44.4%","47.4%","77.8%","29.6%","11.8%","58.8%","29.4%","23.5%","52.9%","23.5%","52.8%","88.8","11.1","5.9%","105.3","23.5%","16.3%","45.9%","17085"
"Erik Kratz","- - -","39","49","1","1","3","0",".102","3.8%","26.4%","11.4%","42.9%","45.7%","25.0%","6.7%","0.0%","0.1","38.6%","67.8%","52.1%","69.2%","78.0%","74.5%","46.3%","67.9%","13.3%","45.7%","28.6%","25.7%","25.7%","45.7%","28.6%","32.1%","85.7","21.1","0.0%","108.7","28.6%","17.6%","30.9%","4403"
"Aaron Nola","PHI","26","59","6","0","2","0",".119","8.6%","50.0%","21.7%","60.9%","17.4%","0.0%","7.1%","0.0%","2.4","10.7%","35.0%","22.4%","62.5%","91.7%","84.4%","47.9%","57.1%","3.5%","24.1%","41.4%","34.5%","27.6%","41.4%","31.0%","58.6%","86.7","1.9","0.0%","100.7","20.7%","38.8%","42.3%","16149"
"Patrick Wisdom","TEX","27","26","1","0","1","0",".154","3.6%","53.6%","45.5%","9.1%","45.5%","0.0%","100.0%","0.0%","0.8","37.9%","66.7%","52.5%","45.5%","90.0%","74.2%","50.8%","57.1%","13.6%","41.7%","41.7%","16.7%","0.0%","50.0%","50.0%","57.1%","94.3","21.8","0.0%","102.0","50.0%","16.9%","30.5%","13602"
"Franklin Barreto","OAK","23","57","6","2","5","1",".123","1.7%","39.7%","6.1%","57.6%","36.4%","8.3%","5.3%","0.0%","6.1","40.6%","56.4%","46.8%","46.6%","73.6%","59.5%","39.7%","65.5%","19.0%","47.1%","32.4%","20.6%","11.8%","61.8%","26.5%","44.8%","89.0","6.5","11.8%","109.9","35.3%","19.8%","38.8%","15519"
"Kyle Hendricks","CHC","29","54","1","0","5","0",".148","3.1%","45.3%","22.7%","54.5%","22.7%","0.0%","0.0%","0.0%","0.1","34.0%","48.6%","41.5%","44.4%","79.6%","65.6%","51.2%","78.1%","14.3%","34.4%","40.6%","25.0%","31.3%","59.4%","9.4%","48.4%","86.0","5.5","0.0%","104.4","18.8%","25.3%","39.6%","12049"
"Jake Fraley","SEA","24","40","3","0","1","0",".150","0.0%","34.1%","11.5%","30.8%","57.7%","26.7%","0.0%","0.0%","2.6","31.2%","78.9%","51.8%","62.1%","83.9%","76.5%","43.3%","70.7%","12.2%","42.3%","34.6%","23.1%","26.9%","57.7%","15.4%","34.1%","83.4","31.3","3.8%","106.1","15.4%","11.6%","23.8%","19260"
"Cedric Mullins II","BAL","24","64","7","0","4","1",".094","5.4%","18.9%","7.8%","52.9%","39.2%","25.0%","3.7%","0.0%","7.9","33.9%","62.0%","45.4%","64.4%","85.3%","76.1%","41.0%","66.2%","10.8%","43.4%","37.7%","18.9%","34.0%","49.1%","17.0%","24.3%","84.2","14.9","1.9%","110.3","17.0%","16.9%","27.8%","17929"
"Max Scherzer","WSN","34","55","6","0","2","2",".182","0.0%","44.3%","29.2%","66.7%","4.2%","0.0%","0.0%","10.0%","6.3","33.6%","60.7%","46.8%","39.5%","81.5%","66.0%","48.6%","72.1%","15.9%","38.2%","20.6%","41.2%","26.5%","47.1%","26.5%","44.3%","87.2","-7.5","0.0%","101.6","20.6%","22.7%","38.6%","3137"
"Zach Davies","MIL","26","52","3","0","3","0",".154","1.8%","45.5%","34.8%","39.1%","26.1%","33.3%","0.0%","33.3%","1.6","30.6%","42.9%","36.8%","64.7%","79.2%","73.2%","50.2%","61.8%","9.8%","24.1%","34.5%","41.4%","13.8%","58.6%","27.6%","47.3%","82.6","15.4","0.0%","97.9","6.9%","29.3%","39.1%","13183"
"Ryan Flaherty","CLE","32","21","4","0","1","0",".143","0.0%","31.8%","21.4%","57.1%","21.4%","66.7%","0.0%","0.0%","2.6","39.3%","60.0%","47.3%","63.6%","85.7%","74.4%","38.5%","68.2%","12.1%","60.0%","33.3%","6.7%","13.3%","40.0%","46.7%","31.8%","96.1","8.1","6.7%","106.2","46.7%","16.5%","28.6%","7888"
"Logan Webb","SFG","22","9","0","0","0","0",".111","9.1%","18.2%","40.0%","60.0%","0.0%","0.0%","0.0%","0.0%","0.1","29.4%","68.4%","50.0%","80.0%","84.6%","83.3%","52.8%","63.6%","8.3%","37.5%","12.5%","50.0%","25.0%","62.5%","12.5%","27.3%","86.6","-5.4","0.0%","100.2","25.0%","11.1%","19.4%","17995"
"Cole Hamels","CHC","35","42","1","0","4","0",".143","2.2%","32.6%","21.4%","50.0%","28.6%","12.5%","7.1%","0.0%","0.4","31.6%","68.6%","50.9%","52.0%","78.0%","70.2%","52.1%","69.6%","15.2%","44.8%","34.5%","20.7%","20.7%","48.3%","31.0%","34.8%","84.6","4.0","0.0%","103.9","20.7%","16.4%","31.5%","4972"
"Jake Arrieta","PHI","33","45","2","0","4","0",".156","2.0%","38.0%","30.4%","39.1%","30.4%","28.6%","11.1%","0.0%","1.1","31.7%","54.1%","41.9%","37.5%","80.4%","62.8%","45.7%","60.0%","15.6%","53.3%","23.3%","23.3%","16.7%","53.3%","30.0%","40.0%","87.0","20.7","0.0%","107.8","26.7%","26.3%","41.9%","4153"
"Eric Haase","CLE","26","16","1","1","3","0",".063","5.9%","47.1%","0.0%","50.0%","50.0%","0.0%","0.0%","0.0%","0.1","31.4%","75.8%","52.9%","36.4%","64.0%","55.6%","48.5%","47.1%","23.5%","37.5%","37.5%","25.0%","0.0%","62.5%","37.5%","58.8%","87.3","9.9","12.5%","112.3","37.5%","16.2%","39.7%","14111"
"Michael Wacha","STL","27","36","3","0","3","0",".167","0.0%","53.8%","14.3%","64.3%","21.4%","100.0%","11.1%","0.0%","2.6","20.0%","41.2%","32.0%","46.2%","80.0%","70.8%","56.7%","64.1%","9.3%","44.4%","27.8%","27.8%","27.8%","44.4%","27.8%","53.8%","81.9","6.6","0.0%","99.5","16.7%","36.7%","46.0%","14078"
"Isaac Galloway","MIA","29","54","6","0","1","2",".167","0.0%","31.5%","18.9%","40.5%","40.5%","20.0%","13.3%","0.0%","6.6","32.3%","76.3%","53.6%","50.0%","74.6%","67.0%","48.4%","57.4%","17.7%","48.6%","35.1%","16.2%","27.0%","45.9%","27.0%","31.5%","85.6","15.2","5.4%","107.2","27.0%","15.6%","33.3%","5238"
"Dereck Rodriguez","SFG","27","29","1","0","0","0",".172","0.0%","58.6%","16.7%","50.0%","33.3%","0.0%","0.0%","0.0%","0.8","51.0%","67.4%","58.5%","42.3%","79.3%","61.8%","45.7%","89.7%","22.3%","16.7%","25.0%","58.3%","16.7%","66.7%","16.7%","58.6%","85.4","12.8","0.0%","99.8","25.0%","21.3%","43.6%","14509"
"Zack Cozart","LAA","33","97","4","0","7","0",".124","4.7%","15.0%","21.4%","31.0%","47.6%","25.0%","3.8%","0.0%","1.0","21.9%","62.6%","42.8%","59.5%","92.9%","84.6%","51.4%","55.1%","6.6%","51.2%","32.1%","16.7%","23.8%","45.2%","31.0%","19.6%","85.9","21.5","1.2%","104.2","21.4%","21.5%","28.1%","2616"
"Anthony Bemboom","- - -","29","54","2","1","4","0",".130","1.8%","37.5%","12.5%","37.5%","50.0%","25.0%","0.0%","0.0%","0.4","36.4%","64.1%","48.0%","63.8%","78.0%","71.7%","41.6%","57.1%","13.6%","35.3%","35.3%","29.4%","23.5%","52.9%","23.5%","41.1%","83.7","22.6","2.9%","107.0","20.6%","18.1%","31.7%","13854"
"Kyle Freeland","COL","26","23","1","0","0","0",".087","9.7%","48.4%","16.7%","83.3%","0.0%","0.0%","0.0%","14.3%","0.8","25.8%","51.9%","37.9%","37.5%","71.4%","59.1%","46.6%","67.7%","15.5%","38.5%","46.2%","15.4%","30.8%","53.8%","15.4%","58.1%","93.6","-11.7","0.0%","102.3","30.8%","25.0%","40.5%","16256"
"Zach Eflin","PHI","25","50","3","0","2","0",".160","0.0%","51.9%","25.0%","35.0%","40.0%","12.5%","0.0%","20.0%","1.9","37.8%","70.4%","55.6%","35.5%","60.9%","53.0%","54.4%","75.0%","26.1%","24.0%","36.0%","40.0%","20.0%","60.0%","20.0%","51.9%","81.9","15.2","0.0%","103.2","16.0%","21.1%","47.2%","13774"
"Chris Archer","PIT","30","35","1","0","2","0",".114","7.3%","46.3%","20.0%","66.7%","13.3%","50.0%","10.0%","0.0%","0.4","27.3%","50.0%","38.6%","52.4%","65.8%","61.0%","49.7%","70.7%","15.0%","21.1%","31.6%","47.4%","57.9%","31.6%","10.5%","53.7%","83.0","-0.9","0.0%","103.6","5.3%","24.8%","39.9%","6345"
"Mike Montgomery","- - -","29","6","0","0","0","0",".167","0.0%","50.0%","33.3%","0.0%","66.7%","0.0%","0.0%","0.0%","0.1","28.6%","83.3%","63.2%","50.0%","70.0%","66.7%","63.2%","50.0%","21.1%","33.3%","33.3%","33.3%","33.3%","66.7%","0.0%","50.0%","84.2","36.0","0.0%","87.8","0.0%","15.8%","36.8%","4869"
"Daniel Norris","DET","26","6","1","0","0","0",".167","0.0%","50.0%","0.0%","66.7%","33.3%","0.0%","50.0%","0.0%","2.6","23.1%","62.5%","44.8%","0.0%","90.0%","69.2%","55.2%","66.7%","13.8%","0.0%","33.3%","66.7%","33.3%","66.7%","0.0%","50.0%","87.0","2.0","0.0%","90.3","0.0%","17.2%","31.0%","13475"
"Kean Wong","- - -","24","18","2","0","0","0",".167","0.0%","33.3%","18.2%","63.6%","18.2%","0.0%","14.3%","100.0%","4.6","35.2%","66.7%","46.4%","78.9%","80.0%","79.5%","35.7%","50.0%","9.5%","58.3%","8.3%","33.3%","16.7%","41.7%","41.7%","33.3%","83.9","6.8","0.0%","102.5","25.0%","16.7%","26.2%","15994"
"Nick Ciuffo","TBR","24","6","0","0","0","0",".167","0.0%","50.0%","50.0%","0.0%","50.0%","0.0%","0.0%","100.0%","0.1","46.7%","42.9%","45.5%","42.9%","66.7%","50.0%","31.8%","66.7%","22.7%","33.3%","66.7%","0.0%","0.0%","33.3%","66.7%","50.0%","88.1","29.5","0.0%","99.6","33.3%","22.7%","45.5%","16291"
"Noah Syndergaard","NYM","26","65","6","2","2","0",".092","4.3%","68.1%","17.6%","35.3%","47.1%","12.5%","0.0%","0.0%","2.6","42.1%","71.3%","55.0%","24.6%","61.0%","45.5%","44.2%","72.5%","30.0%","26.3%","57.9%","15.8%","31.6%","36.8%","31.6%","75.4%","88.2","21.6","15.8%","108.4","42.1%","13.8%","43.8%","11762"
"Luke Weaver","ARI","25","19","2","1","4","0",".105","0.0%","52.4%","14.3%","14.3%","71.4%","0.0%","0.0%","0.0%","2.6","44.8%","62.8%","55.6%","30.8%","74.1%","60.0%","59.7%","85.7%","22.2%","0.0%","60.0%","40.0%","20.0%","50.0%","30.0%","57.1%","91.2","25.6","0.0%","99.7","40.0%","22.2%","44.4%","16918"
"Socrates Brito","TOR","26","39","5","0","2","0",".077","9.3%","39.5%","9.1%","63.6%","27.3%","0.0%","7.1%","0.0%","5.1","38.9%","65.7%","50.3%","37.8%","78.3%","60.2%","42.4%","65.1%","20.0%","45.5%","36.4%","18.2%","22.7%","50.0%","27.3%","48.8%","88.0","-2.1","4.5%","106.3","40.9%","17.6%","37.6%","12944"
"Dallas Keuchel","ATL","31","38","0","0","2","0",".132","2.4%","68.3%","10.0%","80.0%","10.0%","0.0%","0.0%","0.0%","0.1","32.1%","52.7%","43.2%","36.0%","60.4%","52.1%","53.8%","68.3%","20.7%","8.3%","66.7%","25.0%","33.3%","50.0%","16.7%","70.7%","84.2","-11.2","0.0%","98.1","25.0%","24.9%","45.6%","9434"
"Wade Miley","HOU","32","4","1","0","0","0",".000","16.7%","16.7%","0.0%","66.7%","33.3%","0.0%","0.0%","0.0%","2.6","25.0%","46.2%","36.0%","66.7%","83.3%","77.8%","52.0%","16.7%","8.0%","0.0%","50.0%","50.0%","0.0%","100.0%","0.0%","33.3%","87.8","1.0","0.0%","93.8","0.0%","16.0%","24.0%","8779"
"Jarrett Parker","LAA","30","12","1","0","0","0",".000","20.0%","53.3%","0.0%","50.0%","50.0%","0.0%","0.0%","0.0%","1.6","10.7%","79.1%","52.1%","66.7%","55.9%","56.8%","60.6%","60.0%","22.5%","25.0%","25.0%","50.0%","0.0%","25.0%","75.0%","73.3%","93.0","25.3","0.0%","103.7","50.0%","8.5%","31.0%","11624"
"Jose Berrios","MIN","25","4","1","0","0","0",".000","20.0%","80.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","2.6","0.0%","53.8%","33.3%","","42.9%","42.9%","61.9%","100.0%","19.0%","","","","","","","100.0%","","","","","","38.1%","57.1%","14168"
"Tyler Beede","SFG","26","38","2","0","1","0",".105","7.0%","53.5%","13.3%","66.7%","20.0%","33.3%","0.0%","0.0%","1.3","21.6%","59.2%","39.0%","31.6%","68.9%","57.8%","46.3%","74.4%","16.5%","41.2%","35.3%","23.5%","23.5%","64.7%","11.8%","60.5%","81.7","6.1","0.0%","98.9","5.9%","25.6%","42.1%","16981"
