"Name","Team","Age","AB","R","HR","RBI","SB","AVG","BB%","K%","LD%","GB%","FB%","IFFB%","IFH%","BUH%","Spd","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","EV","LA","Barrel%","maxEV","HardHit%","CStr%","CSW%","playerid"
"Kevin Cron","ARI","26","71","12","6","16","0",".211","5.1%","35.9%","29.5%","34.1%","36.4%","12.5%","0.0%","0.0%","3.5","46.3%","72.7%","56.6%","48.9%","73.9%","61.4%","38.9%","69.2%","21.9%","45.5%","25.0%","29.5%","15.9%","38.6%","45.5%","48.7%","89.9","14.1","20.5%","113.8","50.0%","12.2%","34.1%","16211"
"Anthony Santander","BAL","24","380","46","20","59","1",".261","4.7%","21.2%","17.6%","39.2%","43.2%","12.5%","6.9%","0.0%","2.2","40.2%","69.9%","51.8%","73.6%","88.1%","81.3%","39.1%","58.5%","9.7%","46.0%","30.2%","23.8%","19.1%","43.0%","37.9%","30.9%","89.9","15.3","7.4%","112.9","36.6%","15.6%","25.3%","14551"
"Oscar Mercado","CLE","24","438","70","15","54","15",".269","5.8%","17.4%","21.5%","39.9%","38.5%","9.6%","6.4%","8.3%","6.3","31.1%","77.7%","50.7%","55.4%","89.8%","77.7%","42.2%","61.2%","11.3%","40.8%","35.3%","23.8%","16.4%","43.8%","39.7%","26.3%","88.1","14.9","3.0%","109.5","34.0%","11.6%","23.0%","16375"
"Austin Slater","SFG","26","168","20","5","21","1",".238","11.5%","30.7%","24.8%","52.3%","22.9%","0.0%","14.0%","0.0%","5.1","24.7%","65.7%","42.1%","51.8%","79.0%","69.8%","42.5%","55.2%","12.7%","33.0%","39.4%","27.5%","23.9%","31.2%","45.0%","44.8%","88.7","3.4","10.1%","109.1","48.6%","20.2%","32.9%","16153"
"LaMonte Wade Jr.","MIN","25","56","10","2","5","0",".196","15.9%","13.0%","21.3%","44.7%","34.0%","18.8%","4.8%","0.0%","5.0","17.5%","58.8%","35.8%","60.0%","92.5%","83.7%","44.4%","53.6%","5.8%","40.4%","34.0%","25.5%","14.9%","46.8%","38.3%","31.9%","88.7","11.6","4.3%","106.6","40.4%","21.4%","27.2%","18126"
"Adam Frazier","PIT","27","554","80","10","50","5",".278","6.6%","12.3%","25.9%","41.1%","33.1%","5.1%","5.6%","33.3%","4.8","30.9%","70.4%","48.0%","77.0%","90.9%","85.8%","43.2%","55.6%","6.8%","38.4%","32.9%","28.7%","18.4%","51.7%","30.0%","20.6%","87.2","13.0","1.9%","106.1","28.1%","16.3%","23.1%","15223"
"Hunter Renfroe","SDP","27","440","64","33","64","5",".216","9.3%","31.2%","15.8%","36.3%","47.9%","11.4%","4.7%","0.0%","4.2","31.9%","66.7%","45.9%","57.4%","81.3%","71.4%","40.3%","62.3%","13.1%","55.8%","31.2%","13.0%","15.4%","37.7%","46.9%","47.2%","89.9","19.1","11.3%","114.1","39.4%","17.8%","31.0%","15464"
"Jose Osuna","PIT","26","261","41","10","36","0",".264","6.3%","16.8%","20.7%","47.5%","31.8%","7.2%","5.8%","0.0%","2.0","34.3%","75.3%","51.1%","70.6%","85.5%","79.6%","40.8%","66.0%","10.4%","37.8%","34.6%","27.6%","18.9%","47.0%","34.1%","26.7%","89.2","9.8","5.0%","110.2","36.7%","14.7%","25.2%","12937"
"Neil Walker","MIA","33","337","37","8","38","3",".261","11.0%","20.2%","27.2%","41.8%","31.0%","4.9%","2.8%","0.0%","3.5","31.9%","70.4%","46.5%","61.6%","85.3%","75.2%","37.9%","60.4%","11.5%","39.1%","36.0%","24.9%","16.1%","46.4%","37.5%","33.3%","86.2","11.4","5.7%","106.2","31.0%","16.0%","27.5%","7539"
"Peter Lambert","COL","22","28","3","0","2","0",".321","8.8%","29.4%","33.3%","60.0%","6.7%","0.0%","0.0%","0.0%","1.1","32.8%","55.2%","43.2%","63.6%","75.0%","70.4%","46.4%","73.5%","12.8%","14.3%","38.1%","47.6%","28.6%","47.6%","23.8%","38.2%","80.9","4.1","0.0%","97.0","4.8%","23.2%","36.0%","17969"
"Brandon Belt","SFG","31","526","76","17","57","4",".234","13.5%","20.6%","23.0%","28.3%","48.7%","7.8%","0.0%","100.0%","3.6","26.8%","75.0%","46.0%","66.7%","86.8%","79.8%","39.9%","58.3%","9.3%","41.4%","32.8%","25.8%","13.6%","45.4%","40.9%","36.9%","87.3","22.4","7.9%","106.6","35.7%","13.4%","22.7%","10264"
"Sean Rodriguez","PHI","34","112","24","4","12","1",".223","13.7%","29.5%","22.5%","42.3%","35.2%","16.0%","0.0%","0.0%","3.7","25.8%","71.7%","43.7%","49.5%","78.8%","68.2%","38.9%","62.6%","13.9%","44.7%","28.9%","26.3%","22.4%","36.8%","40.8%","46.0%","88.3","13.5","5.3%","111.9","36.8%","14.6%","28.4%","6589"
"Alex Gordon","KCR","35","556","77","13","76","5",".266","8.1%","15.8%","23.1%","46.2%","30.7%","3.5%","5.7%","25.0%","3.2","30.1%","72.5%","47.9%","65.5%","88.8%","80.4%","42.1%","59.4%","9.4%","40.6%","34.8%","24.6%","14.5%","46.7%","38.9%","25.9%","88.7","9.3","5.4%","110.6","38.4%","14.1%","23.5%","5209"
"Chance Sisco","BAL","24","167","29","8","20","0",".210","11.1%","30.8%","20.0%","38.1%","41.9%","2.3%","5.0%","0.0%","2.6","24.4%","70.2%","43.1%","58.5%","79.6%","72.6%","40.9%","58.6%","11.8%","45.3%","34.9%","19.8%","13.2%","45.3%","41.5%","46.0%","89.5","16.4","10.4%","107.4","39.6%","16.2%","28.0%","15694"
"Greg Garcia","SDP","29","311","52","4","31","0",".248","14.2%","22.3%","21.8%","55.1%","23.1%","5.8%","7.3%","66.7%","4.2","18.5%","53.5%","33.8%","69.7%","94.1%","86.6%","43.8%","57.0%","4.5%","27.3%","38.1%","34.6%","20.3%","47.2%","32.5%","37.6%","85.8","4.2","2.2%","108.3","26.8%","25.0%","29.6%","10951"
"Miguel Cabrera","DET","36","493","41","12","59","0",".282","8.7%","19.7%","24.4%","43.8%","31.8%","8.1%","4.7%","0.0%","0.6","36.8%","68.8%","49.5%","65.9%","87.9%","78.1%","39.8%","62.7%","10.9%","31.3%","37.7%","31.0%","12.1%","43.8%","44.1%","30.6%","90.3","12.3","5.4%","111.4","44.4%","15.1%","26.0%","1744"
"Hanser Alberto","BAL","26","524","62","12","51","4",".305","2.9%","9.1%","20.8%","46.8%","32.5%","6.0%","8.3%","50.0%","3.2","47.6%","73.7%","58.3%","78.7%","93.6%","86.5%","41.1%","66.2%","7.9%","43.5%","34.4%","22.1%","17.5%","57.9%","24.6%","14.2%","84.4","11.7","2.3%","103.6","18.5%","12.9%","20.8%","11902"
"Ryan McBroom","KCR","27","75","8","0","6","0",".293","8.4%","30.1%","26.0%","50.0%","24.0%","8.3%","8.0%","0.0%","1.2","26.6%","62.3%","42.3%","70.6%","78.7%","75.9%","44.0%","69.9%","10.2%","30.0%","32.0%","38.0%","26.0%","40.0%","34.0%","38.6%","84.9","7.3","10.0%","112.5","36.0%","21.9%","32.1%","16524"
"Amed Rosario","NYM","23","616","75","15","72","19",".287","4.7%","18.9%","22.4%","48.3%","29.3%","7.6%","7.5%","0.0%","5.6","38.1%","71.8%","51.7%","64.0%","88.2%","77.6%","40.3%","62.3%","11.6%","30.4%","43.7%","26.0%","14.5%","52.1%","33.4%","26.0%","89.4","8.8","4.0%","110.3","39.2%","15.5%","27.1%","15518"
"Ender Inciarte","ATL","28","199","30","5","24","7",".246","11.3%","17.8%","23.9%","48.4%","27.7%","9.3%","4.0%","50.0%","6.5","31.3%","70.0%","49.0%","73.2%","87.2%","82.4%","45.8%","54.3%","8.6%","41.5%","31.4%","27.0%","22.6%","44.7%","32.7%","31.3%","83.0","9.6","1.3%","103.3","17.6%","15.0%","23.6%","4922"
"Brendan McKay","TBR","23","10","2","1","1","0",".200","9.1%","18.2%","12.5%","62.5%","25.0%","0.0%","0.0%","0.0%","2.6","10.5%","63.6%","39.0%","50.0%","85.7%","81.3%","53.7%","63.6%","7.3%","75.0%","12.5%","12.5%","12.5%","50.0%","37.5%","36.4%","87.4","-5.6","12.5%","108.0","37.5%","24.4%","31.7%","20186"
"Jay Bruce","- - -","32","310","43","26","59","1",".216","5.7%","24.6%","17.3%","28.6%","54.1%","6.4%","7.6%","0.0%","2.4","39.6%","81.0%","56.3%","54.8%","82.8%","71.1%","40.3%","62.8%","16.3%","44.2%","28.1%","27.7%","17.7%","39.0%","43.3%","38.1%","90.2","21.6","12.6%","109.2","42.0%","9.3%","25.6%","9892"
"Logan Allen","- - -","22","4","1","0","0","0",".250","0.0%","0.0%","25.0%","75.0%","0.0%","0.0%","0.0%","0.0%","2.6","16.7%","66.7%","46.7%","100.0%","100.0%","100.0%","60.0%","60.0%","0.0%","50.0%","25.0%","25.0%","0.0%","75.0%","25.0%","0.0%","82.2","-15.8","0.0%","96.0","25.0%","20.0%","20.0%","18555"
"David Fletcher","LAA","25","596","83","6","49","8",".290","8.4%","9.8%","26.4%","44.0%","29.6%","7.6%","9.0%","50.0%","4.4","25.3%","48.7%","36.2%","82.6%","96.1%","91.1%","46.5%","55.6%","3.2%","44.8%","32.2%","23.0%","17.6%","50.2%","32.2%","19.1%","83.8","9.7","0.2%","104.5","16.9%","27.3%","30.5%","17992"
"Tim Lopes","SEA","25","111","11","1","12","6",".270","11.7%","22.7%","19.3%","48.2%","32.5%","7.4%","22.5%","0.0%","3.7","33.2%","61.8%","46.4%","62.0%","84.4%","75.7%","46.2%","73.4%","11.3%","38.6%","26.5%","34.9%","20.5%","60.2%","19.3%","35.2%","85.0","8.7","3.6%","103.7","24.1%","19.0%","30.3%","14137"
"Matt Strahm","SDP","27","21","1","0","1","0",".286","7.4%","44.4%","55.6%","33.3%","11.1%","0.0%","0.0%","0.0%","0.3","20.8%","54.9%","38.4%","40.0%","75.0%","65.8%","51.5%","74.1%","13.1%","7.7%","38.5%","53.8%","7.7%","53.8%","38.5%","51.9%","94.4","8.7","0.0%","102.3","46.2%","21.2%","34.3%","13799"
"Terrance Gore","KCR","28","51","13","0","1","13",".275","10.3%","31.0%","25.0%","50.0%","25.0%","14.3%","7.1%","100.0%","9.1","25.6%","59.6%","41.0%","40.6%","87.1%","71.3%","45.4%","60.3%","11.6%","34.4%","34.4%","31.3%","34.4%","53.1%","12.5%","41.4%","83.5","6.4","0.0%","99.3","12.1%","22.3%","33.9%","13658"
"Dansby Swanson","ATL","25","483","77","17","65","10",".251","9.4%","22.8%","25.8%","37.1%","37.1%","7.4%","9.6%","0.0%","5.3","27.9%","70.4%","45.8%","59.2%","82.5%","74.3%","42.2%","56.3%","11.8%","41.6%","32.1%","26.3%","12.3%","45.2%","42.5%","35.2%","89.9","14.4","7.7%","108.4","41.6%","16.3%","28.1%","18314"
"Francisco Mejia","SDP","23","226","27","8","22","1",".265","5.3%","23.0%","19.5%","36.1%","44.4%","18.7%","9.8%","100.0%","3.7","47.9%","70.6%","56.4%","71.4%","82.1%","76.4%","37.7%","65.2%","13.3%","50.3%","28.7%","21.1%","21.6%","42.1%","36.3%","31.6%","88.4","19.7","3.5%","109.6","29.8%","12.6%","25.9%","16403"
"Victor Robles","WSN","22","546","86","17","65","28",".255","5.7%","22.7%","23.0%","40.3%","36.7%","15.3%","11.4%","36.0%","6.6","31.9%","71.4%","48.9%","63.9%","86.9%","78.3%","43.0%","62.1%","10.6%","45.1%","31.7%","23.3%","24.5%","50.6%","24.9%","31.1%","83.3","16.7","4.6%","110.5","23.0%","14.5%","25.1%","18363"
"Wil Myers","SDP","28","435","58","18","53","16",".239","10.4%","34.3%","21.8%","43.1%","35.1%","13.0%","8.8%","57.1%","4.8","28.7%","64.7%","43.8%","54.6%","77.6%","68.9%","42.0%","63.9%","13.6%","46.5%","32.0%","21.6%","17.5%","35.3%","47.2%","48.4%","90.2","12.2","10.4%","111.5","41.3%","17.3%","30.9%","10047"
"Josh VanMeter","CIN","24","228","33","8","23","9",".237","11.2%","21.5%","22.7%","36.0%","41.3%","11.3%","1.6%","0.0%","5.5","25.0%","58.6%","39.7%","66.2%","86.1%","79.0%","43.6%","57.7%","8.3%","45.1%","34.7%","20.2%","12.1%","40.5%","47.4%","35.8%","90.1","15.6","3.5%","106.9","37.0%","22.0%","30.3%","15170"
"Pedro Severino","BAL","25","305","37","13","44","3",".249","8.5%","21.4%","23.2%","39.9%","36.9%","17.4%","9.7%","0.0%","2.8","27.0%","70.2%","43.7%","60.2%","88.5%","77.8%","38.8%","57.2%","9.7%","48.5%","34.5%","17.0%","19.6%","47.2%","33.2%","33.7%","87.6","13.2","8.5%","111.0","33.6%","17.4%","27.1%","14523"
"Trent Grisham","MIL","22","156","24","6","24","1",".231","10.9%","26.2%","18.9%","37.8%","43.2%","6.3%","4.8%","0.0%","5.5","22.0%","58.3%","38.2%","62.0%","86.8%","78.9%","44.7%","55.7%","8.1%","37.8%","36.0%","26.1%","13.5%","50.5%","36.0%","40.4%","87.6","15.7","5.4%","107.0","32.4%","23.1%","31.2%","18564"
"Curt Casali","CIN","30","207","24","8","32","0",".251","10.6%","25.0%","28.5%","29.1%","42.4%","7.8%","9.1%","0.0%","1.0","22.9%","71.4%","43.1%","56.3%","88.2%","78.3%","41.8%","57.6%","9.4%","42.4%","29.1%","28.5%","16.6%","45.7%","37.7%","39.0%","87.2","18.5","4.6%","104.1","29.8%","17.2%","26.5%","12510"
"Niko Goodrum","DET","27","423","61","12","45","12",".248","9.7%","29.2%","27.6%","40.9%","31.5%","6.7%","7.7%","0.0%","6.4","32.4%","71.1%","48.1%","54.4%","80.6%","70.1%","40.6%","58.9%","14.4%","41.5%","32.1%","26.5%","13.9%","46.0%","40.1%","41.5%","89.3","13.0","5.9%","109.4","41.5%","15.3%","29.7%","12092"
"Robel Garcia","CHC","26","72","8","5","11","0",".208","8.8%","43.8%","24.3%","24.3%","51.4%","10.5%","11.1%","0.0%","3.1","34.5%","68.4%","48.2%","33.8%","73.6%","56.6%","40.3%","65.0%","20.9%","47.4%","28.9%","23.7%","26.3%","31.6%","42.1%","58.8%","89.8","22.6","13.2%","112.8","42.1%","14.5%","35.5%","13167"
"Cesar Hernandez","PHI","29","612","77","14","71","9",".279","6.7%","15.0%","22.7%","48.6%","28.7%","12.9%","8.8%","100.0%","4.5","29.8%","65.4%","45.5%","73.8%","90.5%","84.4%","44.2%","61.9%","7.1%","38.0%","33.1%","28.9%","21.1%","45.9%","32.9%","23.8%","86.0","9.5","2.5%","108.4","28.3%","18.8%","25.8%","10556"
"Colin Moran","PIT","26","466","46","13","80","0",".277","6.0%","23.3%","24.1%","43.8%","32.1%","9.7%","2.6%","100.0%","1.6","39.0%","75.9%","53.6%","64.9%","86.9%","77.2%","39.5%","65.0%","12.2%","42.8%","34.6%","22.7%","15.3%","50.1%","34.6%","31.8%","88.2","12.4","6.5%","110.1","34.3%","13.6%","25.8%","16909"
"Jean Segura","PHI","29","576","79","12","60","10",".280","4.9%","11.8%","21.0%","51.9%","27.1%","11.7%","8.0%","0.0%","5.4","37.2%","61.0%","47.0%","77.6%","94.3%","86.6%","41.4%","61.5%","6.3%","34.5%","39.8%","25.6%","20.7%","46.2%","33.1%","18.6%","88.2","7.1","3.2%","113.1","32.7%","20.1%","26.4%","5933"
"Austin Romine","NYY","30","228","29","8","35","1",".281","4.2%","20.8%","19.0%","48.0%","33.0%","15.3%","5.8%","0.0%","2.3","39.3%","78.7%","56.7%","67.0%","88.1%","80.0%","44.2%","67.9%","11.4%","36.7%","34.4%","28.9%","20.0%","43.3%","36.7%","28.3%","88.5","10.9","6.7%","111.4","40.0%","12.3%","23.7%","5491"
"Edmundo Sosa","STL","23","8","2","0","0","1",".250","10.0%","20.0%","33.3%","50.0%","16.7%","0.0%","0.0%","0.0%","7.1","41.2%","77.8%","53.8%","57.1%","100.0%","78.6%","34.6%","60.0%","11.5%","50.0%","16.7%","33.3%","33.3%","33.3%","33.3%","30.0%","83.1","0.0","0.0%","105.1","50.0%","15.4%","26.9%","17022"
"Nick Senzel","CIN","24","375","55","12","42","14",".256","7.2%","24.4%","19.3%","47.8%","32.8%","8.9%","9.2%","0.0%","6.5","31.3%","73.7%","48.9%","67.3%","83.5%","77.5%","41.6%","62.3%","11.0%","33.8%","34.9%","31.3%","17.8%","41.8%","40.4%","34.5%","87.7","11.0","7.1%","107.6","37.1%","15.0%","26.0%","19293"
"Tim Beckham","SEA","29","304","39","15","47","1",".237","6.4%","31.1%","17.3%","46.5%","36.1%","5.5%","9.6%","0.0%","3.0","30.8%","65.6%","46.2%","50.2%","83.1%","70.8%","44.1%","60.7%","13.5%","42.1%","34.7%","23.3%","22.8%","43.1%","34.2%","42.1%","87.2","10.7","7.4%","108.6","32.7%","17.8%","31.2%","7949"
"Matt Carpenter","STL","33","416","59","15","46","6",".226","12.8%","26.2%","25.3%","31.6%","43.1%","2.4%","5.5%","60.0%","4.5","22.8%","63.6%","40.2%","60.3%","84.0%","76.3%","42.7%","54.7%","9.5%","46.4%","29.4%","24.2%","11.3%","47.1%","41.6%","42.1%","88.0","19.0","7.2%","108.9","30.4%","19.4%","28.9%","8090"
"Nick Ahmed","ARI","29","556","79","19","82","8",".254","8.3%","18.1%","19.9%","48.3%","31.8%","6.3%","5.9%","33.3%","5.5","31.0%","73.4%","49.3%","64.1%","88.5%","79.8%","43.2%","62.9%","10.0%","36.8%","39.0%","24.1%","16.7%","45.6%","37.7%","29.4%","87.8","7.6","5.7%","108.3","34.0%","16.1%","26.1%","12147"
"Jordy Mercer","DET","32","256","24","9","22","0",".270","4.8%","21.0%","23.1%","42.2%","34.7%","14.5%","7.1%","0.0%","0.8","28.9%","58.0%","41.5%","65.0%","89.3%","79.7%","43.3%","60.1%","8.4%","37.7%","42.2%","20.1%","23.1%","39.7%","37.2%","29.2%","86.9","13.2","6.0%","107.5","36.2%","23.0%","31.4%","6547"
"Travis d'Arnaud","- - -","30","351","52","16","69","0",".251","8.2%","21.7%","20.6%","40.8%","38.6%","18.1%","2.7%","0.0%","1.9","35.4%","70.1%","50.3%","64.4%","82.0%","74.9%","43.1%","63.2%","12.6%","38.6%","33.5%","27.9%","19.1%","39.3%","41.5%","34.0%","90.0","14.6","6.3%","113.1","39.7%","15.1%","27.7%","7739"
"Tim Locastro","ARI","26","212","38","1","17","17",".250","5.6%","17.6%","19.9%","44.0%","36.1%","23.3%","24.7%","0.0%","8.5","36.3%","54.7%","44.2%","71.4%","87.9%","80.2%","43.0%","59.6%","8.7%","47.6%","32.4%","20.0%","25.3%","43.5%","31.2%","23.6%","84.4","13.6","0.0%","107.6","19.4%","21.1%","29.8%","15124"
"Jackie Bradley Jr.","BOS","29","494","69","21","62","8",".225","9.9%","27.3%","17.0%","49.6%","33.4%","8.8%","4.7%","0.0%","4.6","30.0%","71.5%","48.0%","56.5%","76.4%","69.4%","43.4%","61.4%","14.7%","42.2%","34.6%","23.3%","16.0%","48.3%","35.8%","40.9%","90.1","9.3","9.0%","112.1","43.0%","14.5%","29.2%","12984"
"Ryan Zimmerman","WSN","34","171","20","6","27","0",".257","8.9%","20.5%","20.1%","47.0%","32.8%","11.4%","4.8%","0.0%","1.1","29.9%","56.2%","40.6%","60.9%","86.6%","75.4%","40.7%","55.3%","10.0%","45.5%","28.4%","26.1%","16.4%","42.5%","41.0%","32.6%","91.4","9.7","5.2%","110.6","49.3%","20.4%","30.4%","4220"
"Marwin Gonzalez","MIN","30","425","52","15","55","1",".264","6.7%","21.2%","23.9%","44.8%","31.3%","7.8%","4.8%","0.0%","2.1","35.9%","69.2%","49.9%","66.0%","86.1%","77.7%","42.0%","62.0%","11.1%","39.0%","38.1%","22.9%","12.5%","46.3%","41.2%","31.1%","90.7","11.0","5.8%","109.2","43.9%","15.6%","26.8%","5497"
"Willy Adames","TBR","23","531","69","20","52","4",".254","7.9%","26.2%","22.9%","46.8%","30.3%","4.4%","6.3%","0.0%","3.2","27.5%","70.3%","46.9%","57.1%","84.5%","75.7%","45.3%","62.8%","11.4%","38.2%","35.9%","25.9%","13.4%","44.5%","42.1%","37.5%","88.5","10.7","8.1%","110.9","35.6%","16.9%","28.3%","15986"
"Mauricio Dubon","- - -","24","106","12","4","9","3",".274","4.5%","18.0%","26.7%","47.7%","25.6%","0.0%","7.3%","0.0%","3.8","46.2%","72.7%","56.7%","75.2%","89.2%","82.3%","39.5%","65.8%","10.0%","41.9%","31.4%","26.7%","17.4%","51.2%","31.4%","26.1%","84.8","9.5","2.3%","106.2","19.8%","13.6%","23.7%","16530"
"Jorge Alfaro","MIA","26","431","44","18","57","4",".262","4.7%","33.1%","21.9%","52.7%","25.4%","0.0%","8.8%","0.0%","2.6","50.4%","80.8%","61.2%","52.8%","76.6%","63.9%","35.6%","63.2%","22.1%","32.3%","36.9%","30.8%","17.9%","38.4%","43.7%","41.7%","90.8","4.7","10.8%","114.7","44.8%","8.6%","30.7%","12180"
"Adeiny Hechavarria","- - -","30","203","34","9","33","3",".241","6.3%","21.7%","14.8%","47.1%","38.1%","3.4%","9.6%","0.0%","5.5","37.2%","73.6%","53.6%","61.1%","87.0%","77.1%","45.0%","68.8%","12.2%","41.0%","35.3%","23.7%","16.0%","44.2%","39.7%","32.1%","87.6","11.8","4.5%","105.9","29.5%","14.7%","26.9%","10459"
"JaCoby Jones","DET","27","298","39","11","26","7",".235","8.1%","28.2%","23.0%","40.2%","36.8%","8.0%","12.2%","0.0%","5.9","32.7%","66.1%","46.6%","58.8%","87.4%","75.7%","41.5%","67.3%","11.3%","42.9%","34.1%","22.9%","13.2%","43.4%","43.4%","39.6%","91.6","14.0","9.7%","112.8","47.1%","17.6%","28.9%","14818"
"Brian McCann","ATL","35","277","28","12","45","0",".249","9.8%","16.8%","18.8%","44.1%","37.1%","12.9%","2.0%","100.0%","0.7","29.5%","65.4%","43.7%","79.5%","86.1%","83.4%","39.5%","53.2%","7.3%","49.1%","31.3%","19.6%","18.7%","41.3%","40.0%","30.4%","88.8","11.3","5.7%","108.2","35.2%","17.3%","24.6%","4810"
"Tyler Flowers","ATL","33","271","36","11","34","0",".229","10.0%","33.9%","20.2%","45.2%","34.5%","12.1%","7.9%","0.0%","3.7","30.9%","68.0%","46.9%","46.1%","78.0%","66.0%","43.2%","64.8%","15.9%","42.3%","33.3%","24.4%","14.3%","44.0%","41.7%","47.4%","90.1","11.1","9.5%","109.9","41.1%","15.8%","31.8%","9134"
"Eric Hosmer","SDP","29","619","72","22","99","0",".265","6.0%","24.4%","20.9%","56.0%","23.1%","4.7%","4.3%","50.0%","2.3","35.9%","72.8%","50.0%","58.1%","84.9%","73.0%","38.3%","57.9%","13.5%","33.0%","39.9%","27.1%","18.2%","41.6%","40.1%","33.7%","90.8","2.0","6.7%","114.3","46.0%","14.5%","28.0%","3516"
"Chad Wallach","MIA","27","48","4","1","3","0",".250","11.1%","22.2%","11.1%","44.4%","44.4%","0.0%","0.0%","0.0%","0.6","28.7%","74.0%","48.6%","54.3%","83.1%","73.6%","44.0%","61.1%","12.8%","30.6%","38.9%","30.6%","8.3%","52.8%","38.9%","35.2%","89.8","14.4","13.9%","108.0","38.9%","11.0%","23.7%","17161"
"Adam Haseley","PHI","23","222","30","5","26","4",".266","5.8%","24.8%","22.2%","57.4%","20.4%","12.1%","6.5%","0.0%","4.5","34.1%","72.5%","49.7%","55.1%","86.1%","73.4%","40.6%","65.3%","13.2%","36.8%","38.7%","24.5%","14.7%","49.1%","36.2%","32.6%","87.3","5.0","3.1%","105.6","28.8%","15.2%","28.4%","19878"
"Albert Pujols","LAA","39","491","55","23","93","3",".244","7.9%","12.5%","15.3%","45.9%","38.7%","12.6%","4.5%","0.0%","2.4","32.9%","60.8%","44.5%","73.5%","90.5%","83.2%","41.6%","56.3%","7.5%","52.7%","30.6%","16.7%","19.5%","41.3%","39.2%","24.6%","88.3","12.5","5.3%","112.3","36.0%","19.7%","27.2%","1177"
"Harold Ramirez","MIA","24","421","54","11","50","2",".276","4.0%","20.4%","19.6%","57.4%","23.0%","10.5%","12.1%","0.0%","4.0","41.9%","74.0%","53.9%","65.1%","87.4%","76.6%","37.4%","66.1%","12.6%","36.3%","35.6%","28.1%","17.8%","46.8%","35.3%","26.9%","88.9","3.8","5.1%","113.0","34.6%","13.7%","26.3%","14387"
"Adam Jones","ARI","33","485","66","16","67","2",".260","5.9%","19.1%","19.2%","43.1%","37.7%","13.1%","8.4%","50.0%","3.2","41.4%","72.9%","54.1%","59.4%","86.9%","74.3%","40.3%","62.1%","13.9%","43.9%","34.6%","21.4%","16.5%","45.7%","37.7%","28.0%","86.1","13.4","5.7%","108.5","30.9%","13.7%","27.6%","6368"
"Thairo Estrada","NYY","23","64","12","3","12","4",".250","4.3%","21.7%","20.4%","53.1%","26.5%","0.0%","3.8%","0.0%","7.0","37.5%","63.3%","48.7%","60.4%","88.7%","76.4%","43.4%","72.5%","11.5%","28.0%","42.0%","30.0%","6.0%","66.0%","28.0%","30.4%","88.6","7.3","4.0%","106.2","40.0%","18.9%","30.4%","16426"
"Ben Gamel","MIL","27","311","47","7","33","2",".248","11.2%","29.2%","26.3%","44.5%","29.2%","3.3%","7.5%","0.0%","2.7","25.5%","59.9%","40.1%","59.0%","90.1%","78.7%","42.4%","58.7%","8.5%","30.6%","38.8%","30.6%","14.4%","47.8%","37.8%","42.4%","88.2","9.9","3.8%","111.1","37.3%","21.0%","29.5%","12160"
"Rowdy Tellez","TOR","24","370","49","21","54","1",".227","7.1%","28.4%","23.7%","38.5%","37.7%","10.3%","1.0%","0.0%","2.1","39.3%","64.9%","49.0%","59.8%","81.1%","70.4%","37.7%","60.6%","14.5%","42.0%","39.3%","18.7%","15.6%","42.8%","41.6%","40.6%","90.7","14.0","12.8%","115.2","41.6%","16.4%","30.9%","15679"
"Robinson Cano","NYM","36","390","46","13","39","0",".256","5.9%","16.3%","20.1%","48.9%","31.0%","6.0%","4.4%","0.0%","1.4","38.2%","75.8%","53.4%","71.6%","90.9%","82.7%","40.3%","64.1%","9.3%","34.9%","37.7%","27.5%","17.6%","44.1%","38.3%","25.3%","90.9","7.4","6.5%","112.1","46.3%","13.0%","22.2%","3269"
"Tyler O'Neill","STL","24","141","18","5","16","1",".262","6.6%","35.1%","22.7%","37.5%","39.8%","20.0%","15.2%","0.0%","3.1","37.2%","72.4%","51.1%","43.5%","74.4%","60.8%","39.6%","64.2%","20.0%","44.3%","31.8%","23.9%","17.0%","36.4%","46.6%","45.0%","89.1","19.3","6.8%","111.8","36.4%","14.2%","34.2%","15711"
"Manny Pina","MIL","32","158","10","7","25","0",".228","8.9%","27.9%","21.1%","35.8%","43.1%","6.4%","2.6%","0.0%","0.1","29.6%","66.4%","45.2%","64.6%","81.5%","75.1%","42.6%","55.9%","11.2%","45.9%","29.4%","24.8%","15.6%","45.9%","38.5%","40.8%","88.5","16.1","6.4%","109.5","33.9%","17.5%","28.8%","2829"
