"Name","Team","Age","AB","R","HR","RBI","SB","AVG","BB%","K%","LD%","GB%","FB%","IFFB%","IFH%","BUH%","Spd","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","EV","LA","Barrel%","maxEV","HardHit%","CStr%","CSW%","playerid"
"Shawn Armstrong","- - -","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","12857"
"Matt Barnes","BOS","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","12863"
"Alex Claudio","LAA","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","12890"
"Archie Bradley","PHI","28","1","0","0","0","0",".000","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","0.0%","0.0%","0.0%","","","","50.0%","100.0%","0.0%","","","","","","","100.0%","","","","","","75.0%","75.0%","12918"
"Andrew Chafin","- - -","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","12988"
"Colten Brewer","BOS","28","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","12997"
"Reymin Guduan","OAK","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13058"
"Gerrit Cole","NYY","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13125"
"Derek Law","MIN","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13133"
"Eduardo Rodriguez","BOS","28","6","0","0","0","0",".000","0.0%","50.0%","0.0%","50.0%","50.0%","0.0%","0.0%","0.0%","0.1","71.4%","62.5%","66.7%","40.0%","60.0%","50.0%","53.3%","100.0%","33.3%","0.0%","66.7%","33.3%","0.0%","100.0%","0.0%","50.0%","93.8","14.1","0.0%","101.2","33.3%","20.0%","53.3%","13164"
"Kyle Crick","PIT","28","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13182"
"Jordan Weems","- - -","28","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13190"
"Joe Biagini","CHC","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13194"
"Michael Fulmer","DET","28","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13218"
"Louis Head","TBR","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13259"
"Ross Stripling","TOR","31","5","0","0","0","0",".000","0.0%","33.3%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","16.7%","22.2%","19.0%","100.0%","100.0%","100.0%","42.9%","83.3%","0.0%","50.0%","50.0%","0.0%","50.0%","50.0%","0.0%","33.3%","67.1","-48.0","0.0%","68.8","0.0%","47.6%","47.6%","13273"
"Jesse Hahn","KCR","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13287"
"Danny Coulombe","MIN","31","1","0","0","0","0",".000","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","0.0%","0.0%","0.0%","","","","50.0%","","0.0%","","","","","","","100.0%","","","","","","0.0%","0.0%","13293"
"Adrian Sampson","CHC","29","7","0","0","0","0",".000","0.0%","63.6%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","40.0%","54.5%","47.6%","50.0%","66.7%","60.0%","52.4%","81.8%","19.0%","0.0%","25.0%","75.0%","0.0%","100.0%","0.0%","63.6%","","","0.0%","","0.0%","23.8%","42.9%","13339"
"Luis Cessa","- - -","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13345"
"Cam Bedrosian","- - -","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13360"
"Steven Matz","TOR","30","2","0","0","0","0",".000","0.0%","50.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","33.3%","100.0%","55.6%","100.0%","100.0%","100.0%","33.3%","50.0%","0.0%","100.0%","0.0%","0.0%","0.0%","100.0%","0.0%","50.0%","70.7","-15.6","0.0%","70.7","0.0%","11.1%","11.1%","13361"
"Dylan Floro","MIA","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13394"
"Sam Selman","- - -","30","1","0","0","0","0",".000","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","0.0%","0.0%","0.0%","","","","66.7%","100.0%","0.0%","","","","","","","100.0%","","","","","","100.0%","100.0%","13397"
"Felix Pena","LAA","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13403"
"Pierce Johnson","SDP","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13435"
"Taylor Rogers","MIN","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13449"
"Lucas Sims","CIN","27","2","0","0","0","0",".000","0.0%","50.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","0.0%","85.7%","54.5%","","50.0%","50.0%","63.6%","50.0%","27.3%","0.0%","100.0%","0.0%","100.0%","0.0%","0.0%","50.0%","54.6","-48.5","0.0%","54.6","0.0%","9.1%","36.4%","13470"
"Daniel Norris","- - -","28","2","0","0","0","0",".000","0.0%","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","40.0%","33.3%","37.5%","50.0%","100.0%","66.7%","37.5%","50.0%","12.5%","0.0%","100.0%","0.0%","0.0%","100.0%","0.0%","0.0%","75.2","-15.0","0.0%","85.7","0.0%","25.0%","37.5%","13475"
"Brandon Brennan","BOS","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13527"
"Richard Rodriguez","- - -","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13549"
"Steven Okert","MIA","29","2","0","0","0","0",".000","0.0%","50.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","0.0%","100.0%","50.0%","","25.0%","25.0%","50.0%","","37.5%","0.0%","100.0%","0.0%","0.0%","100.0%","0.0%","50.0%","93.9","-2.5","0.0%","93.9","0.0%","0.0%","37.5%","13580"
"Robert Stephenson","COL","28","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13594"
"Humberto Arteaga","WSN","27","3","0","0","1","0",".000","0.0%","0.0%","0.0%","50.0%","50.0%","0.0%","0.0%","0.0%","0.1","50.0%","50.0%","50.0%","100.0%","100.0%","100.0%","60.0%","100.0%","0.0%","25.0%","75.0%","0.0%","25.0%","75.0%","0.0%","0.0%","73.5","-2.2","0.0%","84.5","0.0%","40.0%","40.0%","13595"
"Shawn Morimando","MIA","28","2","0","0","0","0",".000","0.0%","33.3%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","50.0%","50.0%","50.0%","100.0%","100.0%","100.0%","25.0%","66.7%","0.0%","0.0%","50.0%","50.0%","50.0%","50.0%","0.0%","33.3%","93.7","-20.1","0.0%","93.7","0.0%","25.0%","25.0%","13606"
"Carl Edwards Jr.","- - -","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13607"
"Jakob Junis","KCR","28","1","0","0","0","0",".000","0.0%","50.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","100.0%","60.0%","66.7%","0.0%","100.0%","75.0%","83.3%","100.0%","16.7%","0.0%","100.0%","0.0%","0.0%","100.0%","0.0%","50.0%","","","0.0%","","0.0%","16.7%","33.3%","13619"
"Clay Holmes","- - -","28","1","0","0","0","0",".000","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","0.0%","25.0%","16.7%","","100.0%","100.0%","66.7%","100.0%","0.0%","","","","","","","100.0%","","","","","","50.0%","50.0%","13649"
"Jharel Cotton","TEX","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13654"
"Corey Oswalt","NYM","27","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","66.7%","66.7%","","100.0%","100.0%","100.0%","100.0%","0.0%","0.0%","50.0%","50.0%","0.0%","100.0%","0.0%","0.0%","","","0.0%","","0.0%","33.3%","33.3%","13677"
"John Gant","- - -","28","13","0","0","0","0",".000","0.0%","44.4%","40.0%","40.0%","20.0%","0.0%","0.0%","0.0%","0.1","40.9%","44.8%","43.1%","55.6%","76.9%","68.2%","56.9%","88.9%","13.7%","40.0%","20.0%","40.0%","30.0%","60.0%","10.0%","44.4%","79.2","14.1","0.0%","99.2","10.0%","25.5%","39.2%","13684"
"Sal Romano","- - -","27","2","0","0","0","0",".000","0.0%","50.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","80.0%","0.0%","57.1%","25.0%","","25.0%","28.6%","50.0%","42.9%","0.0%","100.0%","0.0%","100.0%","0.0%","0.0%","50.0%","41.6","-69.4","0.0%","41.6","0.0%","28.6%","71.4%","13690"
"Joey Krehbiel","- - -","28","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13707"
"Kyle Barraclough","MIN","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13713"
"Tyler Duffey","MIN","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13758"
"Chris Stratton","PIT","30","2","0","0","0","0",".000","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","0.0%","33.3%","22.2%","","50.0%","50.0%","66.7%","50.0%","11.1%","","","","","","","100.0%","","","","","","44.4%","55.6%","13761"
"Dominic Leone","SFG","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13763"
"JT Chargois","- - -","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13767"
"Matt Strahm","SDP","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13799"
"Austin Adams","SDP","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13801"
"Paul Sewald","SEA","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13892"
"Chris Flexen","SEA","26","3","0","0","0","0",".000","0.0%","0.0%","33.3%","0.0%","66.7%","50.0%","0.0%","0.0%","0.1","","66.7%","66.7%","","75.0%","75.0%","100.0%","100.0%","16.7%","33.3%","33.3%","33.3%","33.3%","66.7%","0.0%","0.0%","79.6","48.9","0.0%","93.0","0.0%","33.3%","50.0%","13896"
"Dietrich Enns","TBR","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","13932"
"Brent Suter","MIL","31","4","0","0","0","0",".000","0.0%","75.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","50.0%","25.0%","43.8%","66.7%","0.0%","57.1%","25.0%","50.0%","18.8%","0.0%","100.0%","0.0%","0.0%","100.0%","0.0%","75.0%","","","0.0%","","0.0%","12.5%","31.3%","13942"
"Michael Wacha","TBR","29","3","0","0","0","0",".000","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","20.0%","50.0%","38.5%","100.0%","50.0%","60.0%","61.5%","66.7%","15.4%","","","","","","","100.0%","","","","","","46.2%","61.5%","14078"
"Lance McCullers Jr.","HOU","27","4","0","0","0","0",".000","0.0%","75.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","20.0%","57.1%","35.3%","50.0%","50.0%","50.0%","41.2%","100.0%","17.6%","100.0%","0.0%","0.0%","0.0%","100.0%","0.0%","75.0%","88.4","-18.8","0.0%","88.4","0.0%","29.4%","47.1%","14120"
"Chris Mazza","TBR","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","14151"
"Jose Berrios","- - -","27","3","0","0","0","0",".000","0.0%","50.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","20.0%","57.1%","41.7%","100.0%","75.0%","80.0%","58.3%","100.0%","8.3%","0.0%","50.0%","50.0%","0.0%","100.0%","0.0%","50.0%","","","0.0%","","0.0%","33.3%","41.7%","14168"
"Kyle Zimmer","KCR","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","14169"
"Josh Hader","MIL","27","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","14212"
"Wandy Peralta","- - -","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","14295"
"Frankie Montas","OAK","28","4","0","0","0","0",".000","0.0%","75.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","40.0%","40.0%","40.0%","50.0%","50.0%","50.0%","66.7%","75.0%","20.0%","0.0%","0.0%","100.0%","0.0%","100.0%","0.0%","75.0%","88.1","-10.0","0.0%","88.1","0.0%","46.7%","66.7%","14309"
"Joel Payamps","- - -","27","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","14332"
"Tyler Glasnow","TBR","27","2","0","0","0","0",".000","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","0.0%","0.0%","0.0%","","","","50.0%","50.0%","0.0%","","","","","","","100.0%","","","","","","60.0%","60.0%","14374"
"Amir Garrett","CIN","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","14375"
"Hyun-Jin Ryu","TOR","34","4","0","0","0","0",".000","0.0%","50.0%","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.1","60.0%","57.1%","58.3%","66.7%","50.0%","57.1%","58.3%","50.0%","25.0%","0.0%","50.0%","50.0%","0.0%","100.0%","0.0%","50.0%","79.6","27.1","0.0%","81.3","0.0%","8.3%","33.3%","14444"
"Adam Conley","TBR","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","14457"
"J.B. Wendelken","- - -","28","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","14506"
"Jorge Lopez","BAL","28","2","0","0","0","0",".000","0.0%","50.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","50.0%","33.3%","42.9%","0.0%","100.0%","33.3%","42.9%","","28.6%","0.0%","100.0%","0.0%","100.0%","0.0%","0.0%","50.0%","75.6","-33.6","0.0%","75.6","0.0%","28.6%","57.1%","14527"
"Carlos Estevez","COL","28","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","14542"
"Jose Ruiz","CHW","26","1","0","0","0","0",".000","0.0%","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","100.0%","0.0%","75.0%","66.7%","","66.7%","25.0%","100.0%","25.0%","100.0%","0.0%","0.0%","0.0%","100.0%","0.0%","0.0%","77.1","-3.9","0.0%","77.1","0.0%","25.0%","50.0%","14552"
"James Hoyt","LAA","34","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","14605"
"Rowan Wick","CHC","28","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","14646"
"Konner Wade","BAL","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","14655"
"Jandel Gustave","MIL","28","2","0","0","0","0",".000","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","0.0%","33.3%","11.1%","","100.0%","100.0%","33.3%","50.0%","0.0%","","","","","","","100.0%","","","","","","55.6%","55.6%","14665"
"Dillon Maples","CHC","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","14672"
"Duane Underwood Jr.","PIT","26","4","0","0","0","0",".000","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","37.5%","37.5%","37.5%","0.0%","66.7%","33.3%","50.0%","100.0%","25.0%","","","","","","","100.0%","","","","","","43.8%","68.8%","14677"
"Tzu-Wei Lin","MIN","27","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","14678"
"Andres Machado","WSN","28","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","14681"
"Keone Kela","SDP","28","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","14696"
"Anthony Banda","- - -","27","1","1","0","0","0",".000","0.0%","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","0.0%","66.7%","50.0%","","100.0%","100.0%","75.0%","100.0%","0.0%","0.0%","0.0%","100.0%","0.0%","0.0%","100.0%","0.0%","83.1","2.3","0.0%","83.1","0.0%","0.0%","0.0%","14706"
"Brady Lail","SEA","27","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","14707"
"Edwin Diaz","NYM","27","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","14710"
"Paul Blackburn","OAK","27","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","14739"
"Emilio Pagan","SDP","30","2","0","0","0","0",".000","0.0%","50.0%","0.0%","0.0%","100.0%","100.0%","0.0%","0.0%","0.1","25.0%","75.0%","50.0%","100.0%","66.7%","75.0%","50.0%","","12.5%","0.0%","100.0%","0.0%","100.0%","0.0%","0.0%","50.0%","57.0","57.0","0.0%","57.0","0.0%","12.5%","25.0%","14771"
"Buck Farmer","DET","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","14814"
"Michael Lorenzen","CIN","29","1","1","0","0","0",".000","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","33.3%","100.0%","60.0%","100.0%","0.0%","33.3%","40.0%","","40.0%","","","","","","","100.0%","","","","","","0.0%","40.0%","14843"
"Joe Mantiply","ARI","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","14857"
"Zack Godley","MIL","31","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","100.0%","","100.0%","100.0%","","100.0%","","100.0%","0.0%","0.0%","0.0%","100.0%","0.0%","100.0%","0.0%","0.0%","","","0.0%","","0.0%","0.0%","0.0%","14862"
"Sam Moll","OAK","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","14874"
"Taylor Williams","- - -","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","14899"
"Reyes Moronta","SFG","28","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","14966"
"Tyler Webb","STL","30","1","0","0","0","0",".000","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","100.0%","0.0%","33.3%","0.0%","","0.0%","66.7%","100.0%","33.3%","","","","","","","100.0%","","","","","","66.7%","100.0%","14974"
"Giovanny Gallegos","STL","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","14986"
"Scott Barlow","KCR","28","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","14993"
"Yacksel Rios","- - -","28","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","15007"
"Kyle Finnegan","WSN","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","15009"
"Corey Knebel","LAD","29","2","0","0","0","0",".000","0.0%","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","100.0%","50.0%","60.0%","100.0%","50.0%","66.7%","80.0%","100.0%","20.0%","50.0%","0.0%","50.0%","50.0%","50.0%","0.0%","0.0%","90.5","-10.7","0.0%","90.5","0.0%","40.0%","60.0%","15010"
"Alex Reyes","STL","26","1","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.1","33.3%","0.0%","20.0%","100.0%","","100.0%","40.0%","","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","100.0%","0.0%","96.7","21.5","0.0%","96.7","100.0%","40.0%","40.0%","15015"
"Tim Mayza","TOR","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","15042"
"Lou Trivino","OAK","29","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","15043"
"Yency Almonte","COL","27","3","0","0","0","0",".000","0.0%","66.7%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","100.0%","20.0%","60.0%","40.0%","100.0%","50.0%","50.0%","100.0%","30.0%","0.0%","100.0%","0.0%","0.0%","100.0%","0.0%","66.7%","95.5","-31.5","0.0%","95.5","100.0%","40.0%","70.0%","15068"
"Kyle McGowin","WSN","29","1","0","0","0","0",".000","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","0.0%","0.0%","0.0%","","","","20.0%","","0.0%","","","","","","","100.0%","","","","","","60.0%","60.0%","15071"
"Hunter Wood","TEX","27","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","15091"
"Luke Farrell","MIN","30","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","15101"
"Jimmie Sherfy","- - -","29","1","0","0","0","0",".000","0.0%","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","0.0%","50.0%","33.3%","","100.0%","100.0%","66.7%","100.0%","0.0%","0.0%","0.0%","100.0%","0.0%","100.0%","0.0%","0.0%","70.6","-2.3","0.0%","70.6","0.0%","33.3%","33.3%","15118"
"Drew Anderson","TEX","27","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","15130"
"Jake Newberry","KCR","26","0","0","0","0","0",".000","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","","","","","","","","","","","","","","","","","","","","","","","","15136"
"Justin Topa","MIL","30","1","0","0","0","0",".000","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","0.0%","0.0%","0.0%","","","","40.0%","","0.0%","","","","","","","100.0%","","","","","","60.0%","60.0%","15145"
