"Name","Team","Age","AB","R","HR","RBI","SB","AVG","BB%","K%","LD%","GB%","FB%","IFFB%","IFH%","BUH%","Spd","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","EV","LA","Barrel%","maxEV","HardHit%","CStr%","CSW%","playerid"
"Dom Nunez","COL","26","228","31","10","33","0",".189","12.9%","34.6%","18.2%","32.1%","49.6%","13.2%","0.0%","0.0%","4.0","25.9%","61.9%","40.9%","51.8%","79.8%","69.5%","41.8%","60.1%","12.5%","48.6%","33.3%","18.1%","17.4%","44.9%","37.7%","51.3%","86.0","21.9","9.4%","107.8","31.2%","19.9%","32.4%","15055"
"Yu Chang","CLE","25","237","32","9","39","1",".228","4.4%","27.5%","21.3%","35.5%","43.2%","13.7%","3.3%","0.0%","5.4","33.6%","72.7%","50.1%","54.3%","87.1%","74.3%","42.1%","61.8%","12.8%","37.3%","30.8%","32.0%","22.5%","48.5%","29.0%","35.5%","87.1","19.1","7.1%","110.6","33.7%","14.8%","27.7%","14773"
"Carlos Santana","KCR","35","565","66","19","69","2",".214","13.1%","15.5%","17.8%","45.6%","36.6%","14.6%","4.7%","0.0%","2.1","26.5%","68.5%","43.4%","68.5%","85.8%","79.5%","40.2%","57.1%","8.9%","47.8%","35.3%","16.9%","18.0%","48.2%","33.8%","31.4%","89.9","12.9","6.8%","111.2","41.9%","15.3%","24.2%","2396"
"Oscar Mercado","CLE","26","214","27","6","19","7",".224","8.8%","17.6%","17.5%","43.3%","39.2%","10.4%","9.5%","50.0%","5.7","26.7%","73.1%","47.2%","57.8%","81.8%","74.2%","44.1%","63.4%","12.2%","46.8%","26.6%","26.6%","13.9%","60.7%","25.4%","29.0%","86.2","16.2","4.0%","108.0","27.2%","14.3%","26.5%","16375"
"Breyvic Valera","TOR","29","87","10","1","15","1",".253","8.2%","12.4%","25.7%","35.1%","39.2%","13.8%","7.7%","0.0%","3.5","19.9%","55.7%","36.0%","88.9%","95.1%","93.2%","45.0%","55.7%","2.4%","39.0%","33.8%","27.3%","13.0%","63.6%","23.4%","21.6%","86.0","15.3","0.0%","104.8","19.5%","26.0%","28.5%","12758"
"Paul DeJong","STL","27","356","44","19","45","4",".197","8.7%","25.6%","15.7%","37.6%","46.7%","10.1%","6.3%","0.0%","4.0","32.0%","75.8%","50.1%","57.9%","83.4%","73.8%","41.2%","55.2%","13.1%","43.5%","34.1%","22.4%","16.5%","49.0%","34.5%","39.1%","86.3","16.4","10.6%","109.5","35.3%","13.4%","26.5%","18015"
"Jurickson Profar","SDP","28","353","47","4","33","10",".227","11.9%","15.8%","21.5%","41.9%","36.7%","18.9%","6.6%","0.0%","4.9","25.6%","66.4%","43.5%","71.9%","88.3%","82.9%","43.9%","56.6%","7.4%","40.5%","30.6%","28.9%","23.0%","53.6%","23.4%","28.6%","85.3","14.0","2.7%","107.6","29.5%","17.3%","24.7%","10815"
"Grayson Greiner","DET","28","72","7","1","7","0",".236","11.0%","37.8%","24.4%","41.5%","34.1%","14.3%","5.9%","0.0%","1.0","28.9%","67.1%","44.8%","41.4%","72.9%","61.0%","41.6%","53.7%","17.4%","52.4%","19.0%","28.6%","19.0%","50.0%","31.0%","50.0%","85.4","15.4","4.8%","108.5","28.6%","16.9%","34.3%","17062"
"Ross Detwiler","- - -","35","3","0","0","0","0",".333","0.0%","66.7%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","22.2%","50.0%","33.3%","0.0%","100.0%","60.0%","40.0%","","13.3%","0.0%","0.0%","100.0%","0.0%","0.0%","100.0%","66.7%","96.7","1.3","0.0%","96.7","100.0%","26.7%","40.0%","2859"
"Kohl Stewart","CHC","26","3","0","0","0","0",".333","0.0%","33.3%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","33.3%","50.0%","40.0%","50.0%","100.0%","75.0%","40.0%","66.7%","10.0%","0.0%","50.0%","50.0%","0.0%","50.0%","50.0%","33.3%","87.3","-7.2","0.0%","100.7","50.0%","30.0%","40.0%","15502"
"Taylor Clarke","ARI","28","3","0","0","0","0",".333","0.0%","66.7%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","50.0%","66.7%","58.3%","0.0%","50.0%","28.6%","50.0%","100.0%","41.7%","0.0%","100.0%","0.0%","0.0%","100.0%","0.0%","66.7%","79.8","1.0","0.0%","79.8","0.0%","25.0%","66.7%","17611"
"JT Riddle","MIN","29","6","1","0","0","0",".333","0.0%","0.0%","16.7%","83.3%","0.0%","0.0%","0.0%","0.0%","2.6","16.7%","80.0%","61.9%","100.0%","75.0%","76.9%","71.4%","83.3%","14.3%","83.3%","16.7%","0.0%","16.7%","50.0%","33.3%","0.0%","84.8","0.6","0.0%","102.1","33.3%","19.0%","33.3%","17642"
"James Kaprielian","OAK","27","3","1","0","0","0",".333","0.0%","50.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","2.6","28.6%","55.6%","43.8%","100.0%","80.0%","85.7%","56.3%","50.0%","6.3%","0.0%","100.0%","0.0%","0.0%","100.0%","0.0%","50.0%","108.1","11.0","0.0%","108.1","50.0%","18.8%","25.0%","18331"
"Kenta Maeda","MIN","33","3","2","0","0","0",".333","0.0%","25.0%","0.0%","50.0%","50.0%","100.0%","0.0%","0.0%","2.6","0.0%","75.0%","60.0%","","100.0%","100.0%","80.0%","100.0%","0.0%","33.3%","33.3%","33.3%","33.3%","33.3%","33.3%","25.0%","84.7","32.1","0.0%","102.9","33.3%","20.0%","20.0%","18498"
"Phil Bickford","- - -","25","3","0","0","0","0",".333","0.0%","66.7%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","60.0%","33.3%","50.0%","33.3%","100.0%","50.0%","37.5%","100.0%","25.0%","0.0%","100.0%","0.0%","0.0%","100.0%","0.0%","66.7%","94.8","-12.2","0.0%","94.8","0.0%","50.0%","75.0%","18519"
"Dane Dunning","TEX","26","3","0","0","0","0",".333","0.0%","25.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.1","100.0%","83.3%","85.7%","0.0%","80.0%","66.7%","85.7%","100.0%","28.6%","0.0%","66.7%","33.3%","0.0%","100.0%","0.0%","25.0%","96.2","-12.8","0.0%","96.2","33.3%","0.0%","28.6%","19409"
"Cory Abbott","CHC","25","3","0","0","0","0",".333","0.0%","33.3%","0.0%","100.0%","0.0%","0.0%","50.0%","0.0%","0.1","40.0%","75.0%","55.6%","0.0%","100.0%","60.0%","44.4%","66.7%","22.2%","50.0%","50.0%","0.0%","50.0%","50.0%","0.0%","33.3%","68.4","-29.8","0.0%","72.6","0.0%","11.1%","33.3%","20277"
"Joey Bart","SFG","24","6","1","0","1","0",".333","0.0%","33.3%","50.0%","25.0%","25.0%","0.0%","100.0%","0.0%","2.6","30.8%","62.5%","42.9%","75.0%","60.0%","66.7%","38.1%","50.0%","14.3%","0.0%","75.0%","25.0%","50.0%","50.0%","0.0%","33.3%","87.1","25.7","0.0%","102.2","50.0%","23.8%","38.1%","21524"
"Hunter Dozier","KCR","29","487","55","16","54","5",".216","7.9%","28.4%","19.5%","38.1%","42.5%","9.7%","5.4%","0.0%","5.1","34.1%","71.4%","48.8%","45.7%","87.0%","69.6%","39.6%","62.1%","14.8%","41.6%","37.2%","21.2%","12.4%","51.0%","36.6%","39.2%","89.9","15.8","8.8%","113.0","41.9%","15.4%","30.2%","15117"
"Isiah Kiner-Falefa","TEX","26","635","74","8","53","20",".271","4.1%","13.3%","20.1%","53.7%","26.1%","4.9%","8.8%","0.0%","5.2","33.6%","64.1%","46.5%","75.7%","94.9%","86.9%","42.3%","60.4%","6.1%","34.9%","35.6%","29.6%","15.7%","57.1%","27.2%","18.6%","85.5","5.4","1.8%","107.9","28.6%","20.1%","26.2%","16512"
"Kole Calhoun","ARI","33","166","17","5","17","1",".235","8.2%","22.5%","22.2%","36.5%","41.3%","13.5%","6.5%","0.0%","2.5","31.1%","82.1%","51.6%","55.9%","77.4%","69.7%","40.3%","53.8%","15.7%","46.8%","29.4%","23.8%","12.7%","50.8%","36.5%","33.5%","88.5","17.3","6.3%","108.9","38.9%","10.2%","25.9%","11200"
"Guillermo Heredia","ATL","30","305","46","5","26","0",".220","9.2%","23.3%","22.8%","42.4%","34.8%","10.3%","8.4%","100.0%","2.2","29.5%","77.0%","48.8%","51.9%","88.1%","75.2%","40.7%","59.7%","12.1%","42.2%","33.8%","24.0%","20.9%","48.9%","30.2%","34.0%","86.6","12.7","4.0%","109.7","34.7%","12.4%","24.5%","18721"
"Charlie Culberson","TEX","32","247","23","5","22","7",".243","6.3%","23.6%","21.2%","46.7%","32.1%","10.2%","8.1%","0.0%","5.5","37.4%","72.9%","52.4%","56.3%","81.4%","71.1%","42.3%","64.2%","15.2%","43.1%","33.0%","23.9%","16.5%","57.4%","26.1%","31.7%","85.4","10.6","3.2%","109.4","29.8%","15.2%","30.3%","3298"
"Jose Rojas","LAA","28","168","26","6","15","2",".208","8.2%","27.2%","21.6%","35.3%","43.1%","12.0%","4.9%","50.0%","4.2","30.3%","66.1%","45.5%","58.6%","86.3%","75.7%","42.3%","59.8%","11.1%","49.2%","35.6%","15.3%","15.3%","50.0%","34.7%","38.6%","90.7","19.0","8.5%","111.0","44.1%","17.1%","28.1%","19331"
"Luis Garcia","WSN","21","236","29","6","22","0",".242","4.5%","17.4%","19.7%","56.5%","23.8%","10.9%","4.6%","0.0%","4.0","39.0%","70.6%","52.2%","64.1%","88.4%","77.8%","41.8%","62.8%","11.6%","44.6%","34.2%","21.2%","16.1%","52.3%","31.6%","24.3%","86.8","4.1","5.2%","109.6","30.6%","14.4%","26.0%","20391"
"Travis d'Arnaud","ATL","32","209","21","7","26","0",".220","7.4%","23.1%","22.3%","46.5%","31.2%","2.0%","2.7%","0.0%","1.1","31.2%","77.2%","51.8%","59.3%","87.4%","78.1%","44.8%","66.4%","11.4%","37.6%","32.5%","29.9%","11.5%","57.3%","31.2%","33.6%","89.9","5.9","7.6%","110.2","43.9%","14.3%","25.7%","7739"
"Jorge Mateo","- - -","26","194","19","4","14","10",".247","4.3%","26.3%","23.0%","38.8%","38.1%","13.2%","9.3%","0.0%","5.7","36.6%","68.8%","50.1%","59.8%","82.4%","72.8%","42.1%","58.4%","13.6%","41.1%","41.1%","17.7%","19.1%","56.7%","24.1%","32.5%","85.4","14.1","5.7%","109.5","31.2%","16.1%","29.7%","17273"
"Harold Castro","DET","27","315","35","3","37","1",".283","4.1%","21.2%","33.7%","40.7%","25.6%","0.0%","3.0%","0.0%","2.9","44.8%","74.8%","57.2%","65.7%","84.5%","75.9%","41.3%","65.5%","13.8%","28.6%","42.1%","29.4%","11.1%","60.3%","28.6%","26.3%","88.6","10.2","3.2%","107.2","38.5%","13.3%","27.1%","14691"
"Tom Murphy","SEA","30","277","35","11","34","0",".202","12.3%","30.5%","14.4%","44.2%","41.4%","17.3%","7.5%","0.0%","1.3","27.4%","68.2%","44.3%","52.6%","78.0%","68.8%","41.3%","60.6%","13.8%","47.0%","33.7%","19.3%","20.4%","41.4%","38.1%","46.2%","88.6","15.9","8.7%","109.4","37.5%","16.3%","30.2%","13499"
"Dominic Smith","NYM","26","446","43","11","58","2",".244","6.5%","22.7%","26.2%","38.2%","35.6%","5.8%","3.1%","0.0%","2.1","38.0%","72.4%","51.8%","61.3%","85.5%","74.9%","40.2%","57.4%","13.0%","36.8%","40.6%","22.6%","12.1%","52.9%","35.0%","31.4%","89.0","14.9","6.5%","109.5","40.3%","13.4%","26.4%","15653"
"Pablo Sandoval","ATL","34","73","11","4","11","0",".178","12.8%","29.1%","20.8%","35.4%","43.8%","9.5%","5.9%","0.0%","1.7","35.0%","71.4%","47.8%","59.3%","80.0%","70.2%","35.1%","47.7%","14.2%","25.0%","47.9%","27.1%","18.8%","50.0%","31.3%","46.5%","91.3","13.8","8.3%","111.5","45.8%","14.2%","28.5%","5409"
"Yadier Molina","STL","38","440","45","11","66","3",".252","5.1%","16.7%","19.2%","42.0%","38.7%","9.9%","3.3%","0.0%","2.8","42.9%","77.3%","57.0%","69.4%","84.0%","77.5%","41.2%","72.5%","12.8%","45.9%","31.6%","22.5%","14.3%","53.0%","32.7%","24.1%","88.0","15.3","5.2%","108.2","31.2%","12.5%","25.3%","7007"
"Rougned Odor","NYY","27","322","42","15","39","0",".202","7.5%","27.7%","15.4%","37.4%","47.2%","14.9%","2.5%","44.4%","2.0","33.7%","73.2%","50.6%","62.5%","79.6%","73.1%","42.8%","54.8%","13.6%","52.9%","26.0%","21.1%","18.4%","48.4%","33.2%","39.3%","89.1","19.6","9.0%","112.1","37.2%","13.0%","26.6%","12282"
"Ryan Jeffers","MIN","24","267","28","14","35","0",".199","7.5%","36.9%","20.8%","42.1%","37.1%","11.9%","9.0%","0.0%","2.3","32.7%","69.0%","46.3%","54.9%","79.7%","68.8%","37.6%","62.5%","14.4%","44.7%","33.3%","22.0%","15.1%","45.3%","39.6%","49.1%","89.2","14.0","14.5%","111.2","44.0%","17.2%","31.6%","24618"
"Jackson Frazier","NYY","26","183","20","5","15","2",".186","14.7%","29.8%","15.3%","44.9%","39.8%","12.8%","5.7%","0.0%","3.0","18.9%","65.8%","37.8%","53.3%","80.6%","72.4%","40.4%","57.8%","10.4%","39.8%","40.7%","19.5%","21.2%","48.3%","30.5%","46.8%","86.9","13.9","10.2%","111.5","41.5%","19.0%","29.4%","15983"
"Christian Vazquez","BOS","30","458","51","6","49","8",".258","6.6%","16.9%","21.5%","40.7%","37.8%","14.1%","2.0%","33.3%","3.9","33.1%","66.0%","47.1%","77.5%","89.1%","84.4%","42.7%","63.9%","7.3%","32.2%","35.9%","31.9%","20.6%","56.7%","22.7%","24.7%","86.3","13.6","2.6%","109.7","30.9%","18.2%","25.5%","9774"
"Curt Casali","SFG","32","200","20","5","26","0",".210","11.3%","28.6%","21.1%","31.6%","47.4%","14.3%","7.1%","0.0%","2.0","24.0%","75.3%","46.0%","46.8%","83.6%","72.6%","42.9%","63.2%","12.6%","51.9%","32.6%","15.6%","20.7%","43.0%","36.3%","42.0%","86.4","23.3","5.9%","105.2","31.1%","15.5%","28.1%","12510"
"Emmanuel Rivera","KCR","25","90","13","1","5","2",".256","8.2%","21.4%","29.0%","47.8%","23.2%","12.5%","3.0%","0.0%","4.8","29.8%","74.6%","47.0%","54.4%","90.6%","76.4%","38.4%","52.0%","11.1%","37.7%","37.7%","24.6%","17.4%","40.6%","42.0%","30.6%","91.1","7.2","1.4%","107.8","47.8%","15.9%","27.0%","19890"
"Max Fried","ATL","27","55","7","0","5","0",".273","6.0%","26.9%","22.2%","52.8%","25.0%","0.0%","10.5%","0.0%","1.8","26.7%","60.2%","44.6%","51.6%","77.5%","70.3%","53.4%","59.7%","13.3%","22.2%","44.4%","33.3%","13.3%","57.8%","28.9%","32.8%","90.3","-0.5","0.0%","105.8","33.3%","19.3%","32.5%","13743"
"Travis Shaw","- - -","31","220","20","9","39","0",".200","9.6%","27.2%","20.4%","32.9%","46.7%","18.3%","8.0%","0.0%","0.7","29.5%","68.9%","46.2%","65.2%","82.7%","76.2%","42.4%","54.0%","11.0%","37.4%","37.4%","25.2%","22.6%","46.5%","31.0%","40.4%","87.7","19.9","9.0%","111.7","38.7%","16.0%","27.0%","11982"
"Reese McGuire","TOR","26","198","22","1","10","0",".253","6.9%","20.3%","23.7%","40.1%","36.2%","5.5%","6.6%","75.0%","1.6","32.9%","71.3%","50.0%","68.3%","89.7%","81.9%","44.6%","61.3%","9.0%","36.5%","38.5%","25.0%","14.7%","62.8%","22.4%","27.6%","87.5","13.4","2.6%","107.5","32.1%","15.6%","24.6%","15674"
"Rene Rivera","- - -","37","69","8","2","9","0",".232","5.1%","37.2%","20.0%","50.0%","30.0%","8.3%","0.0%","0.0%","1.6","34.8%","69.5%","50.3%","41.8%","76.4%","63.2%","44.8%","60.3%","18.5%","51.2%","27.9%","20.9%","20.9%","46.5%","32.6%","44.9%","88.5","13.0","9.3%","106.5","39.5%","17.5%","36.0%","3648"
"Garrett Hampson","COL","26","453","69","11","33","17",".234","6.7%","23.9%","22.6%","39.5%","37.9%","6.6%","8.7%","33.3%","7.2","27.1%","64.6%","44.3%","56.8%","87.7%","77.5%","45.8%","60.5%","10.0%","38.2%","34.7%","27.1%","12.4%","52.4%","35.3%","32.8%","87.0","13.0","5.0%","107.0","31.2%","19.6%","29.5%","19262"
"Lewin Diaz","MIA","24","122","16","8","13","0",".205","4.7%","25.8%","14.6%","31.5%","53.9%","16.7%","10.7%","0.0%","3.2","46.5%","73.4%","57.8%","64.5%","83.8%","74.8%","41.8%","68.8%","14.6%","43.8%","27.0%","29.2%","24.7%","38.2%","37.1%","36.7%","88.3","20.7","10.1%","108.6","36.0%","11.7%","26.3%","18365"
"Miguel Andujar","NYY","26","154","19","6","12","0",".253","4.3%","17.3%","16.5%","52.8%","30.7%","10.3%","7.5%","0.0%","2.0","42.8%","73.8%","55.3%","69.0%","93.4%","82.1%","40.2%","64.2%","9.9%","34.6%","40.2%","25.2%","24.4%","48.0%","27.6%","25.3%","87.1","6.1","5.5%","110.2","37.0%","13.8%","23.6%","15878"
"German Marquez","COL","26","53","5","1","9","0",".264","0.0%","21.7%","35.1%","40.5%","24.3%","11.1%","6.7%","0.0%","1.4","66.7%","57.7%","62.3%","66.7%","80.0%","72.7%","49.1%","83.3%","17.0%","31.9%","38.3%","29.8%","21.3%","57.4%","21.3%","23.3%","85.3","6.4","2.1%","109.4","23.4%","18.2%","35.2%","15038"
"Renato Nunez","DET","27","53","7","4","7","0",".189","1.8%","29.1%","10.8%","48.6%","40.5%","20.0%","0.0%","0.0%","2.2","43.3%","67.4%","53.4%","57.7%","86.2%","72.7%","41.7%","58.2%","14.6%","51.4%","27.0%","21.6%","21.6%","45.9%","32.4%","38.2%","85.0","14.0","2.7%","109.6","35.1%","18.9%","33.5%","14503"
"Jake Marisnick","- - -","30","176","21","5","24","4",".216","5.6%","32.8%","23.9%","37.2%","38.9%","18.2%","7.1%","0.0%","6.9","37.0%","73.8%","51.9%","53.8%","77.9%","67.6%","40.4%","65.7%","16.8%","40.0%","33.9%","26.1%","22.6%","44.3%","33.0%","40.9%","88.2","15.2","6.1%","109.4","36.5%","14.3%","31.1%","11339"
"Nick Martini","CHC","31","37","4","0","4","0",".270","13.3%","22.2%","20.7%","37.9%","41.4%","25.0%","0.0%","0.0%","1.9","26.6%","72.6%","46.6%","62.1%","91.8%","82.2%","43.5%","55.6%","8.3%","17.2%","58.6%","24.1%","13.8%","51.7%","34.5%","35.6%","89.3","19.5","6.9%","106.4","41.4%","14.0%","22.3%","12005"
"Josh VanMeter","ARI","26","274","26","6","36","3",".212","10.6%","26.8%","19.8%","34.9%","45.3%","8.0%","4.5%","100.0%","4.0","21.1%","62.3%","39.7%","52.3%","83.2%","74.2%","45.2%","54.8%","10.3%","42.0%","34.7%","23.3%","15.5%","48.7%","35.8%","39.4%","89.3","19.6","5.2%","110.0","36.8%","20.7%","31.0%","15170"
"Nick Senzel","CIN","26","111","18","1","8","2",".252","9.7%","12.9%","24.0%","45.8%","30.2%","0.0%","11.4%","0.0%","3.7","35.2%","79.3%","52.5%","71.9%","93.1%","84.5%","39.3%","66.9%","8.2%","36.5%","37.5%","26.0%","13.5%","58.3%","28.1%","23.4%","88.9","10.5","4.2%","109.8","39.6%","12.5%","20.6%","19293"
"Niko Goodrum","DET","29","290","39","9","33","14",".214","8.9%","32.9%","22.2%","41.6%","36.2%","4.5%","7.8%","0.0%","6.5","33.0%","69.0%","48.4%","54.5%","75.0%","67.0%","42.8%","61.8%","16.0%","42.2%","35.7%","22.2%","9.7%","59.5%","30.8%","44.6%","88.0","13.4","10.3%","109.2","40.0%","16.4%","32.4%","12092"
"Payton Henry","MIA","24","15","0","0","0","0",".267","6.3%","31.3%","30.0%","30.0%","40.0%","0.0%","0.0%","0.0%","0.1","35.6%","81.8%","50.7%","62.5%","88.9%","76.5%","32.8%","50.0%","11.9%","10.0%","50.0%","40.0%","20.0%","50.0%","30.0%","37.5%","89.8","12.5","10.0%","108.8","60.0%","11.9%","23.9%","22164"
"Michael A. Taylor","KCR","30","483","58","12","54","14",".244","6.3%","27.3%","21.7%","44.3%","34.0%","4.3%","8.6%","40.0%","4.5","34.3%","75.8%","51.2%","55.3%","80.6%","70.6%","40.7%","63.1%","15.0%","35.5%","39.0%","25.4%","12.4%","54.9%","32.7%","35.8%","89.4","12.1","6.6%","111.5","40.2%","13.1%","28.1%","11489"
"Webster Rivas","SDP","30","68","8","2","4","0",".221","10.4%","20.8%","15.7%","54.9%","29.4%","6.7%","0.0%","0.0%","1.3","33.7%","65.8%","46.6%","63.2%","92.0%","79.5%","40.3%","61.0%","9.5%","37.7%","34.0%","28.3%","17.0%","67.9%","15.1%","33.8%","86.6","10.2","3.8%","106.3","32.1%","17.0%","26.5%","14636"
"Alec Bohm","PHI","24","380","46","7","47","4",".247","7.4%","26.6%","24.5%","52.7%","22.7%","6.5%","6.9%","0.0%","3.6","30.9%","74.8%","48.9%","68.9%","80.3%","76.0%","41.0%","61.6%","11.7%","28.6%","39.9%","31.5%","12.1%","49.8%","38.1%","35.7%","92.0","5.6","6.6%","111.6","49.5%","14.8%","26.5%","21618"
"Austin Barnes","LAD","31","200","28","6","23","1",".215","8.9%","24.9%","16.8%","43.4%","39.9%","8.8%","8.1%","0.0%","3.2","25.7%","67.5%","44.0%","63.3%","82.2%","76.0%","43.9%","56.9%","10.6%","41.4%","37.2%","21.4%","21.4%","47.6%","31.0%","36.4%","85.2","13.5","4.1%","109.0","31.7%","17.2%","27.8%","12158"
"Jack Mayfield","- - -","30","266","30","10","39","5",".218","5.9%","23.4%","14.9%","39.5%","45.6%","22.5%","9.1%","42.9%","4.3","38.7%","72.2%","52.5%","65.6%","87.0%","77.7%","41.1%","62.4%","11.7%","38.6%","32.2%","29.2%","26.7%","46.0%","27.2%","32.8%","85.3","16.8","6.4%","109.2","26.7%","14.2%","25.9%","15402"
"Marcell Ozuna","ATL","30","188","21","7","26","0",".213","9.1%","22.1%","22.5%","36.6%","40.8%","5.2%","3.8%","0.0%","1.2","29.8%","75.3%","48.5%","63.9%","80.4%","74.5%","41.2%","60.6%","12.4%","38.0%","38.7%","23.2%","19.0%","52.8%","28.2%","34.6%","89.7","14.5","9.9%","114.3","40.1%","14.6%","27.0%","10324"
"Mike Moustakas","CIN","32","183","21","6","22","0",".208","8.7%","22.3%","18.6%","35.7%","45.7%","25.0%","2.0%","0.0%","1.4","36.5%","71.5%","50.9%","59.4%","85.0%","74.2%","41.2%","59.7%","13.1%","43.6%","31.4%","25.0%","25.7%","47.1%","27.1%","34.0%","87.0","18.6","5.7%","110.9","31.4%","14.0%","27.1%","4892"
"Luke Williams","PHI","24","98","8","1","6","2",".245","9.3%","21.3%","18.8%","55.1%","26.1%","11.1%","7.9%","50.0%","2.4","29.1%","66.5%","45.3%","69.1%","94.1%","85.0%","43.3%","53.7%","6.8%","41.3%","44.0%","14.7%","22.7%","54.7%","22.7%","31.5%","84.7","3.3","0.0%","106.9","25.3%","17.9%","24.7%","19931"
"Taylor Jones","HOU","27","102","11","2","16","0",".245","3.7%","26.9%","16.0%","49.3%","34.7%","11.5%","0.0%","0.0%","3.4","36.5%","71.7%","51.4%","58.4%","80.6%","71.6%","42.5%","68.5%","14.6%","36.0%","34.7%","29.3%","10.7%","62.7%","26.7%","32.4%","90.6","12.8","6.7%","114.2","42.7%","14.9%","29.5%","19533"
"Nick Gordon","MIN","25","200","19","4","23","10",".240","5.6%","25.5%","21.9%","52.1%","26.0%","5.3%","6.6%","0.0%","5.9","39.7%","80.0%","57.7%","59.1%","83.9%","74.5%","44.8%","62.0%","14.7%","39.7%","40.4%","19.9%","7.5%","48.6%","43.8%","32.9%","91.2","9.4","6.8%","109.2","46.6%","11.1%","25.9%","16337"
"Josh Reddick","ARI","34","151","15","2","21","0",".258","3.8%","19.6%","23.1%","37.2%","39.7%","10.4%","2.2%","0.0%","1.4","37.4%","73.0%","53.3%","64.8%","91.7%","81.2%","44.7%","63.3%","10.0%","41.3%","37.2%","21.5%","21.5%","43.8%","34.7%","24.7%","85.1","16.8","2.5%","104.8","32.2%","14.4%","24.4%","3892"
"Zach McKinstry","LAD","26","158","19","7","29","1",".215","5.8%","29.1%","18.3%","43.1%","38.5%","2.4%","2.1%","0.0%","2.7","33.7%","61.2%","46.0%","57.6%","89.7%","76.7%","44.7%","64.0%","10.7%","46.8%","32.4%","20.7%","8.1%","55.0%","36.9%","39.0%","88.4","13.7","8.1%","106.2","35.1%","21.3%","32.0%","19392"
"Jon Berti","MIA","31","233","35","4","19","8",".210","11.8%","22.5%","20.1%","58.6%","21.3%","13.5%","6.9%","0.0%","5.5","23.9%","65.8%","42.2%","62.1%","89.0%","80.4%","43.7%","59.4%","8.3%","32.0%","34.3%","33.7%","13.7%","61.1%","25.1%","35.8%","87.1","1.9","2.3%","109.1","38.3%","18.1%","26.4%","12037"
"Cole Tucker","PIT","24","117","15","2","12","2",".222","9.9%","25.2%","17.6%","51.8%","30.6%","11.5%","6.8%","0.0%","5.8","26.8%","71.9%","46.3%","52.6%","87.4%","75.9%","43.2%","60.3%","11.1%","43.5%","36.5%","20.0%","14.1%","57.6%","28.2%","36.6%","86.7","8.5","2.4%","106.7","29.4%","15.2%","26.4%","17326"
"Gerardo Parra","WSN","34","97","13","2","10","1",".237","5.6%","28.0%","30.9%","32.4%","36.8%","0.0%","4.5%","0.0%","3.4","34.2%","68.9%","49.3%","62.5%","81.5%","74.0%","43.5%","65.4%","12.8%","24.6%","34.8%","40.6%","7.2%","69.6%","23.2%","35.5%","87.5","15.7","1.4%","104.4","29.0%","17.1%","29.9%","8553"
"Kurt Suzuki","LAA","37","219","17","6","16","0",".224","4.9%","17.8%","19.2%","42.9%","37.9%","11.9%","5.3%","0.0%","0.8","33.5%","70.0%","48.8%","67.2%","89.9%","80.9%","42.0%","56.3%","9.3%","51.7%","26.7%","21.7%","17.8%","56.1%","26.1%","25.1%","85.2","14.6","3.9%","105.0","27.2%","15.9%","25.2%","8259"
"Jonathan Arauz","BOS","22","65","9","3","8","0",".185","10.7%","20.0%","10.2%","44.9%","44.9%","22.7%","9.1%","0.0%","1.7","33.0%","53.4%","41.4%","69.4%","88.7%","79.7%","41.4%","62.7%","8.4%","38.5%","34.6%","26.9%","21.2%","59.6%","19.2%","34.7%","85.9","17.3","3.8%","104.1","30.8%","24.3%","32.7%","20275"
"Rodolfo Castro","PIT","22","86","9","5","8","0",".198","6.5%","29.0%","15.3%","52.5%","32.2%","15.8%","6.5%","0.0%","0.9","38.4%","75.3%","53.8%","55.1%","86.4%","73.4%","41.7%","65.6%","14.3%","35.6%","45.8%","18.6%","16.9%","50.8%","32.2%","40.9%","89.0","8.6","10.2%","112.5","37.3%","12.6%","26.9%","21987"
