"Name","Team","Age","W","SO","ERA","WHIP","K/9","BB/9","H/9","HR/9","BABIP","LOB%","LD%","GB%","FB%","IFFB%","IFH%","BUH%","Start-IP","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","K%","BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","EV","LA","Barrel%","HardHit%","maxEV","CStr%","CSW%","IP","playerid"
"Kendall Graveman","OAK","26","6","70","4.19","1.39","5.98","2.73","9.74","1.03",".313","75.1%","19.0%","51.2%","29.8%","5.0%","6.4%","0.0%","105.1","68.8%","93.4","5.6%","78.9","15.2%","90.0","","","10.4%","86.0","","","","","0.2%","","26.9%","63.6%","42.4%","71.6%","91.1%","83.9%","42.1%","56.3%","6.8%","15.8%","7.2%","41.1%","37.6%","21.3%","16.6%","52.7%","30.8%","25.7%","89.2","6.1","5.9%","39.3%","116.8","19.2%","26.0%","105.1","15514"
"Edinson Volquez","MIA","33","4","81","4.19","1.42","7.90","5.17","7.60","0.78",".278","71.7%","21.7%","45.8%","32.5%","7.4%","6.1%","27.3%","92.1","56.9%","93.1","","","","","17.6%","80.9","25.5%","83.7","","","","","0.6%","","26.4%","62.5%","42.0%","62.6%","86.8%","78.2%","43.3%","56.7%","9.2%","20.4%","13.4%","43.8%","35.8%","20.4%","20.0%","45.8%","34.2%","35.8%","87.5","9.9","5.4%","31.9%","112.7","17.7%","26.8%","92.1","3990"
"Cole Hamels","TEX","33","11","105","4.20","1.20","6.39","3.22","7.60","1.09",".251","70.2%","18.8%","47.5%","33.7%","4.7%","3.8%","66.7%","148.0","47.8%","92.0","","","18.6%","88.8","12.9%","79.1","20.7%","83.2","","","","","0.2%","","30.7%","69.2%","46.5%","67.4%","86.6%","79.2%","41.2%","56.4%","9.7%","17.1%","8.6%","40.0%","36.2%","23.8%","13.7%","50.3%","36.0%","28.7%","87.9","10.6","4.9%","36.0%","113.0","15.1%","24.8%","148.0","4972"
"Trevor Bauer","CLE","26","17","195","4.20","1.37","9.99","3.07","9.22","1.28",".336","76.7%","21.4%","46.6%","32.0%","10.4%","5.8%","40.0%","175.2","49.2%","94.0","4.4%","84.1","8.9%","87.4","29.9%","78.5","6.3%","87.2","1.3%","85.6","","","","","25.1%","63.0%","41.9%","58.3%","88.3%","78.3%","44.3%","56.7%","9.1%","26.1%","8.0%","41.4%","33.1%","25.5%","15.0%","50.6%","34.4%","37.5%","89.4","9.6","6.6%","38.9%","112.0","19.1%","28.2%","175.2","12703"
"Eduardo Rodriguez","BOS","24","6","148","4.22","1.29","9.77","3.30","8.32","1.25",".300","74.5%","22.2%","34.8%","43.0%","6.2%","10.8%","50.0%","136.1","65.4%","93.3","11.3%","84.1","5.4%","88.4","","","17.9%","86.2","","","","","0.2%","","30.1%","69.9%","46.9%","64.3%","82.0%","75.5%","42.2%","61.0%","11.5%","25.6%","8.6%","34.8%","38.0%","27.1%","18.4%","50.8%","30.9%","37.5%","86.4","16.6","7.7%","31.1%","113.6","16.4%","28.0%","136.1","13164"
"Luke Weaver","STL","23","7","69","4.23","1.25","11.22","2.28","8.95","1.14",".338","71.4%","23.0%","50.7%","26.4%","5.1%","9.3%","0.0%","55.1","60.4%","93.2","","","3.1%","87.7","11.7%","79.7","24.8%","84.3","","","","","0.4%","","26.1%","69.0%","46.4%","67.7%","83.1%","78.5%","47.2%","60.9%","10.0%","29.6%","6.0%","40.9%","30.9%","28.2%","20.1%","54.4%","25.5%","38.6%","85.8","6.9","5.4%","32.9%","110.5","19.6%","29.6%","55.1","16918"
"Jarred Cosart","SDP","27","0","15","4.24","1.76","5.79","6.17","9.64","0.00",".333","69.8%","20.3%","50.0%","29.7%","9.1%","8.1%","0.0%","23.1","68.6%","92.7","9.6%","79.8","","","11.8%","76.8","10.0%","81.7","","","","","","","25.3%","68.2%","41.2%","67.1%","90.5%","81.5%","37.0%","51.9%","7.6%","13.9%","14.8%","41.3%","34.7%","24.0%","17.3%","54.7%","28.0%","28.7%","88.1","6.6","2.7%","34.7%","110.9","14.8%","22.4%","23.1","10304"
"Dylan Bundy","BAL","24","13","152","4.24","1.20","8.06","2.71","8.06","1.38",".273","73.7%","20.0%","32.8%","47.2%","11.9%","7.0%","71.4%","169.2","53.7%","92.2","22.3%","83.1","","","10.4%","74.5","13.7%","83.7","","","","","","","32.1%","68.7%","48.8%","61.1%","85.2%","76.6%","45.7%","59.6%","11.4%","21.8%","7.3%","37.9%","34.0%","28.1%","17.6%","45.9%","36.5%","32.8%","88.8","19.4","7.0%","36.5%","115.2","15.9%","27.3%","169.2","12917"
"Lance McCullers Jr.","HOU","23","7","132","4.25","1.30","10.01","3.03","8.65","0.61",".330","67.6%","19.2%","61.3%","19.5%","3.2%","8.6%","16.7%","118.2","40.3%","94.2","0.3%","88.2","","","47.4%","85.6","12.0%","88.8","","","","","0.0%","","31.6%","63.7%","45.5%","48.3%","90.1%","73.7%","43.4%","55.7%","12.0%","25.8%","7.8%","46.8%","32.8%","20.4%","20.7%","51.4%","28.0%","35.2%","87.4","1.0","4.6%","32.5%","114.9","17.3%","29.3%","118.2","14120"
"Aaron Sanchez","TOR","24","1","24","4.25","1.72","6.00","5.00","10.50","1.50",".310","71.4%","23.8%","47.5%","28.7%","11.4%","15.5%","0.0%","36.0","76.8%","94.9","","","","","16.6%","79.5","6.5%","89.0","","","","","","","25.6%","61.6%","40.8%","83.5%","88.1%","86.4%","42.1%","59.3%","5.5%","14.4%","12.0%","36.9%","38.5%","24.6%","21.3%","49.2%","29.5%","29.9%","87.1","7.5","5.7%","36.1%","112.0","18.1%","23.7%","36.0","11490"
"Gerrit Cole","PIT","26","12","196","4.26","1.25","8.69","2.44","8.82","1.37",".298","74.6%","20.6%","45.8%","33.7%","11.8%","4.5%","13.3%","203.0","60.1%","96.0","17.2%","88.3","","","12.2%","80.4","10.5%","88.7","","","","","0.2%","","27.9%","66.4%","46.3%","66.5%","85.5%","79.5%","47.8%","63.5%","9.5%","23.1%","6.5%","40.4%","31.5%","28.1%","23.9%","44.8%","31.3%","33.2%","86.3","11.1","7.4%","33.5%","111.7","18.5%","28.0%","203.0","13125"
"Dan Straily","MIA","28","10","170","4.26","1.30","8.42","2.97","8.72","1.54",".288","76.4%","20.0%","34.2%","45.9%","15.9%","2.8%","7.7%","181.2","50.5%","90.3","29.8%","83.7","","","3.0%","73.4","16.8%","83.3","","","","","0.5%","","32.1%","70.0%","49.4%","59.2%","84.2%","75.3%","45.6%","61.9%","12.2%","22.1%","7.8%","40.3%","34.3%","25.5%","19.1%","48.3%","32.6%","33.9%","87.2","18.3","5.8%","29.4%","113.9","15.2%","27.4%","181.2","9460"
"R.A. Dickey","ATL","42","10","136","4.26","1.37","6.44","3.17","9.14","1.23",".290","73.2%","19.7%","46.9%","33.4%","12.2%","7.9%","16.7%","190.0","18.0%","83.4","","","","","0.1%","70.0","3.5%","71.9","","","78.5%","77.2","0.4%","","28.2%","67.1%","47.0%","75.1%","84.2%","81.4%","48.4%","64.8%","8.8%","16.7%","8.2%","38.4%","34.4%","27.2%","24.3%","48.5%","27.2%","28.1%","86.2","10.1","3.7%","29.2%","115.5","18.6%","27.3%","190.0","1245"
"Ben Lively","PHI","25","4","52","4.26","1.29","5.28","2.44","9.14","1.32",".280","74.2%","17.7%","38.2%","44.2%","12.0%","5.6%","20.0%","88.2","60.8%","91.4","12.8%","81.9","","","20.5%","75.6","5.9%","85.1","","","","","0.3%","","29.1%","65.7%","46.9%","73.5%","89.8%","84.6%","48.6%","59.1%","7.2%","14.0%","6.5%","37.2%","36.1%","26.7%","21.5%","48.3%","30.2%","23.9%","85.4","16.5","4.9%","28.1%","110.9","17.0%","24.2%","88.2","14932"
"Andrew Triggs","OAK","28","5","50","4.27","1.33","6.89","2.62","9.37","1.24",".294","62.5%","17.7%","49.8%","32.5%","5.9%","9.6%","0.0%","65.1","43.8%","88.9","23.2%","75.4","32.5%","82.4","","","0.6%","82.2","","","","","0.3%","","29.5%","62.1%","43.0%","61.0%","85.6%","75.7%","41.4%","58.0%","10.4%","17.7%","6.7%","36.2%","37.1%","26.7%","15.2%","58.1%","26.7%","27.6%","88.6","8.5","4.8%","33.8%","112.8","18.3%","28.7%","65.1","13533"
"Henderson Alvarez","PHI","27","0","6","4.30","1.70","3.68","6.75","8.59","1.23",".250","81.1%","20.0%","46.0%","34.0%","5.9%","0.0%","0.0%","14.2","64.4%","91.4","11.1%","83.0","","","2.7%","56.4","21.8%","87.2","","","","","1.5%","","20.1%","64.6%","41.8%","77.8%","92.7%","89.0%","48.7%","53.7%","4.6%","9.0%","16.4%","48.0%","28.0%","24.0%","32.0%","46.0%","22.0%","28.4%","87.5","7.1","10.0%","32.0%","111.0","17.6%","22.2%","14.2","5669"
"Troy Scribner","LAA","25","1","15","4.32","1.08","8.10","3.78","5.94","3.24",".125","77.6%","10.9%","26.1%","63.0%","20.7%","8.3%","0.0%","16.2","55.4%","87.9","17.9%","81.9","","","11.4%","69.1","15.4%","78.1","","","","","","","24.5%","65.9%","43.6%","56.8%","83.5%","75.4%","46.1%","54.3%","10.7%","21.4%","10.0%","43.5%","23.9%","32.6%","26.1%","34.8%","39.1%","40.0%","87.8","27.6","10.9%","37.0%","107.4","16.4%","27.1%","16.2","15570"
"Sean Newcomb","ATL","24","4","108","4.32","1.57","9.72","5.13","9.00","0.90",".327","75.2%","22.8%","43.8%","33.3%","5.4%","5.0%","22.2%","100.0","63.4%","93.7","4.3%","81.0","","","21.7%","78.2","10.6%","85.8","","","","","1.3%","","30.9%","68.6%","46.4%","63.9%","83.6%","75.9%","41.2%","58.6%","11.2%","23.7%","12.5%","36.5%","34.7%","28.8%","17.5%","55.4%","27.0%","38.4%","88.9","10.3","4.9%","34.4%","116.7","16.4%","27.6%","100.0","16943"
"Wei-Yin Chen","MIA","31","2","20","4.33","1.19","6.67","3.00","7.67","1.00",".253","69.4%","20.5%","37.2%","42.3%","9.1%","3.4%","25.0%","27.0","64.3%","90.7","9.3%","84.1","","","13.1%","73.9","13.3%","82.4","","","","","0.2%","","30.4%","69.9%","49.8%","72.3%","87.5%","82.8%","49.0%","63.4%","8.6%","17.9%","8.0%","36.6%","32.9%","30.5%","22.0%","50.0%","28.0%","28.6%","87.6","16.5","3.7%","31.7%","107.1","16.2%","24.7%","27.0","13071"
"Brian Johnson","BOS","26","2","21","4.33","1.48","7.00","2.67","10.67","1.67",".310","81.8%","18.5%","35.9%","45.7%","11.9%","15.2%","0.0%","27.0","55.8%","87.3","10.7%","79.8","","","28.3%","73.3","5.1%","78.4","","","","","0.9%","","37.8%","62.4%","48.7%","71.6%","93.5%","83.9%","44.0%","62.0%","7.8%","17.4%","6.6%","37.0%","26.1%","37.0%","26.1%","38.0%","35.9%","28.1%","86.8","17.2","9.8%","33.7%","113.5","19.2%","27.0%","27.0","14272"
"Jon Lester","CHC","33","13","180","4.33","1.32","8.97","2.99","8.92","1.30",".310","68.7%","21.4%","46.2%","32.4%","7.3%","7.7%","40.0%","180.2","50.6%","91.1","","","27.6%","87.6","13.2%","75.5","8.7%","84.6","","","","","0.3%","","31.7%","64.8%","45.0%","64.0%","84.2%","75.7%","40.1%","57.9%","11.0%","23.6%","7.9%","38.5%","37.6%","23.9%","21.4%","50.5%","28.1%","34.9%","86.3","10.3","5.0%","29.5%","111.1","16.7%","27.6%","180.2","4930"
"Carson Fulmer","CHW","23","2","16","4.34","1.34","7.71","5.30","6.75","1.45",".216","78.0%","20.4%","33.3%","46.3%","12.0%","5.6%","0.0%","18.2","52.2%","93.3","","","24.6%","88.6","12.5%","80.8","10.7%","86.8","","","","","","","28.8%","68.9%","47.5%","75.5%","88.3%","84.1%","46.7%","48.8%","7.5%","19.5%","13.4%","37.0%","29.6%","33.3%","16.7%","63.0%","20.4%","36.6%","87.7","22.0","7.4%","31.5%","107.4","15.1%","22.6%","18.2","18311"
"Kenta Maeda","LAD","29","12","130","4.35","1.16","9.26","2.35","8.12","1.50",".276","70.7%","22.8%","37.5%","39.8%","13.0%","5.4%","27.3%","126.1","42.9%","91.5","25.2%","84.0","8.5%","87.6","14.2%","75.0","9.1%","83.5","","","","","0.2%","","29.6%","66.6%","47.3%","56.0%","82.6%","73.9%","47.7%","64.4%","12.3%","24.8%","6.3%","38.5%","35.8%","25.7%","19.8%","51.4%","28.8%","35.0%","86.6","15.0","4.2%","29.6%","111.7","17.6%","30.0%","126.1","18498"
"Chad Kuhl","PIT","24","8","142","4.35","1.47","8.12","4.12","9.10","0.97",".321","73.2%","23.3%","41.9%","34.8%","5.1%","4.8%","22.2%","157.1","63.5%","95.5","20.5%","88.5","","","6.3%","82.4","9.8%","88.8","","","","","0.8%","","27.7%","64.2%","44.4%","63.4%","86.3%","78.5%","45.7%","58.1%","9.5%","20.9%","10.6%","35.0%","38.5%","26.5%","17.2%","46.7%","36.1%","34.0%","88.8","11.6","5.0%","38.5%","117.1","16.7%","26.2%","157.1","14975"
"Sam Gaviglio","- - -","27","4","44","4.35","1.36","5.63","3.07","9.21","1.92",".273","76.9%","17.7%","49.5%","32.7%","9.7%","1.8%","50.0%","70.1","56.8%","88.5","20.4%","83.0","","","13.4%","79.1","9.4%","83.7","","","","","0.5%","","25.8%","61.7%","43.8%","66.7%","90.5%","83.5%","50.0%","61.0%","7.2%","14.9%","8.1%","49.6%","29.9%","20.5%","15.2%","53.1%","31.7%","28.1%","88.1","9.3","7.6%","37.1%","110.5","18.9%","26.2%","70.1","12778"
"Hisashi Iwakuma","SEA","36","0","16","4.35","1.26","4.65","3.48","7.84","2.03",".220","80.1%","16.3%","40.8%","42.9%","9.5%","5.0%","0.0%","31.0","42.0%","85.1","30.8%","79.2","3.4%","82.4","6.6%","68.9","","","17.2%","80.7","","","","","27.9%","67.0%","45.2%","67.1%","89.3%","81.7%","44.4%","61.7%","8.3%","12.5%","9.4%","43.9%","32.7%","23.5%","22.4%","39.8%","37.8%","27.3%","88.1","12.7","10.2%","40.8%","111.7","17.8%","26.1%","31.0","13048"
"Felix Hernandez","SEA","31","6","78","4.36","1.29","8.10","2.70","8.93","1.77",".286","76.4%","23.2%","46.9%","29.9%","7.9%","10.9%","33.3%","86.2","44.4%","90.5","8.5%","84.7","","","21.4%","79.7","25.7%","86.4","","","","","","","31.3%","66.0%","47.0%","62.9%","89.1%","79.5%","45.3%","61.1%","9.6%","21.2%","7.1%","47.9%","31.5%","20.6%","19.1%","50.2%","30.7%","32.9%","87.0","9.4","9.3%","33.7%","114.1","17.4%","27.0%","86.2","4772"
"Sean Manaea","OAK","25","12","140","4.37","1.40","7.94","3.12","9.47","1.02",".318","69.6%","20.6%","44.1%","35.3%","6.5%","5.7%","40.0%","158.2","58.4%","91.6","17.6%","80.0","","","","","24.0%","83.4","","","","","0.1%","","31.9%","67.4%","47.5%","58.0%","87.1%","76.1%","44.0%","60.0%","11.3%","20.2%","7.9%","37.7%","37.0%","25.3%","14.8%","51.9%","33.3%","30.8%","89.4","12.6","4.9%","41.3%","116.2","16.7%","28.1%","158.2","15873"
"Trevor Cahill","- - -","29","4","78","4.37","1.51","9.75","4.12","9.50","1.25",".335","74.5%","17.6%","55.4%","27.0%","5.5%","13.3%","66.7%","72.0","46.5%","90.9","9.1%","85.3","0.9%","89.2","22.6%","79.6","20.8%","83.7","","","","","0.3%","","30.0%","60.4%","42.3%","52.0%","87.5%","72.5%","40.5%","60.1%","11.6%","24.3%","10.3%","44.9%","35.7%","19.3%","21.7%","49.3%","29.0%","37.7%","85.7","4.0","4.8%","27.1%","113.8","17.2%","28.9%","72.0","6249"
"German Marquez","COL","22","11","147","4.39","1.38","8.17","2.72","9.67","1.39",".316","76.0%","21.7%","45.2%","33.1%","8.0%","7.2%","0.0%","162.0","65.5%","95.0","4.1%","86.6","","","25.0%","80.7","5.4%","85.8","","","","","0.5%","","27.4%","66.9%","48.4%","58.1%","89.4%","81.1%","53.2%","59.8%","9.1%","21.0%","7.0%","37.5%","35.1%","27.4%","17.7%","47.8%","34.5%","31.5%","88.7","9.1","6.2%","36.2%","113.2","17.0%","26.1%","162.0","15038"
"Michael Pineda","NYY","28","8","92","4.39","1.29","8.60","1.96","9.62","1.87",".302","72.4%","18.6%","50.9%","30.6%","7.9%","7.4%","75.0%","96.1","48.8%","93.9","37.6%","85.1","","","","","13.6%","89.0","","","","","0.1%","","35.0%","68.7%","49.9%","56.8%","87.7%","75.7%","44.5%","65.1%","12.1%","22.4%","5.1%","41.7%","36.9%","21.4%","20.0%","49.8%","30.2%","32.4%","87.4","6.5","6.1%","33.2%","115.0","15.8%","27.9%","96.1","5372"
"Jaime Garcia","- - -","30","5","129","4.41","1.41","7.39","3.67","9.00","1.03",".302","69.1%","18.6%","54.8%","26.6%","7.1%","7.3%","16.7%","156.3","60.9%","90.7","13.9%","82.3","","","6.8%","74.3","18.5%","83.2","","","","","0.8%","","29.9%","66.4%","45.7%","57.1%","86.4%","75.5%","43.2%","56.5%","11.2%","19.2%","9.5%","46.3%","32.2%","21.5%","20.7%","48.9%","30.5%","31.4%","87.2","4.8","5.2%","37.0%","115.6","16.1%","27.3%","157.0","8137"
"Jeff Samardzija","SFG","32","9","205","4.42","1.14","8.88","1.39","8.84","1.30",".303","67.5%","22.1%","41.5%","36.5%","8.7%","4.8%","0.0%","207.2","46.8%","94.3","21.6%","88.4","9.3%","92.8","14.6%","80.8","","","7.7%","85.7","","","0.1%","","32.8%","66.2%","48.7%","68.0%","85.6%","79.4%","47.6%","65.1%","10.0%","24.2%","3.8%","37.9%","36.4%","25.7%","20.7%","49.2%","30.1%","31.5%","87.4","12.4","6.0%","33.6%","118.4","17.9%","27.9%","207.2","3254"
"Danny Salazar","CLE","27","5","138","4.44","1.36","12.76","3.98","8.23","1.29",".346","73.7%","24.5%","39.3%","36.2%","9.6%","5.6%","0.0%","97.1","59.6%","95.0","7.9%","86.0","","","5.9%","80.8","26.6%","86.4","","","","","","","32.7%","69.4%","50.1%","47.0%","78.9%","67.9%","47.4%","60.2%","16.1%","33.3%","10.4%","43.7%","34.6%","21.6%","15.6%","58.4%","26.0%","47.0%","88.5","12.4","7.8%","32.0%","112.9","14.7%","30.7%","97.1","5867"
"Jameson Taillon","PIT","25","8","125","4.44","1.48","8.42","3.10","10.23","0.74",".352","71.3%","25.1%","47.3%","27.6%","10.8%","7.4%","10.0%","133.2","64.1%","95.3","","","","","26.0%","81.3","9.9%","88.1","","","","","0.5%","","30.4%","64.5%","46.3%","67.7%","90.1%","82.2%","46.5%","62.4%","8.2%","21.3%","7.8%","44.2%","31.6%","24.3%","22.1%","48.3%","29.6%","31.0%","86.3","9.2","3.9%","31.1%","111.8","16.8%","25.0%","133.2","11674"
"Sal Romano","CIN","23","5","73","4.45","1.47","7.55","3.83","9.41","0.93",".314","69.5%","20.0%","50.4%","29.6%","11.7%","5.3%","20.0%","87.0","62.6%","95.3","","","","","28.0%","86.7","9.4%","88.8","","","","","0.3%","","26.2%","64.7%","43.5%","67.6%","86.2%","80.0%","44.9%","54.9%","8.7%","19.0%","9.6%","40.4%","32.6%","27.0%","21.5%","45.9%","32.6%","31.0%","87.4","7.6","3.7%","34.4%","109.9","18.3%","27.0%","87.0","13690"
"Julio Teheran","ATL","26","11","151","4.49","1.37","7.22","3.44","8.89","1.48",".281","73.1%","20.2%","40.0%","39.8%","9.3%","11.0%","16.7%","188.1","64.5%","91.4","19.4%","82.5","","","8.9%","73.2","7.2%","82.0","","","","","0.3%","","30.6%","66.8%","46.6%","69.2%","86.0%","79.8%","44.1%","63.8%","9.4%","18.6%","8.9%","41.6%","34.4%","24.1%","21.1%","48.5%","30.4%","31.3%","87.2","13.8","6.4%","30.2%","111.5","18.3%","27.7%","188.1","6797"
"Adalberto Mejia","MIN","24","4","85","4.50","1.57","7.81","4.04","10.10","1.19",".328","76.0%","22.6%","39.3%","38.0%","9.5%","9.2%","75.0%","98.0","56.3%","92.5","14.3%","85.4","","","11.6%","81.6","17.9%","83.4","","","","","0.5%","","32.2%","69.4%","48.0%","66.2%","85.5%","78.0%","42.4%","57.1%","10.6%","19.2%","9.9%","40.1%","36.2%","23.6%","19.1%","49.2%","31.7%","32.1%","87.9","13.6","5.8%","32.7%","113.5","14.9%","25.5%","98.0","13188"
"Deck McGuire","CIN","28","1","7","4.50","1.25","7.88","2.25","9.00","1.13",".269","46.5%","11.1%","25.9%","63.0%","5.9%","14.3%","0.0%","8.0","63.8%","92.2","15.4%","83.2","","","6.7%","75.0","14.1%","85.2","","","","","","","27.8%","67.8%","43.6%","64.0%","82.5%","75.4%","39.6%","63.9%","10.7%","19.4%","5.6%","44.4%","33.3%","22.2%","11.1%","37.0%","51.9%","27.8%","88.8","22.4","11.1%","40.7%","113.3","16.8%","27.5%","8.0","11596"
"Tyler Wilson","BAL","27","1","1","4.50","1.00","1.50","0.00","9.00","1.50",".238","65.2%","19.0%","42.9%","38.1%","0.0%","11.1%","0.0%","6.0","76.2%","90.2","17.9%","81.5","","","","","6.0%","82.4","","","","","","","25.7%","59.2%","45.2%","88.9%","89.7%","89.5%","58.3%","60.9%","4.8%","4.3%","0.0%","40.9%","31.8%","27.3%","18.2%","50.0%","31.8%","8.7%","83.9","13.6","0.0%","22.7%","106.7","21.4%","26.2%","6.0","12691"
"Gabriel Ynoa","BAL","24","1","13","4.50","1.35","5.85","2.25","9.90","0.90",".317","67.5%","15.9%","44.4%","39.7%","20.0%","10.7%","50.0%","20.0","53.8%","94.2","35.6%","85.3","","","5.1%","81.7","5.5%","85.3","","","","","","","27.0%","66.0%","46.2%","55.0%","92.6%","81.5%","49.3%","52.4%","8.6%","15.5%","6.0%","52.3%","23.1%","24.6%","24.6%","32.3%","43.1%","23.8%","88.2","12.2","9.2%","44.6%","112.0","17.1%","25.7%","20.0","12938"
"Steven Brault","PIT","25","1","13","4.50","1.50","6.50","4.00","9.50","1.50",".286","79.8%","15.5%","43.1%","41.4%","16.7%","0.0%","0.0%","18.0","67.7%","91.8","11.1%","83.4","","","3.8%","75.2","17.4%","85.9","","","","","","","29.4%","64.0%","44.6%","75.0%","85.4%","81.6%","44.0%","54.3%","8.2%","16.0%","9.9%","20.3%","40.7%","39.0%","22.0%","40.7%","37.3%","29.6%","85.4","15.3","6.8%","33.9%","110.6","16.8%","25.0%","18.0","15291"
"Matt Shoemaker","LAA","30","6","69","4.52","1.30","8.00","3.24","8.46","1.74",".276","76.2%","14.9%","38.5%","46.6%","5.8%","5.9%","66.7%","77.2","49.1%","91.5","18.8%","83.0","","","3.0%","77.6","","","29.1%","85.1","","","","","33.4%","69.3%","49.0%","59.4%","87.1%","76.4%","43.4%","64.4%","11.6%","21.2%","8.6%","46.9%","30.4%","22.8%","14.7%","49.1%","36.2%","34.4%","89.2","15.4","8.9%","34.2%","113.9","14.6%","26.1%","77.2","4776"
"Johnny Cueto","SFG","31","8","136","4.52","1.45","8.31","3.24","9.77","1.34",".322","75.7%","24.8%","39.4%","35.8%","10.2%","5.8%","25.0%","147.1","51.2%","91.3","7.0%","83.8","19.8%","85.5","2.5%","82.2","19.5%","81.8","","","","","0.3%","","34.6%","69.3%","48.6%","66.5%","86.7%","78.1%","40.3%","64.5%","10.6%","21.0%","8.2%","41.5%","34.6%","23.9%","16.6%","48.8%","34.6%","32.6%","88.2","15.1","6.7%","33.3%","114.2","14.4%","25.1%","147.1","6893"
"Tyler Skaggs","LAA","25","2","76","4.55","1.39","8.05","2.96","9.53","1.38",".318","73.7%","21.5%","41.8%","36.7%","10.9%","6.7%","50.0%","85.0","60.1%","91.9","","","","","31.1%","75.7","8.8%","85.1","","","","","","","29.6%","59.5%","42.9%","66.5%","90.2%","81.1%","44.3%","62.2%","8.1%","20.8%","7.7%","36.9%","36.9%","26.3%","20.8%","47.1%","32.2%","32.1%","87.8","15.1","7.5%","38.4%","111.2","21.8%","29.9%","85.0","10190"
"John Lackey","CHC","38","12","148","4.56","1.27","7.85","2.81","8.65","1.91",".266","76.6%","19.5%","41.4%","39.2%","9.6%","4.8%","30.0%","169.2","52.4%","90.9","35.4%","82.5","","","7.6%","77.5","4.6%","83.3","","","","","0.4%","","31.7%","66.1%","47.1%","63.9%","86.1%","77.9%","44.8%","65.4%","10.4%","20.4%","7.3%","41.7%","33.9%","24.4%","16.2%","48.9%","34.9%","32.6%","88.2","14.3","5.8%","35.7%","114.0","16.6%","27.0%","169.2","1507"
"Dinelson Lamet","SDP","24","7","139","4.57","1.24","10.94","4.25","6.93","1.42",".261","69.2%","19.8%","37.1%","43.1%","8.2%","8.6%","33.3%","114.1","55.0%","95.0","40.0%","85.7","","","","","5.0%","90.0","","","","","0.3%","","27.8%","63.9%","44.3%","55.8%","82.4%","73.4%","45.8%","56.1%","11.8%","28.7%","11.1%","36.7%","36.4%","26.9%","16.8%","47.9%","35.3%","43.5%","87.8","14.4","7.0%","34.6%","114.2","17.4%","29.2%","114.1","17186"
"Tanner Roark","WSN","30","13","162","4.57","1.33","8.32","3.23","8.78","1.13",".300","66.9%","19.4%","48.5%","32.1%","6.1%","7.7%","37.5%","175.1","56.9%","92.2","16.2%","85.7","","","14.9%","75.8","12.1%","83.7","","","","","0.5%","","29.5%","66.3%","45.5%","64.3%","85.6%","77.9%","43.6%","58.7%","10.1%","21.6%","8.4%","42.0%","33.1%","24.9%","16.0%","56.1%","27.9%","32.9%","87.1","10.1","5.2%","33.1%","113.9","16.8%","26.9%","175.1","8753"
"Chris Rowley","TOR","26","1","7","4.61","1.68","4.61","5.93","9.22","1.32",".261","79.2%","17.0%","40.4%","42.6%","15.0%","0.0%","0.0%","13.2","57.3%","88.6","21.1%","82.1","","","","","21.6%","81.2","","","","","","","34.1%","66.3%","46.7%","61.7%","83.1%","73.6%","39.2%","53.1%","12.3%","10.9%","14.1%","58.3%","22.9%","18.8%","14.6%","60.4%","25.0%","28.1%","82.6","18.7","2.1%","20.8%","109.5","12.3%","24.7%","13.2","18820"
"Miguel Gonzalez","- - -","33","8","100","4.62","1.42","5.77","3.17","9.63","1.27",".289","71.0%","19.6%","36.2%","44.2%","8.8%","7.0%","28.6%","155.3","49.9%","91.0","20.8%","86.5","","","16.8%","77.4","","","12.5%","84.3","","","0.3%","","30.6%","65.8%","47.4%","76.8%","90.5%","85.9%","47.6%","66.7%","6.7%","14.6%","8.0%","42.6%","31.9%","25.4%","16.4%","51.1%","32.5%","25.9%","88.3","17.4","6.1%","35.4%","116.0","17.5%","24.2%","156.0","7024"
"Rick Porcello","BOS","28","11","181","4.65","1.40","8.01","2.12","10.45","1.68",".324","69.7%","20.9%","39.2%","39.9%","10.5%","7.5%","50.0%","203.1","59.6%","91.1","16.7%","85.6","","","15.5%","74.7","8.3%","80.3","","","","","0.1%","","30.5%","69.3%","49.4%","69.8%","86.2%","81.0%","48.6%","67.2%","9.4%","20.5%","5.4%","41.7%","32.8%","25.5%","17.1%","44.6%","38.3%","30.2%","88.2","14.4","7.1%","35.4%","114.3","17.6%","27.0%","203.1","2717"
"Matt Andriese","TBR","27","5","76","4.66","1.40","8.24","2.93","9.65","1.73",".304","73.8%","20.6%","44.3%","35.2%","14.6%","5.4%","33.3%","83.0","44.1%","92.2","","","10.5%","86.5","17.3%","81.1","28.1%","86.1","","","","","0.4%","","29.5%","68.9%","47.8%","63.8%","82.9%","76.6%","46.5%","60.9%","11.2%","20.9%","7.4%","37.9%","35.9%","26.2%","18.8%","41.4%","39.8%","32.8%","89.7","13.1","6.6%","38.3%","114.1","16.5%","27.7%","83.0","12022"
