"Name","Team","Age","W","SO","ERA","WHIP","K/9","BB/9","H/9","HR/9","BABIP","LOB%","LD%","GB%","FB%","IFFB%","IFH%","BUH%","Start-IP","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","K%","BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","EV","LA","Barrel%","HardHit%","maxEV","CStr%","CSW%","IP","playerid"
"David Holmberg","CHW","25","1","18","5.34","1.64","5.65","5.34","9.42","2.20",".258","66.3%","15.8%","44.2%","40.0%","10.5%","7.1%","0.0%","28.2","50.0%","87.8","12.8%","80.3","","","16.0%","73.0","21.2%","81.5","","","","","","","22.3%","61.2%","38.9%","72.1%","89.2%","83.6%","42.7%","58.6%","6.4%","13.5%","12.8%","54.2%","25.0%","20.8%","18.8%","40.6%","40.6%","31.6%","88.6","11.7","11.5%","36.5%","114.2","19.4%","25.8%","28.2","7725"
"Ian Kennedy","KCR","32","5","131","5.38","1.32","7.66","3.56","8.36","1.99",".257","68.2%","16.3%","36.0%","47.7%","6.9%","3.0%","33.3%","154.0","61.6%","91.9","","","12.0%","85.8","15.8%","77.8","10.7%","84.8","","","","","0.2%","","25.1%","67.6%","45.3%","71.3%","84.0%","80.3%","47.6%","58.2%","8.9%","20.0%","9.3%","38.4%","35.8%","25.8%","11.8%","46.5%","41.7%","34.5%","89.5","17.6","10.3%","35.8%","113.3","17.0%","25.9%","154.0","6986"
"Julio Urias","LAD","20","0","11","5.40","1.59","4.24","5.40","8.87","0.39",".293","62.8%","27.8%","40.3%","31.9%","4.3%","6.9%","50.0%","23.1","52.2%","93.1","13.3%","85.5","","","9.2%","77.6","25.2%","81.2","","","","","1.0%","","28.1%","72.9%","46.6%","72.1%","85.5%","80.7%","41.3%","52.0%","9.0%","10.8%","13.7%","35.5%","36.8%","27.6%","19.7%","52.6%","27.6%","25.5%","85.5","10.1","3.9%","23.7%","109.5","14.6%","23.5%","23.1","14765"
"Jeremy Hellickson","- - -","30","8","96","5.43","1.26","5.27","2.58","8.78","1.92",".246","66.3%","21.3%","34.9%","43.8%","11.6%","3.2%","7.1%","163.3","46.1%","90.2","","","11.8%","86.9","12.6%","76.6","29.5%","81.3","","","","","0.3%","","30.0%","69.9%","47.9%","74.4%","87.0%","82.6%","44.8%","59.1%","8.3%","13.8%","6.8%","45.4%","28.7%","25.9%","19.9%","48.2%","32.0%","25.6%","87.8","17.8","6.4%","34.0%","112.5","15.0%","23.4%","164.0","4371"
"Hector Santiago","MIN","29","4","50","5.45","1.41","6.49","3.89","8.83","1.69",".266","71.9%","18.8%","30.3%","50.9%","14.4%","1.5%","50.0%","69.1","59.8%","90.8","2.5%","82.7","3.0%","86.5","11.4%","76.6","23.4%","82.6","","","","","","","26.6%","66.7%","45.1%","75.3%","87.4%","83.6%","46.2%","55.4%","7.4%","16.4%","9.8%","38.6%","31.4%","30.0%","16.8%","46.8%","36.4%","30.5%","90.4","22.5","10.9%","37.7%","114.2","16.0%","23.5%","69.1","4026"
"Tim Adleman","CIN","29","5","93","5.47","1.45","7.95","3.76","9.31","2.05",".292","72.3%","20.5%","35.5%","44.0%","8.9%","3.7%","50.0%","105.1","60.0%","90.1","","","5.4%","88.9","14.3%","73.8","20.2%","84.1","","","","","0.4%","","26.6%","69.3%","46.9%","63.1%","83.1%","77.1%","47.6%","60.2%","10.7%","20.4%","9.6%","42.9%","32.7%","24.4%","17.8%","46.7%","35.6%","35.2%","87.6","17.2","7.6%","32.4%","114.6","15.5%","26.2%","105.1","10968"
"Chris O'Grady","MIA","27","2","26","5.47","1.56","8.89","5.13","8.89","1.37",".310","71.4%","25.3%","29.3%","45.3%","11.8%","9.1%","0.0%","26.1","41.3%","87.3","","","35.6%","82.4","8.7%","74.9","14.4%","78.3","","","","","0.9%","","22.0%","61.5%","40.0%","72.2%","87.3%","82.8%","45.6%","57.3%","6.9%","22.2%","12.8%","45.3%","34.7%","20.0%","12.0%","50.7%","37.3%","38.5%","89.1","19.1","9.3%","36.0%","109.5","18.2%","25.1%","26.1","13818"
"A.J. Griffin","TEX","29","6","58","5.50","1.33","7.25","3.38","8.63","2.25",".249","73.5%","13.5%","27.0%","59.5%","18.2%","6.7%","100.0%","72.0","53.0%","87.3","5.3%","82.8","","","30.0%","66.1","11.7%","80.3","","","","","","","26.5%","63.6%","45.3%","72.8%","85.5%","81.9%","50.7%","61.5%","8.2%","18.6%","8.7%","41.3%","33.6%","25.1%","22.9%","42.2%","35.0%","33.0%","86.5","24.6","9.0%","29.6%","112.5","18.6%","26.9%","72.0","11132"
"Jesse Hahn","OAK","27","3","52","5.51","1.52","7.35","3.68","10.04","0.57",".327","59.3%","25.5%","46.1%","28.4%","8.6%","11.7%","50.0%","63.2","61.2%","93.6","10.1%","84.4","","","18.1%","76.0","10.5%","85.2","","","","","0.1%","","24.8%","65.4%","43.7%","69.3%","90.1%","83.8%","46.5%","56.9%","7.1%","17.9%","9.0%","37.5%","34.1%","28.4%","19.2%","50.5%","30.3%","28.3%","88.4","9.2","4.8%","34.9%","110.8","17.2%","24.2%","63.2","13287"
"Aaron Slegers","MIN","24","0","9","5.52","1.02","5.52","3.07","6.14","1.84",".171","46.3%","16.3%","46.5%","37.2%","12.5%","0.0%","0.0%","14.2","67.1%","90.5","20.2%","82.6","","","","","12.7%","84.6","","","","","","","29.2%","73.0%","49.8%","60.6%","89.0%","80.2%","46.9%","55.2%","9.9%","15.5%","8.6%","45.5%","25.0%","29.5%","15.9%","40.9%","43.2%","29.3%","87.3","14.7","6.8%","29.5%","109.3","13.1%","23.0%","14.2","15231"
"Jharel Cotton","OAK","25","9","105","5.58","1.44","7.33","3.70","9.28","1.95",".279","65.6%","16.7%","37.0%","46.3%","13.1%","6.8%","28.6%","129.0","47.1%","93.0","","","22.7%","88.4","8.6%","77.3","21.5%","77.8","","","","","0.0%","","26.7%","69.3%","47.0%","69.1%","83.7%","79.3%","47.6%","59.4%","9.7%","18.6%","9.4%","35.3%","38.1%","26.6%","21.6%","47.0%","31.3%","32.9%","86.6","17.4","5.9%","30.7%","115.0","15.5%","25.2%","129.0","13654"
"Matt Moore","SFG","28","6","147","5.59","1.54","7.68","3.50","10.39","1.41",".321","66.8%","20.4%","37.4%","42.2%","9.5%","11.7%","21.4%","172.1","51.7%","92.0","","","14.7%","89.2","17.8%","81.1","15.8%","83.1","","","","","0.4%","","27.6%","67.9%","46.7%","67.1%","88.3%","81.7%","47.3%","60.9%","8.5%","18.8%","8.6%","37.4%","38.6%","24.0%","15.8%","49.5%","34.7%","30.8%","89.6","15.8","8.7%","40.2%","110.9","16.8%","25.4%","172.1","1890"
"Wade Miley","BAL","30","8","142","5.61","1.73","8.12","5.32","10.24","1.43",".332","71.4%","22.9%","50.3%","26.8%","10.1%","6.2%","25.0%","157.1","53.3%","91.0","13.9%","84.1","11.5%","88.5","10.2%","76.9","11.1%","83.1","","","","","0.1%","","29.1%","63.2%","41.0%","68.8%","89.9%","80.2%","35.0%","53.7%","8.1%","19.5%","12.8%","42.9%","34.2%","22.9%","16.6%","50.9%","32.5%","35.7%","87.6","7.4","5.7%","36.0%","115.3","16.5%","24.7%","157.1","8779"
"Mike Bolsinger","TOR","29","0","21","5.61","1.79","7.36","6.66","9.47","1.05",".312","69.2%","13.8%","55.0%","31.3%","8.0%","4.5%","0.0%","25.2","48.9%","89.2","14.7%","80.7","","","30.6%","79.9","5.7%","82.6","","","","","","","22.4%","62.3%","41.1%","62.5%","89.1%","81.3%","46.8%","60.2%","7.7%","17.1%","15.4%","43.8%","37.5%","18.8%","13.8%","62.5%","23.8%","35.0%","88.6","9.6","6.3%","36.3%","109.6","18.7%","26.4%","25.2","11137"
"Paolo Espino","MIL","30","0","6","5.63","1.50","6.75","2.25","11.25","2.25",".296","68.6%","22.2%","44.4%","33.3%","0.0%","0.0%","0.0%","8.0","51.3%","88.7","13.8%","80.7","","","24.3%","72.3","10.5%","82.4","","","","","","","26.2%","64.7%","43.4%","63.6%","93.2%","83.3%","44.7%","60.5%","7.2%","15.8%","5.3%","48.3%","37.9%","13.8%","20.7%","51.7%","27.6%","26.3%","89.0","9.6","13.8%","34.5%","110.6","17.1%","24.3%","8.0","8246"
"John Gant","STL","24","0","3","5.63","1.88","3.38","5.63","11.25","1.13",".333","75.3%","7.1%","60.7%","32.1%","33.3%","11.8%","0.0%","8.0","62.5%","93.1","12.5%","86.7","","","10.3%","76.3","14.7%","81.8","","","","","1.5%","","30.0%","76.8%","49.3%","70.8%","86.0%","80.6%","41.2%","64.9%","9.6%","8.1%","13.5%","50.0%","28.6%","21.4%","39.3%","39.3%","21.4%","24.3%","83.8","7.6","0.0%","28.6%","101.3","13.2%","22.8%","8.0","13684"
"Dillon Overton","- - -","25","0","5","5.63","2.00","5.63","3.38","14.63","2.25",".393","77.5%","24.1%","44.8%","31.0%","0.0%","15.4%","100.0%","7.3","55.8%","88.8","","","","","9.2%","73.1","35.0%","79.9","","","","","0.6%","","31.8%","73.3%","50.9%","71.4%","83.6%","79.5%","46.0%","71.8%","10.4%","12.8%","7.7%","50.0%","30.0%","20.0%","13.3%","56.7%","30.0%","25.6%","92.5","11.1","6.7%","43.3%","110.6","13.5%","23.9%","8.0","15627"
"Nick Martinez","TEX","26","3","60","5.69","1.30","5.42","2.17","9.57","2.08",".265","66.1%","21.1%","41.3%","37.7%","14.4%","5.8%","25.0%","99.2","54.0%","92.5","","","14.8%","89.4","19.0%","79.7","12.2%","85.6","","","","","","","31.1%","62.7%","45.5%","76.5%","91.0%","85.6%","45.5%","59.2%","6.6%","14.2%","5.7%","38.7%","36.6%","24.7%","19.9%","49.4%","30.7%","25.4%","87.2","14.2","7.1%","31.5%","113.2","17.2%","23.7%","99.2","12730"
"Christian Bergman","SEA","29","4","28","5.70","1.52","5.91","2.74","10.97","2.32",".313","75.1%","23.4%","35.5%","41.1%","13.8%","2.0%","0.0%","42.2","50.0%","88.4","27.2%","85.3","","","12.2%","77.1","10.6%","80.7","","","","","","","26.7%","68.8%","47.9%","71.9%","90.5%","85.4%","50.3%","63.0%","7.0%","15.2%","7.1%","37.3%","40.8%","21.8%","14.1%","50.0%","35.9%","28.3%","89.9","16.3","7.7%","38.0%","110.6","16.4%","23.4%","42.2","10925"
"Joe Biagini","TOR","27","2","70","5.73","1.48","7.16","3.07","10.23","1.23",".315","59.2%","16.4%","55.2%","28.3%","8.6%","5.7%","80.0%","88.0","52.5%","93.5","9.8%","89.8","","","21.8%","78.5","15.8%","86.0","","","","","0.1%","","29.6%","65.8%","46.5%","70.0%","88.1%","81.9%","46.6%","65.0%","8.4%","17.9%","7.7%","44.3%","34.0%","21.6%","18.2%","51.2%","30.6%","28.6%","86.8","6.6","5.2%","32.3%","116.2","18.0%","26.4%","88.0","13194"
"Phil Hughes","MIN","31","4","30","5.74","1.51","5.74","2.11","11.49","1.91",".316","67.2%","24.0%","31.1%","44.9%","8.0%","1.9%","0.0%","47.0","44.5%","89.5","","","18.7%","86.4","21.4%","77.0","15.4%","82.1","","","","","0.5%","","26.4%","73.4%","49.8%","79.8%","91.6%","88.5%","49.8%","67.1%","5.7%","14.3%","5.2%","42.3%","34.5%","23.2%","13.7%","42.9%","43.5%","24.3%","90.9","18.7","7.7%","39.3%","111.3","15.3%","21.0%","47.0","7450"
"Anibal Sanchez","DET","33","3","82","5.76","1.48","8.75","2.13","11.21","1.81",".348","70.3%","25.6%","36.8%","37.6%","11.0%","7.1%","25.0%","84.1","47.7%","90.8","12.0%","84.3","8.8%","89.1","9.9%","76.7","21.6%","81.5","","","","","0.1%","","29.7%","65.0%","46.2%","61.2%","88.5%","79.1%","46.6%","61.4%","9.7%","21.8%","5.3%","36.3%","37.8%","25.9%","18.1%","47.0%","34.8%","31.6%","87.5","16.5","4.8%","35.6%","111.5","16.9%","26.6%","84.1","3284"
"Lucas Sims","ATL","23","3","39","5.79","1.56","6.84","3.68","10.34","1.58",".316","70.0%","23.9%","37.7%","38.4%","6.6%","5.0%","25.0%","51.1","46.8%","91.6","26.2%","86.4","","","13.0%","76.2","13.9%","83.6","","","","","0.9%","","27.3%","65.1%","44.1%","71.6%","87.9%","82.3%","44.5%","66.7%","7.8%","16.9%","9.1%","37.7%","34.7%","27.5%","20.4%","49.7%","29.9%","29.9%","86.9","15.4","3.6%","31.7%","114.1","18.1%","25.9%","51.1","13470"
"Luis Cessa","NYY","25","0","20","5.82","1.52","8.31","4.57","9.14","2.08",".279","69.0%","16.7%","48.5%","34.8%","8.7%","3.1%","0.0%","21.2","44.4%","95.4","28.5%","85.9","","","7.4%","81.1","19.7%","86.8","","","","","","","26.0%","65.3%","42.8%","65.5%","85.3%","78.4%","42.8%","60.0%","9.2%","20.0%","11.0%","47.0%","25.8%","27.3%","24.2%","48.5%","27.3%","36.0%","87.7","9.6","7.6%","34.8%","109.1","19.2%","28.5%","21.2","13345"
"Francisco Liriano","TOR","33","6","74","5.88","1.62","8.06","4.68","9.91","1.20",".327","65.5%","19.1%","43.4%","37.5%","8.5%","7.3%","40.0%","82.2","49.4%","92.6","32.2%","85.2","","","","","18.4%","85.3","","","","","0.3%","","27.0%","62.1%","40.9%","59.8%","87.7%","76.6%","39.5%","54.1%","9.6%","19.7%","11.5%","43.0%","34.4%","22.7%","16.8%","53.1%","30.1%","34.1%","87.5","12.2","6.6%","33.2%","112.4","17.6%","27.2%","82.2","3201"
"Derek Holland","CHW","30","7","102","5.99","1.69","6.87","4.92","10.30","2.02",".304","68.8%","21.6%","37.9%","40.5%","8.6%","9.2%","33.3%","133.2","54.7%","91.1","13.8%","81.1","","","22.0%","77.8","9.6%","83.1","","","","","0.3%","","24.9%","64.4%","41.1%","71.5%","89.1%","82.8%","41.1%","63.7%","7.1%","16.5%","11.8%","44.1%","32.8%","23.1%","17.8%","43.9%","38.3%","33.2%","88.5","14.1","6.9%","39.6%","114.1","18.6%","25.7%","133.2","4141"
"Matt Wisler","ATL","24","0","7","6.00","1.50","10.50","4.50","9.00","1.50",".313","65.8%","31.3%","18.8%","50.0%","0.0%","0.0%","0.0%","6.0","53.2%","92.5","33.0%","81.8","","","11.7%","74.9","2.1%","88.0","","","","","","","34.9%","61.3%","43.6%","45.5%","84.2%","63.4%","33.0%","48.1%","16.0%","25.9%","11.1%","41.2%","11.8%","47.1%","5.9%","47.1%","47.1%","40.7%","85.9","16.9","17.6%","35.3%","101.8","18.1%","34.0%","6.0","12804"
"Mike Pelfrey","CHW","33","3","64","6.01","1.61","5.74","4.93","9.60","1.97",".275","68.0%","16.4%","49.4%","34.2%","6.2%","6.7%","100.0%","100.1","59.1%","91.7","11.0%","82.8","","","14.5%","69.7","","","15.4%","81.1","","","0.6%","","24.4%","64.2%","40.3%","73.4%","89.3%","83.5%","39.9%","58.4%","6.6%","14.0%","12.0%","41.4%","36.6%","22.1%","19.3%","50.5%","30.2%","30.9%","88.3","8.5","7.6%","37.8%","114.7","18.6%","25.3%","100.1","5203"
"Nick Pivetta","PHI","24","8","140","6.02","1.51","9.47","3.86","9.74","1.69",".332","67.1%","19.9%","43.8%","36.3%","7.3%","5.5%","16.7%","133.0","65.9%","94.4","15.0%","83.4","","","14.8%","79.3","4.3%","86.7","","","","","","","28.6%","64.3%","45.6%","68.8%","87.0%","81.0%","47.6%","59.2%","8.7%","24.0%","9.8%","33.7%","40.5%","25.8%","15.9%","48.6%","35.5%","38.0%","88.3","13.1","6.5%","37.1%","114.4","17.3%","25.9%","133.0","15454"
"Jordan Zimmermann","DET","31","8","103","6.07","1.55","5.79","2.47","11.47","1.63",".330","67.2%","24.8%","33.2%","42.0%","12.1%","4.9%","71.4%","160.0","54.1%","92.2","24.4%","87.0","","","15.6%","80.8","6.0%","86.4","","","","","0.3%","","30.5%","68.4%","49.1%","69.1%","90.1%","83.4%","49.0%","67.5%","8.1%","14.4%","6.2%","37.6%","38.1%","24.3%","13.4%","47.0%","39.5%","24.7%","89.3","17.2","7.0%","35.6%","112.4","16.5%","24.6%","160.0","4505"
"Steven Matz","NYM","26","2","48","6.08","1.53","6.48","2.57","11.21","1.62",".329","66.9%","21.5%","47.1%","31.4%","14.3%","6.7%","40.0%","66.2","59.1%","93.1","4.3%","85.7","","","23.2%","78.1","13.4%","83.6","","","","","0.6%","","26.2%","62.4%","43.7%","73.6%","88.4%","83.8%","48.2%","59.1%","7.1%","16.1%","6.4%","35.1%","37.3%","27.6%","21.9%","45.2%","32.9%","26.5%","88.4","9.0","6.6%","37.7%","110.5","19.4%","26.5%","66.2","13361"
"Wily Peralta","MIL","28","4","32","6.08","1.55","7.20","3.83","10.13","1.80",".311","67.6%","18.4%","44.0%","37.6%","8.5%","10.9%","0.0%","40.0","60.3%","95.8","32.2%","84.3","","","4.5%","78.8","3.1%","84.5","","","","","0.5%","","26.4%","64.0%","41.1%","68.1%","91.9%","82.6%","39.1%","64.4%","7.2%","18.1%","9.6%","46.5%","28.3%","25.2%","19.7%","44.9%","35.4%","32.2%","87.7","12.0","9.4%","29.9%","110.9","18.9%","26.1%","40.0","7738"
"Daniel Gossett","OAK","24","4","72","6.11","1.61","7.09","3.05","11.43","2.07",".328","68.0%","24.5%","43.1%","32.4%","8.1%","6.1%","20.0%","91.1","52.8%","91.5","22.2%","83.8","","","14.4%","78.3","10.6%","84.2","","","","","","","29.5%","65.9%","45.5%","65.9%","88.7%","80.4%","44.0%","56.8%","8.9%","17.4%","7.5%","40.5%","35.7%","23.8%","16.4%","50.2%","33.4%","30.0%","88.1","11.3","6.4%","32.2%","114.0","16.6%","25.6%","91.1","16164"
"Joe Musgrove","HOU","24","4","67","6.12","1.51","7.73","2.65","10.96","1.85",".338","67.6%","22.1%","42.6%","35.2%","8.1%","4.8%","40.0%","78.0","48.6%","92.3","26.2%","82.7","4.0%","88.8","9.4%","80.9","11.9%","84.0","","","","","","","32.4%","68.1%","49.8%","60.9%","86.6%","78.1%","48.9%","63.2%","10.9%","19.6%","6.7%","45.0%","30.9%","24.1%","17.3%","49.0%","33.7%","31.0%","87.8","11.4","5.6%","33.6%","112.1","17.6%","28.5%","78.0","12970"
"Zach Eflin","PHI","23","1","35","6.16","1.41","4.90","1.68","11.05","2.24",".297","69.3%","17.6%","44.1%","38.3%","5.9%","1.0%","33.3%","64.1","68.4%","92.7","13.0%","85.6","","","11.4%","77.4","7.2%","86.0","","","","","","","33.4%","67.4%","49.1%","76.5%","90.3%","85.2%","46.3%","63.9%","7.3%","12.5%","4.3%","39.0%","38.6%","22.4%","16.7%","50.0%","33.3%","22.5%","88.1","12.0","7.9%","35.5%","111.5","16.9%","24.1%","64.1","13774"
"Adam Conley","MIA","27","7","71","6.17","1.53","6.35","3.75","10.01","1.61",".297","64.8%","18.7%","39.9%","41.4%","15.0%","4.7%","38.5%","100.2","64.4%","89.5","16.0%","84.8","","","1.4%","79.1","18.2%","82.4","","","","","0.9%","","27.8%","69.7%","47.3%","66.3%","85.6%","79.6%","46.5%","57.9%","9.7%","15.6%","9.3%","44.3%","32.9%","22.8%","18.3%","43.4%","38.3%","28.9%","88.2","15.5","7.5%","37.1%","111.3","15.3%","24.9%","100.2","14457"
"Jackson Stephens","CIN","23","1","18","6.27","1.29","8.68","3.37","8.20","2.89",".234","70.5%","19.2%","36.5%","44.2%","8.7%","5.3%","0.0%","18.2","62.2%","93.3","11.1%","84.5","","","20.7%","76.4","6.0%","84.9","","","","","0.3%","","29.9%","70.4%","49.2%","65.4%","88.4%","81.1%","47.7%","57.7%","9.3%","23.1%","9.0%","26.4%","45.3%","28.3%","15.1%","52.8%","32.1%","39.7%","87.3","18.2","9.4%","32.1%","114.1","15.0%","24.3%","18.2","14420"
"Yovani Gallardo","SEA","31","4","84","6.28","1.59","6.59","4.16","10.13","1.88",".297","68.5%","20.3%","42.5%","37.1%","16.1%","8.3%","0.0%","114.2","50.9%","92.3","21.2%","89.2","","","18.2%","80.7","9.7%","86.3","","","","","0.0%","","26.1%","67.4%","44.5%","67.2%","88.1%","81.3%","44.6%","58.3%","8.3%","16.3%","10.3%","36.6%","36.3%","27.1%","18.0%","47.7%","34.2%","31.2%","88.8","13.1","7.7%","35.3%","113.3","15.7%","24.0%","114.2","8173"
"Brett Anderson","- - -","29","4","38","6.34","1.70","6.18","3.42","11.87","0.81",".364","60.9%","28.6%","49.2%","22.2%","7.1%","10.8%","100.0%","55.1","52.6%","90.5","21.4%","82.4","","","12.2%","75.3","13.8%","83.5","","","","","","","29.1%","65.2%","44.8%","69.6%","86.7%","80.4%","43.4%","57.4%","8.8%","15.1%","8.4%","40.6%","30.2%","29.2%","21.9%","41.7%","36.5%","25.5%","88.8","4.4","3.6%","37.0%","112.7","16.9%","25.7%","55.1","8223"
"Homer Bailey","CIN","31","6","67","6.43","1.69","6.63","4.15","11.08","1.09",".346","64.8%","27.0%","44.6%","28.4%","8.3%","7.6%","0.0%","91.0","56.9%","93.5","19.7%","87.5","","","4.4%","78.1","","","19.0%","85.8","","","0.3%","","29.5%","67.4%","46.7%","67.2%","86.9%","80.1%","45.4%","61.2%","9.3%","16.0%","10.0%","37.0%","38.3%","24.8%","16.5%","52.5%","31.0%","28.6%","87.5","8.7","4.6%","37.3%","111.6","15.0%","24.3%","91.0","8362"
"Bartolo Colon","- - -","44","7","89","6.48","1.59","5.60","2.20","12.08","1.76",".331","61.4%","19.3%","41.8%","38.9%","8.5%","8.9%","27.3%","143.0","82.7%","87.8","7.3%","81.5","0.2%","86.4","","","9.8%","81.2","","","","","","","29.8%","65.1%","46.5%","81.1%","92.2%","88.4%","47.2%","65.1%","5.4%","13.7%","5.4%","35.0%","37.7%","27.3%","17.8%","46.5%","35.8%","23.5%","88.8","13.0","6.7%","37.3%","114.7","20.8%","26.2%","143.0","375"
"David Paulino","HOU","23","2","34","6.52","1.48","10.55","2.17","11.17","2.48",".354","69.2%","19.3%","30.1%","50.6%","11.9%","0.0%","100.0%","29.0","46.0%","92.6","22.2%","82.1","","","16.7%","76.1","15.2%","82.0","","","","","0.2%","","23.6%","64.7%","44.5%","54.1%","83.9%","76.2%","50.9%","58.6%","10.6%","26.6%","5.5%","39.3%","40.5%","20.2%","10.7%","48.8%","40.5%","38.3%","90.5","18.5","10.3%","41.4%","106.9","17.4%","28.0%","29.0","17418"
"Mat Latos","TOR","29","0","10","6.60","1.80","6.00","4.80","11.40","3.00",".304","81.0%","14.0%","44.0%","42.0%","4.8%","4.5%","100.0%","15.0","59.5%","91.3","29.4%","86.3","","","3.1%","75.8","8.0%","81.4","","","","","0.4%","","24.7%","74.1%","45.8%","59.5%","83.1%","75.8%","42.7%","57.1%","11.1%","14.3%","11.4%","52.9%","23.5%","23.5%","17.6%","49.0%","33.3%","32.9%","88.9","12.8","5.9%","41.2%","109.1","13.4%","24.4%","15.0","3815"
"Jack Flaherty","STL","21","0","20","6.64","1.62","8.85","4.43","10.18","1.77",".339","66.9%","20.0%","48.3%","31.7%","0.0%","3.4%","0.0%","20.1","55.6%","93.1","24.3%","84.5","","","13.5%","77.6","6.7%","87.3","","","","","0.3%","","25.5%","71.5%","46.8%","46.8%","82.3%","71.9%","46.2%","63.7%","13.2%","22.0%","11.0%","41.7%","40.0%","18.3%","13.3%","53.3%","33.3%","37.4%","85.7","9.2","6.7%","23.3%","109.3","15.5%","28.7%","20.1","17479"
"Matt Harvey","NYM","28","5","65","6.70","1.70","6.60","4.57","10.76","1.93",".312","69.0%","23.8%","42.4%","33.8%","9.2%","8.9%","50.0%","88.2","58.9%","93.8","22.4%","88.6","","","7.5%","80.8","11.2%","85.8","","","","","0.4%","","27.9%","69.1%","46.2%","72.2%","89.1%","83.4%","44.5%","58.0%","7.7%","15.7%","10.9%","40.3%","34.2%","25.5%","25.2%","42.3%","32.6%","31.2%","87.2","10.6","6.7%","33.6%","114.2","16.6%","24.3%","88.2","11713"
"Alex Claudio","TEX","25","0","1","6.75","1.00","2.25","0.00","9.00","4.50",".154","83.3%","26.7%","53.3%","20.0%","0.0%","0.0%","0.0%","4.0","61.5%","85.8","12.3%","76.3","","","","","26.2%","70.6","","","","","","","29.3%","75.0%","46.2%","66.7%","100.0%","86.7%","36.9%","62.5%","6.2%","6.3%","0.0%","33.3%","26.7%","40.0%","6.7%","66.7%","26.7%","18.8%","88.3","2.9","6.7%","40.0%","109.2","18.5%","24.6%","4.0","12890"
"Buck Farmer","DET","26","5","49","6.75","1.56","9.19","3.75","10.31","1.69",".336","61.7%","20.7%","32.4%","46.9%","7.4%","10.6%","100.0%","48.0","61.3%","91.7","17.7%","80.8","","","3.9%","76.7","17.1%","85.0","","","","","","","28.1%","65.2%","44.6%","61.7%","81.5%","74.6%","44.3%","63.9%","11.3%","22.4%","9.1%","40.4%","31.5%","28.1%","14.4%","56.8%","28.8%","35.6%","88.9","20.0","6.2%","34.9%","113.6","16.9%","28.2%","48.0","14814"
"Chris Smith","OAK","36","0","27","6.94","1.46","5.21","3.47","9.64","2.89",".238","62.5%","18.0%","35.4%","46.6%","9.3%","8.8%","0.0%","46.2","53.3%","85.3","25.8%","76.6","","","","","20.9%","74.5","","","","","","","25.9%","68.1%","41.7%","67.2%","87.0%","79.3%","37.5%","55.3%","8.6%","13.0%","8.7%","47.5%","29.6%","22.8%","16.0%","46.3%","37.7%","28.8%","88.6","16.7","13.0%","36.4%","113.2","16.2%","24.8%","46.2","4544"
"Alec Asher","BAL","25","1","22","6.98","1.35","6.67","2.73","9.40","1.52",".286","55.6%","17.0%","44.7%","38.3%","25.0%","4.8%","0.0%","29.2","51.5%","90.6","","","25.1%","88.2","16.7%","79.1","6.7%","82.2","","","","","0.2%","","32.1%","61.7%","43.9%","71.2%","88.6%","80.9%","39.8%","54.6%","8.4%","16.9%","6.9%","44.8%","29.2%","26.0%","20.8%","49.0%","30.2%","27.7%","87.7","14.7","6.3%","30.2%","112.2","18.4%","26.8%","29.2","13560"
"Travis Wood","- - -","30","3","44","7.03","1.70","6.06","3.72","11.57","2.20",".318","62.5%","21.5%","34.5%","43.9%","9.2%","9.1%","28.6%","65.1","53.3%","88.2","12.4%","79.7","21.9%","86.2","4.7%","72.4","7.6%","80.6","","","","","","","27.9%","70.2%","48.0%","79.8%","91.9%","88.2%","47.5%","62.3%","5.7%","14.6%","8.9%","35.7%","30.0%","34.3%","19.1%","48.7%","32.2%","28.8%","88.7","17.2","9.1%","36.5%","118.2","15.6%","21.3%","65.1","9884"
"Tyson Ross","TEX","30","3","35","7.04","1.76","6.85","6.85","9.00","1.17",".290","59.8%","19.9%","44.7%","35.5%","8.0%","1.6%","0.0%","46.0","55.6%","91.4","34.0%","84.5","10.1%","89.2","","","0.3%","85.0","","","","","","","26.9%","61.3%","40.3%","74.3%","91.6%","84.6%","39.0%","47.3%","6.2%","15.9%","15.9%","42.0%","35.7%","22.4%","14.0%","53.1%","32.9%","34.5%","86.3","10.5","5.6%","29.2%","109.4","15.3%","21.5%","46.0","7872"
"Andrew Heaney","LAA","26","1","27","7.06","1.66","11.22","3.74","11.22","4.98",".283","99.0%","22.2%","30.2%","47.6%","3.3%","5.3%","0.0%","21.2","61.2%","91.9","16.4%","79.6","","","","","22.4%","83.6","","","","","","","30.1%","69.3%","46.7%","61.1%","77.0%","71.1%","42.4%","61.4%","13.5%","26.7%","8.9%","41.5%","33.8%","24.6%","12.3%","36.9%","50.8%","47.5%","91.9","17.2","16.9%","46.2%","112.3","16.1%","29.6%","21.2","15423"
